sample_id,group,batch,measure_1,resting_potential_mv,input_resistance_mohm,membrane_tau_ms,rheobase_pa,ap_threshold_mv,ap_half_width_ms,max_firing_rate_hz,spike_count,adaptation_index,target_a,target_b
NEU-508828,TreatmentB,B01,83.02,-72.31,134.6,8.87,82.1,-46.7,0.709,72.1,102,0.2255,1,1
NEU-505321,TreatmentA,B03,110.8,-61.64,218.6,15.96,90.4,-43.84,1.278,49.3,78,0.2179,1,1
NEU-508111,Control,B03,89.08,-68.89,165.7,17.57,146.9,-46.22,1.18,17.6,85,0.1076,0,0
NEU-506445,TreatmentB,B02,88.41,-67.3,222.5,10.34,45.3,-47.67,1.195,73.5,103,0.3157,1,1
NEU-504466,TreatmentA,B02,90.58,-58.88,200.8,13.8,24.9,-44.57,1.527,68.9,89,0.2696,1,1
NEU-506800,Control,B03,120.04,-67.96,209.4,9.72,56.0,-48.8,0.784,30.5,91,0.2526,0,1
NEU-503923,TreatmentB,B02,76.16,-70.32,115.6,10.73,24.4,-46.94,1.198,72.4,89,0.5204,1,0
NEU-501790,Control,B03,100.51,-73.61,338.2,8.11,157.9,-39.39,1.513,42.4,88,0.5683,0,0
NEU-508328,Control,B01,93.66,-63.55,66.3,8.09,176.8,-47.06,0.682,49.5,97,0.3644,0,1
NEU-504977,Control,B01,92.22,-63.85,208.9,13.6,57.1,-42.1,0.822,22.7,84,0.068,0,1
NEU-504399,TreatmentA,B02,116.97,-69.14,160.4,18.23,126.9,-47.54,1.036,67.9,117,0.5707,1,1
NEU-507361,TreatmentA,B03,87.97,-57.26,202.9,13.53,75.9,-45.72,0.655,50.6,82,0.2992,1,0
NEU-501382,TreatmentA,B03,100.81,-61.85,171.6,36.81,91.2,-41.53,1.3,69.8,75,0.4728,1,1
NEU-500390,TreatmentB,B01,115.16,-72.54,156.7,12.12,50.8,-40.74,1.063,59.3,85,0.5846,1,0
NEU-505073,TreatmentB,B03,94.0,-72.1,225.0,21.46,77.8,-41.84,1.162,70.3,92,0.2662,1,0
NEU-501043,TreatmentA,B02,96.71,-64.46,215.1,17.56,94.9,-40.56,0.825,64.0,81,0.2838,1,0
NEU-501623,TreatmentB,B01,107.98,-66.77,237.8,27.94,74.8,-47.61,0.834,55.6,82,0.415,0,1
NEU-503887,Control,B03,88.8,-66.95,391.1,26.33,125.8,-39.39,0.997,31.2,88,0.4628,0,1
NEU-501362,TreatmentA,B03,83.23,-62.56,68.7,16.66,183.5,-47.55,0.931,43.9,94,0.3459,1,1
NEU-503950,TreatmentB,B02,105.42,-57.17,109.8,14.11,84.0,-45.41,1.35,79.5,78,0.4349,1,0
NEU-506134,TreatmentB,B03,79.93,-66.85,260.8,16.6,85.2,-35.4,1.212,70.9,77,0.1684,1,0
NEU-507061,Control,B03,78.6,-64.55,224.4,9.71,145.8,-39.57,1.208,53.0,106,0.5648,1,1
NEU-507470,Control,B01,100.55,-63.18,213.0,9.34,205.5,-41.33,0.783,50.9,88,0.6134,1,0
NEU-508192,TreatmentA,B02,101.2,-66.47,126.6,5.12,140.0,-41.7,1.213,37.3,75,0.1892,0,1
NEU-504794,TreatmentB,B02,80.44,-50.37,122.6,7.18,74.9,-47.11,0.951,58.3,91,0.2586,0,0
NEU-503319,TreatmentB,B01,91.6,-66.7,108.0,32.06,58.8,-33.36,0.564,60.1,85,0.3997,0,1
NEU-509944,TreatmentA,B02,91.57,-55.59,76.0,13.59,93.5,-51.95,0.843,65.7,96,0.1473,1,0
NEU-504103,TreatmentA,B03,102.65,-56.99,123.5,9.17,52.6,-36.39,1.1,55.6,76,0.6453,0,0
NEU-501829,Control,B02,117.52,-65.93,226.1,13.04,115.1,-45.88,0.766,39.5,94,0.4176,0,1
NEU-504750,Control,B03,96.07,-68.34,108.0,15.62,137.4,-43.12,1.314,26.7,91,0.1832,0,0
NEU-509910,TreatmentB,B02,83.64,-63.68,221.4,6.89,94.7,-44.83,1.06,73.7,85,0.4564,1,0
NEU-508307,Control,B02,101.05,-64.37,96.9,19.05,228.7,-44.67,0.996,77.1,105,0.3628,1,1
NEU-503257,TreatmentA,B02,75.83,-65.46,256.1,11.55,80.2,-42.83,1.18,59.5,79,0.3346,1,1
NEU-508531,TreatmentA,B01,106.64,-63.88,96.0,15.11,132.3,-36.48,1.228,74.2,84,0.4702,1,1
NEU-508017,Control,B02,106.32,-64.71,110.6,15.2,135.7,-44.66,0.763,54.5,84,0.3466,1,1
NEU-505348,TreatmentB,B02,92.08,-66.3,281.3,20.53,69.1,-40.49,1.611,57.4,76,0.2721,1,0
NEU-504547,Control,B01,84.23,-75.19,190.9,15.09,32.0,-49.39,0.598,28.4,91,0.3013,0,0
NEU-506688,TreatmentA,B02,115.91,-67.59,220.0,16.52,102.0,-39.67,1.225,39.4,91,0.4873,0,0
NEU-501058,Control,B01,115.24,-73.33,160.4,14.71,151.1,-39.73,0.906,35.5,77,0.4018,1,0
NEU-503678,TreatmentB,B02,104.85,-71.59,129.7,14.95,103.0,-42.56,1.254,102.5,91,0.3152,1,0
NEU-509764,TreatmentB,B02,103.14,-61.29,268.4,8.76,114.1,-38.79,0.749,54.6,102,0.3236,0,1
NEU-508748,TreatmentB,B01,80.0,-61.68,174.5,9.9,120.9,-40.71,0.878,61.9,91,0.2139,1,1
NEU-509842,TreatmentA,B02,85.63,-55.21,246.7,18.05,169.9,-37.28,0.633,49.9,76,0.3441,0,0
NEU-507260,TreatmentA,B01,127.09,-63.22,135.1,7.62,107.3,-37.8,1.199,58.2,75,0.3244,1,1
NEU-508293,TreatmentA,B02,77.79,-67.21,143.3,10.07,72.0,-42.53,1.525,73.5,66,0.2377,1,1
NEU-501799,Control,B01,123.46,-72.98,176.9,17.81,130.7,-36.38,1.333,61.0,102,0.4696,1,0
NEU-509484,TreatmentA,B03,83.21,-68.39,117.2,10.34,101.8,-40.18,0.52,49.3,97,0.4488,0,1
NEU-500365,TreatmentA,B01,74.87,-59.27,108.3,6.85,87.1,-53.39,1.236,64.7,92,0.4697,1,0
NEU-506774,Control,B02,97.98,-67.26,221.7,9.02,136.7,-42.27,1.46,47.9,80,0.4066,0,1
NEU-504897,TreatmentB,B01,92.23,-71.85,190.5,8.59,67.7,-36.98,1.082,59.9,81,0.4473,1,0
NEU-503621,Control,B01,109.35,-64.47,239.3,11.99,78.2,-44.72,1.336,23.8,80,0.4481,1,1
NEU-504044,TreatmentB,B02,114.13,-63.14,151.9,23.52,54.4,-42.81,1.064,69.4,66,0.2376,1,0
NEU-502764,TreatmentA,B01,85.56,-66.63,148.2,5.5,61.9,-36.27,1.135,58.4,85,0.5681,1,0
NEU-505711,TreatmentB,B03,73.55,-68.69,134.8,16.24,109.1,-44.3,1.388,43.5,95,0.2549,1,0
NEU-501916,TreatmentB,B03,94.93,-70.82,195.8,11.91,117.0,-42.86,1.003,63.9,88,0.2803,0,1
NEU-505298,TreatmentA,B03,100.08,-64.88,165.1,21.7,80.6,-49.21,1.001,50.6,87,0.2577,1,0
NEU-503037,TreatmentB,B03,105.47,-59.93,76.8,27.26,127.3,-47.26,1.242,85.8,79,0.545,1,1
NEU-504384,Control,B02,73.8,-66.06,187.8,6.86,217.5,-44.4,1.119,55.1,83,0.359,0,1
NEU-503221,Control,B01,98.79,-67.3,121.6,8.89,113.3,-45.08,0.783,30.8,92,0.2948,0,1
NEU-506509,TreatmentB,B03,72.14,-66.04,139.2,8.65,63.7,-36.42,0.963,68.1,89,0.4512,1,0
NEU-509587,TreatmentA,B02,96.26,-75.16,221.0,19.11,115.7,-43.41,0.996,36.3,93,0.319,0,0
NEU-502214,TreatmentB,B02,84.86,-71.36,89.9,11.81,106.1,-46.8,1.377,60.4,89,0.3576,1,0
NEU-508241,Control,B01,110.76,-67.98,147.1,7.56,116.2,-53.99,0.849,40.0,83,0.7182,0,0
NEU-504280,TreatmentB,B01,78.37,-63.18,223.9,9.48,63.6,-38.81,0.842,79.2,81,0.2792,1,1
NEU-503122,TreatmentA,B02,114.29,-79.41,149.2,7.47,113.1,-42.54,2.272,29.0,82,0.448,1,0
NEU-507277,TreatmentB,B02,108.72,-67.87,197.5,13.26,71.5,-29.88,1.382,42.7,81,0.595,1,1
NEU-502751,TreatmentB,B01,104.41,-68.12,206.3,22.98,81.7,-45.49,1.019,66.5,78,0.4766,0,1
NEU-502556,Control,B02,91.72,-61.1,258.8,9.41,132.4,-46.29,0.783,45.1,82,0.3868,1,0
NEU-508177,Control,B01,96.41,-64.5,211.4,10.29,76.2,-39.25,0.912,44.2,82,0.4326,0,1
NEU-500340,TreatmentB,B01,119.3,-67.88,154.7,10.4,90.4,-47.43,1.349,50.9,77,0.7906,1,0
NEU-504224,TreatmentA,B02,79.93,-64.94,306.5,9.73,77.3,-40.52,2.83,45.9,75,0.4325,1,1
NEU-503278,TreatmentB,B01,100.61,-65.11,270.0,12.9,63.7,-44.98,1.174,58.1,95,0.285,1,1
NEU-502827,Control,B02,88.99,-57.99,172.0,12.29,115.8,-51.16,0.943,58.9,90,0.2841,1,0
NEU-507404,Control,B01,72.62,-64.73,214.6,9.8,163.8,-43.03,1.037,47.4,95,0.2707,0,1
NEU-509786,TreatmentB,B02,94.03,-67.01,171.1,16.63,29.3,-36.46,1.167,52.7,69,0.6789,0,1
NEU-502285,Control,B01,98.71,-68.39,205.0,12.5,82.3,-39.53,0.703,23.7,101,0.2176,0,1
NEU-508592,Control,B01,105.55,-71.09,411.7,20.83,143.4,-41.43,0.855,41.3,91,0.4605,0,0
NEU-501692,Control,B02,136.28,-59.81,188.1,10.16,143.0,-40.26,1.412,20.3,78,0.0907,0,1
NEU-509674,TreatmentA,B01,96.33,-62.3,109.1,17.51,117.7,-41.88,1.444,65.7,80,0.4124,1,1
NEU-505514,TreatmentA,B02,114.48,-68.87,213.4,7.82,62.3,-42.27,1.016,40.3,91,0.2379,0,1
NEU-504182,TreatmentA,B01,111.46,-63.29,185.0,18.63,87.1,-38.48,1.472,55.2,78,0.3782,1,1
NEU-506186,TreatmentA,B01,109.35,-61.31,95.1,9.46,95.7,-36.87,0.939,55.9,91,0.3116,1,1
NEU-502912,Control,B01,116.24,-61.48,113.7,15.67,86.9,-37.33,0.982,36.1,98,0.2771,1,0
NEU-509228,TreatmentA,B01,61.05,-56.49,122.3,23.36,173.4,-35.91,0.666,36.5,89,0.4953,0,0
NEU-503459,TreatmentA,B01,83.68,-64.53,312.4,19.86,114.0,-45.15,0.857,55.3,73,0.3954,0,1
NEU-503980,Control,B03,93.47,-57.49,241.4,10.06,73.4,-42.05,0.977,31.9,95,0.4536,0,0
NEU-503437,TreatmentA,B01,131.04,-61.51,134.0,29.44,59.4,-47.64,1.435,35.1,78,0.5075,0,1
NEU-504350,Control,B03,120.97,-60.71,203.7,14.66,120.1,-42.08,0.753,41.0,87,0.1431,0,0
NEU-502669,Control,B02,123.13,-57.88,144.1,20.07,180.3,-46.13,0.656,35.1,92,0.4856,0,1
NEU-503596,TreatmentA,B03,87.18,-65.84,89.6,11.45,114.6,-40.87,0.642,68.5,94,0.5867,1,1
NEU-506452,TreatmentB,B01,87.32,-69.73,308.2,19.91,91.2,-39.95,1.055,68.7,88,0.6532,1,1
NEU-507426,TreatmentB,B01,83.03,-64.09,365.1,27.45,91.1,-35.55,0.889,62.4,66,0.5488,0,1
NEU-501930,TreatmentB,B01,131.27,-58.08,291.9,13.75,91.2,-34.79,1.065,77.7,94,0.6637,1,0
NEU-504883,TreatmentB,B03,84.19,-75.32,169.7,11.28,128.8,-38.28,0.982,55.1,69,0.4133,1,0
NEU-508067,TreatmentA,B03,102.42,-71.82,228.8,24.34,47.8,-43.91,0.995,77.6,81,0.5339,1,1
NEU-505132,TreatmentA,B03,100.08,-69.64,192.6,15.95,90.7,-35.83,0.715,28.5,80,0.5066,0,0
NEU-504508,Control,B01,103.38,-66.44,79.1,10.51,118.9,-41.52,0.782,36.7,85,0.3509,0,1
NEU-503870,TreatmentB,B03,96.34,-66.69,311.0,15.83,51.7,-42.26,0.993,56.2,79,0.5525,1,1
NEU-504361,TreatmentB,B03,87.53,-63.45,304.1,14.76,82.0,-38.98,2.2,72.3,86,0.4883,1,1
NEU-503194,Control,B01,102.65,-67.13,342.8,17.28,100.9,-34.6,1.15,26.0,97,0.5452,0,1
NEU-500674,TreatmentB,B02,97.97,-64.45,375.2,13.92,97.2,-47.57,0.854,59.3,91,0.6075,0,1
NEU-502677,TreatmentA,B02,93.31,-59.31,125.0,10.99,16.4,-40.81,1.041,71.3,105,0.3761,1,0
NEU-503589,Control,B02,118.64,-61.36,386.1,7.36,136.6,-36.34,0.648,62.6,99,0.4759,0,0
NEU-506189,TreatmentA,B01,113.76,-60.35,401.5,6.43,107.7,-36.41,0.747,81.8,97,0.5102,0,0
NEU-500066,TreatmentA,B03,96.15,-60.17,100.4,11.18,67.0,-36.9,1.057,42.4,85,0.5427,0,0
NEU-507728,Control,B01,139.12,-62.15,172.7,14.73,129.5,-43.71,1.881,45.0,78,0.4104,1,0
NEU-502404,Control,B02,86.59,-68.87,121.5,22.84,142.7,-43.1,1.297,59.4,90,0.5634,1,1
NEU-505428,Control,B01,99.9,-70.61,389.9,14.27,132.5,-35.42,1.472,36.2,69,0.425,0,1
NEU-508736,TreatmentB,B02,94.89,-67.79,264.0,9.01,63.9,-51.25,1.251,61.9,87,0.5458,0,0
NEU-506385,TreatmentB,B02,100.08,-64.95,323.3,8.3,71.6,-41.14,0.891,66.1,93,0.4625,0,1
NEU-507766,TreatmentB,B01,89.72,-65.55,129.8,10.01,38.7,-43.17,1.363,32.2,81,0.403,1,1
NEU-508984,Control,B01,88.69,-66.08,131.3,9.32,110.6,-43.96,0.855,38.1,90,0.204,0,1
NEU-508231,Control,B03,103.26,-67.04,205.1,13.3,109.4,-43.75,1.2,42.8,103,0.5305,0,0
NEU-500871,TreatmentA,B02,75.76,-58.85,127.9,15.24,106.5,-41.01,0.624,49.5,88,0.4985,0,0
NEU-502399,Control,B03,122.97,-62.96,314.0,8.19,126.6,-39.17,0.701,60.1,84,0.1884,0,1
NEU-504190,TreatmentA,B01,68.82,-70.71,123.2,15.53,149.2,-42.86,1.313,57.0,83,0.5241,1,1
NEU-503971,Control,B01,92.97,-53.2,135.6,10.2,75.5,-35.7,1.03,50.7,82,0.5678,1,0
NEU-507679,Control,B03,108.43,-61.04,159.6,8.77,106.3,-37.93,0.988,67.4,73,0.3648,1,1
NEU-501427,TreatmentB,B01,97.54,-74.09,185.2,18.74,67.4,-36.01,0.53,59.6,80,0.4661,0,0
NEU-503028,Control,B03,92.88,-68.16,132.3,15.22,119.8,-39.5,1.087,54.8,74,0.2211,1,1
NEU-505048,TreatmentB,B03,87.97,-59.47,136.3,15.56,119.8,-35.94,1.178,72.1,83,0.4526,1,0
NEU-504036,TreatmentA,B02,115.56,-70.45,128.1,24.54,152.1,-47.28,1.505,57.2,78,0.4497,1,0
NEU-500977,Control,B03,83.06,-62.72,192.5,7.68,98.9,-41.57,1.219,39.9,87,0.4613,0,0
NEU-506819,TreatmentB,B01,111.3,-63.8,223.2,20.7,88.3,-46.03,0.799,62.2,85,0.2651,0,1
NEU-508830,TreatmentA,B01,77.01,-61.28,187.1,14.07,38.5,-43.61,1.151,52.5,84,0.5126,0,1
NEU-503012,Control,B02,58.66,-62.73,244.5,23.81,67.7,-46.52,0.678,47.7,102,0.4309,0,0
NEU-500647,TreatmentB,B01,112.22,-63.18,184.0,8.34,122.2,-45.98,0.785,62.1,107,0.2927,0,1
NEU-507536,TreatmentA,B03,96.32,-62.41,359.5,6.83,91.8,-40.69,0.782,38.0,88,0.1302,0,1
NEU-501782,Control,B01,111.46,-62.74,124.1,19.59,145.7,-47.63,1.533,55.6,83,0.6712,1,1
NEU-506169,TreatmentA,B01,119.07,-66.93,94.6,11.79,130.7,-42.72,2.043,44.6,90,0.4708,1,0
NEU-503745,TreatmentA,B03,126.55,-72.53,121.0,19.25,47.0,-44.54,1.205,67.6,82,0.6544,1,0
NEU-509648,Control,B02,87.44,-59.87,215.9,12.9,162.4,-44.43,0.78,39.6,90,0.5846,0,0
NEU-505519,TreatmentB,B02,87.87,-66.29,591.3,6.13,65.4,-44.2,1.425,43.3,95,0.47,0,1
NEU-501740,Control,B02,116.89,-67.88,256.2,11.0,109.5,-44.85,1.031,64.3,79,0.5198,1,0
NEU-503310,Control,B03,114.21,-72.35,152.0,18.7,188.6,-48.85,1.13,62.9,86,0.2116,1,0
NEU-501823,TreatmentA,B02,103.28,-69.79,165.6,22.73,95.2,-39.01,0.937,72.9,93,0.1463,1,0
NEU-509145,Control,B01,96.62,-70.3,248.1,21.05,153.1,-38.96,1.828,40.6,86,0.5828,0,1
NEU-500053,TreatmentA,B02,102.66,-62.51,520.3,19.27,64.7,-37.82,1.054,59.3,85,0.3221,0,0
NEU-509381,Control,B01,85.12,-68.0,247.6,20.67,101.4,-38.38,1.228,26.8,92,0.6391,0,1
NEU-504320,Control,B02,84.52,-65.5,260.6,18.63,175.5,-44.3,0.936,44.9,87,0.3561,0,1
NEU-500464,TreatmentB,B02,102.79,-65.83,215.5,22.78,105.6,-46.5,1.548,49.7,83,0.214,1,0
NEU-509572,TreatmentA,B02,116.03,-59.6,555.1,14.98,215.5,-39.73,0.961,58.2,84,0.3743,0,0
NEU-503255,Control,B03,120.07,-62.11,197.5,14.99,133.3,-37.99,1.284,40.7,99,0.5028,0,1
NEU-503426,Control,B03,83.69,-62.57,228.5,28.58,95.9,-43.31,1.179,22.8,94,0.2932,0,0
NEU-506410,Control,B03,109.62,-70.95,93.2,15.21,124.8,-40.75,0.806,52.6,83,0.4323,1,1
NEU-504746,TreatmentA,B01,116.52,-59.44,227.3,17.79,63.6,-42.43,1.046,69.6,112,0.3357,1,1
NEU-503984,Control,B03,63.95,-57.62,417.8,10.1,213.5,-36.81,1.192,29.9,82,0.1997,0,1
NEU-506971,TreatmentA,B02,109.84,-71.46,144.4,10.93,15.2,-39.14,0.953,39.5,78,0.3089,0,1
NEU-504626,TreatmentA,B03,92.38,-72.0,200.8,13.8,88.0,-34.81,0.777,66.2,94,0.3701,0,0
NEU-502131,TreatmentB,B01,97.99,-62.41,101.7,5.39,67.7,-47.01,0.978,31.6,72,0.4453,0,0
NEU-504600,TreatmentB,B03,133.59,-67.81,131.5,9.45,116.0,-35.42,1.114,59.8,80,0.2262,0,1
NEU-507298,TreatmentB,B03,112.27,-63.28,188.9,19.09,85.9,-43.51,0.991,54.0,83,0.3718,1,0
NEU-501978,Control,B01,84.69,-66.89,314.1,13.58,148.2,-45.42,0.962,38.9,90,0.1748,0,1
NEU-500951,Control,B01,91.96,-67.94,85.1,48.43,78.2,-42.71,1.111,33.5,87,0.5223,0,1
NEU-500154,Control,B02,97.55,-68.2,142.1,5.06,104.8,-38.48,0.927,52.4,80,0.5509,1,0
NEU-504378,Control,B01,127.93,-67.52,160.9,29.98,100.8,-43.23,1.274,34.9,102,0.2635,1,0
NEU-507976,TreatmentA,B03,97.29,-60.18,300.6,6.95,176.4,-40.64,1.409,28.9,92,0.2361,0,1
NEU-500527,Control,B02,115.94,-69.54,136.7,7.04,81.7,-42.54,1.193,39.9,88,0.5337,1,0
NEU-506491,TreatmentA,B02,108.4,-65.72,107.6,12.13,79.8,-42.15,1.101,76.4,86,0.6088,1,0
NEU-508416,Control,B03,103.36,-63.33,335.7,13.63,127.8,-47.59,0.904,47.0,80,0.4036,0,1
NEU-506118,TreatmentB,B03,99.87,-57.4,135.4,19.21,60.5,-44.12,1.009,75.5,83,0.5019,1,1
NEU-508243,TreatmentB,B03,122.33,-70.8,166.1,12.76,99.7,-47.06,0.983,84.5,87,0.2365,1,1
NEU-506530,Control,B02,84.26,-65.66,149.1,11.24,182.4,-39.1,1.221,38.9,79,0.1063,1,1
NEU-503913,TreatmentB,B03,95.52,-64.42,122.8,8.91,89.2,-46.21,0.979,74.3,79,0.1754,1,1
NEU-501505,TreatmentB,B01,106.02,-70.16,256.4,13.24,10.9,-41.93,0.982,68.5,82,0.3307,0,1
NEU-509252,TreatmentB,B02,91.15,-63.98,166.1,17.86,141.9,-43.93,2.891,73.3,85,0.5022,1,1
NEU-505101,TreatmentB,B01,80.16,-64.05,124.9,20.71,-28.7,-40.96,1.129,62.6,88,0.3865,1,1
NEU-502133,TreatmentA,B03,111.27,-62.23,83.8,24.51,157.0,-37.35,1.705,71.6,84,0.4379,1,1
NEU-501616,TreatmentB,B01,102.6,-56.06,191.0,15.32,28.6,-41.43,0.988,64.5,96,0.5007,0,0
NEU-508398,Control,B02,96.46,-59.53,103.1,17.3,124.2,-50.4,1.573,51.1,83,0.5022,1,0
NEU-507463,TreatmentB,B01,94.57,-73.49,137.7,12.54,108.5,-44.0,1.486,45.3,98,0.3461,0,0
NEU-506669,TreatmentA,B01,75.01,-72.04,254.7,14.89,121.6,-43.81,1.138,52.1,93,0.5205,0,1
NEU-509867,Control,B02,97.52,-70.93,117.3,12.56,124.2,-41.78,0.672,56.0,82,0.3046,0,0
NEU-503922,TreatmentB,B01,89.43,-60.46,111.4,9.41,117.9,-45.8,1.215,63.0,79,0.4494,1,0
NEU-501968,Control,B03,94.89,-71.38,155.8,13.73,127.8,-44.53,1.618,47.0,77,0.3859,0,1
NEU-502281,TreatmentB,B03,78.98,-62.26,179.6,9.16,111.7,-40.95,1.215,54.9,87,0.7261,0,0
NEU-509481,TreatmentB,B02,114.2,-66.41,151.2,14.12,133.3,-45.46,1.39,54.1,77,0.6216,1,1
NEU-507726,Control,B02,140.87,-66.52,152.4,13.95,168.3,-38.31,1.023,52.1,81,0.6022,0,1
NEU-504175,Control,B01,59.19,-69.22,124.8,20.5,130.9,-43.62,0.98,50.9,70,0.4436,1,0
NEU-504970,TreatmentA,B03,93.2,-70.65,150.5,15.21,95.5,-37.54,1.272,76.3,107,0.3739,1,0
NEU-500047,TreatmentB,B02,93.85,-73.73,233.4,11.08,83.3,-39.43,0.893,70.0,65,0.2371,0,0
NEU-504282,TreatmentA,B01,115.27,-70.87,176.1,23.56,120.6,-35.36,0.811,70.0,99,0.7211,0,1
NEU-503423,Control,B03,104.33,-54.07,163.0,11.57,157.2,-41.26,0.532,52.0,83,0.4092,0,0
NEU-509781,TreatmentA,B03,100.18,-60.73,147.8,16.52,62.2,-46.91,1.158,44.6,83,0.4182,1,1
NEU-500475,Control,B01,110.63,-64.81,118.9,5.39,190.0,-40.53,2.098,48.3,83,0.7677,1,0
NEU-507332,TreatmentA,B01,96.26,-73.8,194.6,14.89,42.1,-44.96,1.4,59.3,86,0.1749,1,0
NEU-504604,TreatmentA,B01,128.52,-74.47,240.3,18.17,116.6,-41.99,0.79,56.4,96,0.5359,0,0
