sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-000196,TreatmentA,B01,90.32,245,139.15,662.7,1480.3,137.7,0.8644,0.8285,40.86,1,0
IMG-000197,Control,B03,105.34,227,177.07,736.16,1587.7,-54.7,0.7461,0.9906,33.81,0,1
IMG-000198,Control,B03,105.26,233,173.17,827.4,1132.6,446.1,0.9346,0.9648,22.33,0,1
IMG-000199,Control,B03,109.12,251,159.16,803.69,1368.9,3276.3,0.8479,0.8854,18.6,1,1
IMG-000200,TreatmentB,B02,95.47,261,264.16,886.87,1202.1,1536.6,0.9062,0.8686,29.59,1,0
IMG-000201,Control,B02,98.01,240,206.5,877.12,1615.5,-54.7,0.7797,0.8392,17.96,0,1
IMG-000202,TreatmentA,B03,69.98,230,197.77,840.63,1672.2,607.7,0.6792,0.8365,19.38,1,1
IMG-000203,Control,B03,128.52,226,205.38,461.37,882.8,132.0,0.7221,0.8678,55.98,0,1
IMG-000204,TreatmentB,B01,101.98,252,169.69,759.12,1238.4,830.5,0.8035,0.8672,18.49,1,0
IMG-000205,TreatmentA,B02,91.16,257,179.69,622.98,2053.2,861.8,0.7445,0.9082,30.3,1,0
IMG-000206,TreatmentB,B02,86.21,264,202.08,826.74,1475.0,615.1,0.8057,0.9158,31.28,1,1
IMG-000207,TreatmentB,B02,75.76,253,120.5,485.72,1472.9,587.6,0.9133,0.9371,47.97,0,0
IMG-000208,TreatmentA,B03,75.93,214,190.34,914.1,1502.5,585.0,0.887,0.7815,21.9,0,1
IMG-000209,TreatmentA,B02,102.58,230,244.86,649.71,1462.0,290.9,0.9302,0.8873,16.3,0,0
IMG-000210,TreatmentA,B03,79.02,227,143.01,857.28,1481.9,756.5,0.7613,0.8566,18.62,1,1
IMG-000211,TreatmentA,B02,92.78,262,137.46,668.21,1268.3,449.5,0.8278,0.927,28.2,1,0
IMG-000212,TreatmentB,B03,89.66,287,215.02,469.34,1124.8,977.0,0.9096,0.9329,27.1,1,1
IMG-000213,TreatmentA,B03,111.43,260,241.94,789.27,1380.8,573.2,0.9002,0.9695,20.9,0,0
IMG-000214,TreatmentB,B02,86.7,251,179.21,656.24,1380.3,551.1,0.8588,0.8999,28.78,1,1
IMG-000215,Control,B02,79.78,217,139.11,706.64,1682.5,88.3,0.6837,0.9404,9.65,0,0
IMG-000216,TreatmentA,B03,87.83,223,116.97,470.27,981.4,638.8,0.9442,0.7969,18.94,1,1
IMG-000217,TreatmentA,B03,75.79,225,262.39,909.12,969.0,473.1,0.9479,0.9395,31.99,0,0
IMG-000218,TreatmentB,B02,104.19,263,112.69,404.45,1270.2,692.1,0.7499,0.7261,17.23,1,0
IMG-000219,Control,B02,97.93,252,224.13,446.57,1193.8,245.1,0.8638,0.7665,31.95,0,1
IMG-000220,TreatmentA,B02,91.79,231,242.09,676.85,1918.0,390.0,0.9307,0.912,35.87,0,0
IMG-000221,TreatmentB,B01,72.17,231,194.39,756.69,1455.3,756.9,0.8986,0.919,20.36,0,0
IMG-000222,TreatmentA,B02,72.36,230,179.11,789.71,1269.8,607.3,0.7915,0.8162,16.37,0,0
IMG-000223,TreatmentA,B01,122.0,216,223.31,949.76,1711.0,497.6,0.8604,0.8868,17.85,1,1
IMG-000224,TreatmentB,B03,83.35,222,258.42,402.13,1666.3,612.0,0.7052,0.93,17.7,0,0
IMG-000225,TreatmentB,B02,105.19,268,184.18,807.93,1634.4,1085.1,0.8017,0.9168,16.4,1,1
IMG-000226,TreatmentB,B01,113.52,218,111.66,1148.78,1829.7,955.0,0.8492,0.9474,14.85,1,1
IMG-000227,Control,B03,113.25,216,199.79,640.69,1638.7,256.5,0.9387,0.9615,24.41,0,1
IMG-000228,TreatmentA,B02,126.98,261,174.97,924.25,1278.7,1106.8,0.8509,0.8316,44.84,0,0
IMG-000229,Control,B03,102.28,215,189.42,800.96,1072.9,460.2,0.83,0.9303,29.48,0,1
IMG-000230,Control,B02,73.2,212,108.14,1002.66,1634.9,334.1,0.8601,0.9242,20.35,0,1
IMG-000231,TreatmentB,B01,122.1,249,189.3,828.41,1796.9,771.0,0.619,0.9385,28.92,1,1
IMG-000232,TreatmentA,B01,129.89,233,205.55,596.11,1112.2,380.0,0.8897,0.9498,16.3,0,1
IMG-000233,Control,B02,109.25,215,148.92,848.6,1081.1,766.2,0.9334,0.8504,26.41,0,0
IMG-000234,TreatmentA,B03,108.45,229,136.49,626.93,1476.5,662.9,0.7824,0.8714,24.45,0,0
IMG-000235,TreatmentB,B01,109.77,227,160.27,959.15,1016.8,797.0,0.8402,0.9856,12.05,1,0
IMG-000236,Control,B01,88.12,270,175.14,665.6,1079.1,104.6,0.8158,0.7842,20.53,0,1
IMG-000237,TreatmentA,B01,96.45,235,206.28,681.68,1293.1,351.7,0.7469,0.8418,27.79,0,1
IMG-000238,TreatmentA,B01,117.68,258,277.66,1058.86,1799.5,342.6,0.7809,0.8562,42.22,1,1
IMG-000239,TreatmentB,B03,135.06,245,145.35,685.87,1674.0,569.3,0.6445,0.945,18.5,1,1
IMG-000240,Control,B03,93.88,224,236.04,831.81,894.1,74.5,0.7837,0.9021,16.12,0,0
IMG-000241,TreatmentA,B01,98.05,227,178.65,597.66,1393.3,233.6,0.5885,0.9493,14.58,1,1
IMG-000242,TreatmentB,B02,98.07,243,160.8,643.3,1185.0,971.8,0.9399,0.9526,40.71,0,1
IMG-000243,Control,B02,107.53,265,164.96,769.45,1869.3,580.3,0.7636,0.8227,11.96,1,1
