sample_id,group,batch,measure_1,resting_potential_mv,input_resistance_mohm,membrane_tau_ms,rheobase_pa,ap_threshold_mv,ap_half_width_ms,max_firing_rate_hz,spike_count,adaptation_index,target_a,target_b
NEU-000024,TreatmentA,B02,97.35,-74.95,121.9,23.53,64.8,-39.53,0.932,28.5,70,0.3004,0,0
NEU-000025,TreatmentA,B02,113.34,-64.41,153.1,8.18,23.4,-38.64,1.689,33.3,89,0.5017,1,0
NEU-000026,Control,B01,111.9,-66.97,161.2,11.06,88.3,-47.91,0.654,55.5,87,0.7725,0,0
NEU-000027,TreatmentA,B02,94.41,-61.14,341.1,26.55,109.4,-40.06,1.518,43.0,94,0.5947,0,1
NEU-000028,Control,B02,106.36,-72.6,101.2,10.85,109.1,-40.85,1.005,23.0,88,0.4572,0,0
NEU-000029,Control,B01,100.86,-68.21,192.5,11.39,104.2,-42.43,0.531,24.7,80,0.4393,0,1
NEU-000030,TreatmentA,B02,52.99,-63.15,142.3,21.46,147.8,-40.52,1.023,26.5,74,0.3818,0,1
NEU-000031,Control,B01,97.69,-72.85,158.1,13.44,129.2,-40.03,1.035,18.8,70,0.263,0,0
NEU-000032,TreatmentA,B01,86.6,-63.29,316.8,25.66,119.5,-44.68,1.063,27.9,84,0.1673,0,0
NEU-000033,TreatmentA,B01,107.38,-69.37,359.8,12.11,40.2,-47.18,1.14,56.2,84,0.1713,0,1
NEU-000034,TreatmentB,B02,77.9,-59.91,102.5,25.38,124.6,-45.26,0.487,58.1,84,0.4144,1,0
NEU-000035,TreatmentA,B01,68.32,-66.63,90.4,12.46,180.5,-40.71,0.786,46.0,93,0.5606,0,0
NEU-000036,TreatmentB,B01,90.26,-66.41,290.5,9.61,158.0,-42.74,0.819,58.6,87,0.2667,1,1
NEU-000037,TreatmentB,B01,127.7,-67.96,174.9,14.2,81.2,-38.99,0.972,61.3,75,0.5236,1,1
NEU-000038,TreatmentA,B02,88.79,-61.2,270.8,20.47,84.0,-36.21,1.294,34.4,98,0.2061,0,0
NEU-000039,Control,B03,104.99,-63.99,110.3,16.19,149.0,-42.26,1.01,40.0,64,0.3498,1,1
NEU-000040,TreatmentA,B03,74.89,-70.87,259.1,17.77,75.2,-48.83,1.575,60.1,88,0.3652,1,0
NEU-000041,TreatmentA,B03,104.09,-64.58,180.5,25.61,110.8,-44.55,1.073,64.8,86,0.3881,0,0
NEU-000042,TreatmentB,B02,84.57,-55.51,294.9,13.07,102.9,-37.54,0.861,38.8,91,0.1812,0,0
NEU-000043,TreatmentA,B03,97.36,-65.79,91.1,9.6,132.1,-39.38,0.988,25.6,76,0.4227,0,1
NEU-000044,Control,B01,95.0,-68.53,172.6,10.17,47.0,-42.18,1.674,42.1,74,0.5811,1,0
NEU-000045,TreatmentA,B01,108.96,-62.36,491.8,28.14,33.3,-44.95,1.449,43.6,87,0.3544,0,0
NEU-000046,TreatmentB,B01,73.96,-58.89,218.6,14.62,76.6,-42.17,1.477,48.9,86,0.1686,1,0
NEU-000047,TreatmentA,B03,103.68,-66.23,106.7,12.68,70.6,-41.32,1.2,42.9,83,0.1751,1,1
NEU-000048,TreatmentA,B03,115.16,-71.3,114.4,16.83,111.6,-49.02,1.882,57.2,82,0.5997,1,0
NEU-000049,Control,B01,104.54,-68.19,489.6,25.25,116.9,-37.12,1.206,26.2,92,0.5955,0,1
NEU-000050,TreatmentB,B01,106.84,-61.14,329.6,28.13,137.8,-38.14,0.897,76.4,102,0.2819,1,0
NEU-000051,Control,B01,97.65,-65.9,187.2,7.94,115.5,-36.97,1.057,25.2,84,0.4334,0,0
NEU-000052,Control,B02,100.62,-62.69,171.5,16.04,144.5,-44.28,0.778,45.7,85,0.5027,0,1
NEU-000053,Control,B03,104.71,-71.48,116.9,10.77,50.0,-31.23,0.806,38.8,117,0.492,0,0
NEU-000054,Control,B01,93.51,-55.99,132.2,9.05,185.0,-37.76,1.436,55.1,95,0.5306,1,0
NEU-000055,TreatmentA,B03,124.15,-57.73,124.6,13.01,159.6,-41.15,1.451,30.3,88,0.5174,0,0
NEU-000056,TreatmentB,B01,100.53,-61.64,296.7,13.97,104.7,-41.55,1.109,63.7,86,0.1831,0,0
NEU-000057,TreatmentB,B02,83.89,-68.12,101.9,22.02,90.1,-38.58,0.949,76.6,82,0.4857,1,1
NEU-000058,TreatmentA,B02,113.71,-67.55,620.9,11.24,122.5,-44.39,1.386,36.7,85,0.3483,0,1
NEU-000059,Control,B02,115.76,-59.51,320.1,9.59,62.8,-52.77,1.232,53.1,97,0.2224,1,1
NEU-000060,TreatmentA,B01,91.51,-56.09,141.6,21.24,113.5,-45.56,1.101,33.6,73,0.4141,0,0
NEU-000061,TreatmentA,B03,109.95,-76.08,120.2,11.24,106.9,-43.87,1.367,47.3,93,0.3147,1,0
NEU-000062,TreatmentB,B02,108.9,-63.72,119.0,15.41,51.8,-42.38,0.881,64.9,71,0.5617,1,1
NEU-000063,TreatmentA,B02,104.81,-60.17,171.2,22.87,135.8,-47.64,1.374,59.7,81,0.4898,1,1
NEU-000064,Control,B02,91.51,-63.93,351.9,14.4,85.6,-39.05,1.256,42.2,97,0.5061,0,1
NEU-000065,TreatmentA,B01,82.9,-63.11,162.6,12.99,91.1,-42.49,1.451,54.3,94,0.4415,0,0
NEU-000066,TreatmentA,B01,109.78,-65.99,96.9,10.96,71.6,-44.25,0.751,73.6,82,0.4618,1,1
NEU-000067,TreatmentB,B03,119.28,-72.43,102.0,13.66,92.2,-41.55,1.474,56.8,93,0.3017,1,0
NEU-000068,TreatmentB,B02,88.31,-64.79,127.7,28.03,49.4,-31.7,0.622,86.7,83,0.4152,1,1
NEU-000069,TreatmentA,B01,91.11,-66.88,76.6,25.63,94.4,-37.72,0.974,53.6,101,0.5142,1,1
NEU-000070,TreatmentA,B03,86.9,-68.86,145.2,10.37,94.6,-50.0,0.749,35.1,98,0.6413,0,0
NEU-000071,TreatmentA,B01,91.56,-68.16,86.1,6.89,58.9,-41.47,1.553,64.3,101,0.3365,1,1
NEU-000072,TreatmentB,B02,123.41,-61.49,477.8,11.36,106.5,-40.41,0.562,56.5,94,0.5337,0,1
NEU-000073,TreatmentB,B01,84.11,-54.47,241.2,14.76,93.4,-39.51,1.12,49.6,90,0.4018,1,0
NEU-000074,TreatmentB,B01,133.03,-68.0,218.0,15.01,132.2,-40.33,0.645,58.5,73,0.5528,0,1
NEU-000075,Control,B01,118.46,-58.87,239.2,8.72,157.3,-37.73,0.906,29.4,85,0.3676,0,0
NEU-000076,TreatmentA,B03,102.14,-61.51,279.7,16.67,181.0,-40.71,1.715,76.0,85,0.2057,0,0
NEU-000077,TreatmentB,B02,87.31,-56.86,191.7,7.6,22.2,-44.89,1.277,72.6,82,0.2866,1,1
NEU-000078,TreatmentB,B03,81.18,-70.44,175.3,13.0,129.9,-40.63,1.283,34.0,74,0.3625,1,0
NEU-000079,Control,B03,73.76,-66.71,174.9,13.16,189.6,-42.64,0.982,10.8,83,0.5077,0,1
NEU-000080,Control,B01,114.45,-65.5,257.5,13.35,100.9,-40.04,1.085,40.9,84,0.3439,1,1
NEU-000081,TreatmentB,B01,99.09,-61.68,269.8,16.72,93.3,-48.18,1.464,65.3,89,0.1324,1,0
NEU-000082,TreatmentA,B03,93.25,-58.66,143.9,13.66,81.6,-42.37,0.898,39.6,85,0.269,1,0
NEU-000083,TreatmentA,B03,103.69,-60.58,439.2,32.21,31.4,-41.52,1.126,33.5,105,0.8272,0,1
NEU-000084,TreatmentB,B03,105.19,-70.17,109.8,20.51,65.7,-40.62,1.73,70.5,97,0.5503,1,1
NEU-000085,TreatmentB,B01,130.29,-61.76,242.2,23.14,98.9,-44.6,0.987,67.8,96,0.5055,0,1
NEU-000086,Control,B02,102.53,-60.69,92.3,13.69,106.3,-39.67,0.927,38.7,84,0.5301,1,1
NEU-000087,Control,B02,87.67,-62.74,164.2,15.37,121.4,-40.68,1.111,17.6,93,0.3763,1,1
NEU-000088,TreatmentA,B03,79.6,-58.18,88.4,20.54,114.7,-40.52,1.46,45.8,88,0.6377,1,1
NEU-000089,Control,B01,102.82,-62.12,125.1,15.53,169.4,-37.01,0.575,45.8,107,0.311,0,1
NEU-000090,TreatmentB,B02,106.67,-61.36,197.3,11.3,102.6,-38.95,1.134,45.4,87,0.4503,1,1
NEU-000091,Control,B01,91.58,-65.45,133.4,18.45,179.3,-49.51,1.441,27.3,76,0.4397,1,0
NEU-000092,TreatmentA,B02,123.87,-64.47,114.3,11.52,177.9,-40.47,1.607,56.7,102,0.1629,1,1
NEU-000093,TreatmentA,B03,97.51,-61.24,287.7,18.27,71.9,-42.38,1.689,56.4,79,0.5815,1,1
NEU-000094,TreatmentB,B01,91.52,-67.02,167.4,13.2,112.8,-44.3,0.831,55.0,89,0.2941,1,1
NEU-000095,TreatmentA,B02,128.27,-61.81,124.7,14.35,134.1,-40.46,0.917,46.4,82,0.4553,0,1
NEU-000096,TreatmentB,B02,64.05,-48.35,192.8,23.37,51.1,-45.73,0.884,75.2,103,0.0657,1,0
NEU-000097,TreatmentA,B01,112.99,-63.34,183.7,14.71,189.6,-42.18,0.745,32.4,76,0.5162,0,1
NEU-000098,Control,B02,94.39,-62.87,73.5,19.01,134.3,-44.72,0.814,48.7,106,0.3949,1,1
NEU-000099,TreatmentB,B01,114.69,-74.59,207.2,13.6,93.7,-39.52,0.879,42.0,73,0.19,1,0
NEU-000100,Control,B02,93.62,-61.9,203.5,17.18,193.2,-44.36,1.12,21.2,84,0.2408,0,0
NEU-000101,TreatmentB,B01,106.93,-70.54,160.3,12.61,81.3,-48.74,1.16,75.3,81,0.5236,1,0
NEU-000102,TreatmentA,B02,101.89,-59.1,247.3,20.65,80.8,-48.34,0.858,39.0,93,0.3695,1,0
NEU-000103,TreatmentA,B01,95.51,-57.16,244.9,41.58,128.7,-38.7,1.249,63.8,93,0.2891,1,0
NEU-000104,TreatmentB,B03,87.44,-58.14,130.3,19.18,109.7,-40.41,0.994,55.2,95,0.4616,1,0
NEU-000105,TreatmentA,B03,90.31,-57.45,112.6,10.02,73.2,-38.82,0.629,57.7,85,0.3243,0,1
NEU-000106,Control,B01,132.5,-72.21,251.7,10.32,108.8,-37.4,0.739,49.5,103,0.439,0,0
NEU-000107,Control,B02,112.5,-61.25,272.9,10.15,106.9,-38.37,1.487,63.0,85,0.4347,0,0
NEU-000108,Control,B01,80.33,-70.35,183.2,14.18,133.5,-43.77,0.661,21.9,67,0.4176,0,0
NEU-000109,TreatmentA,B03,100.57,-71.56,238.2,8.66,140.8,-41.65,0.954,16.3,93,0.2856,1,0
NEU-000110,Control,B02,100.63,-63.9,82.1,10.1,144.5,-43.73,1.742,52.3,83,0.3046,1,1
NEU-000111,TreatmentA,B02,79.87,-65.83,302.9,20.54,120.1,-36.69,1.038,69.2,95,0.3766,0,0
NEU-000112,TreatmentA,B02,125.5,-61.49,282.7,6.03,54.0,-41.42,1.783,48.2,83,0.4545,1,0
NEU-000113,TreatmentA,B02,95.41,-69.08,120.0,10.57,102.5,-36.34,0.95,31.8,95,0.3446,0,1
NEU-000114,TreatmentA,B02,85.81,-66.62,312.4,18.2,98.8,-35.56,1.583,52.7,79,0.3318,1,1
NEU-000115,TreatmentB,B03,86.44,-69.79,214.5,10.48,102.1,-33.74,1.223,33.3,79,0.4073,1,0
NEU-000116,TreatmentA,B02,100.4,-59.56,189.8,10.06,98.8,-44.0,1.107,51.2,75,0.2971,1,1
NEU-000117,TreatmentA,B02,84.33,-62.49,77.0,17.98,77.1,-48.97,0.988,45.1,80,0.3153,1,1
NEU-000118,Control,B02,88.11,-64.01,182.2,14.27,143.9,-47.34,0.907,42.1,97,0.3437,1,1
NEU-000119,TreatmentA,B03,128.09,-57.69,362.3,11.16,129.6,-45.79,1.202,68.4,78,0.5771,0,0
NEU-000120,TreatmentA,B03,124.02,-61.69,120.4,11.32,122.6,-45.64,0.972,37.3,74,0.3596,0,1
NEU-000121,TreatmentB,B01,97.07,-68.23,140.1,7.7,20.6,-43.16,1.454,63.0,84,0.6124,1,0
NEU-000122,TreatmentA,B01,111.34,-66.58,193.1,16.91,93.4,-43.01,0.683,44.3,85,0.3984,0,0
NEU-000123,Control,B03,134.79,-62.47,78.5,10.99,147.7,-37.31,0.677,29.9,71,0.1016,1,0
NEU-000124,TreatmentB,B01,65.63,-72.52,151.0,10.34,41.6,-38.49,0.651,52.4,90,0.2683,0,0
NEU-000125,TreatmentA,B02,106.89,-70.61,268.3,15.49,154.0,-30.89,0.667,53.4,81,0.4533,0,0
NEU-000126,Control,B03,109.06,-63.25,195.6,26.28,136.4,-41.56,1.244,28.8,87,0.2491,1,0
NEU-000127,TreatmentB,B02,93.93,-72.76,118.9,15.83,110.1,-46.16,1.347,66.5,82,0.6187,1,0
NEU-000128,TreatmentB,B02,98.7,-76.98,198.6,11.22,17.8,-46.28,0.823,55.7,87,0.4999,0,0
NEU-000129,TreatmentA,B03,89.26,-63.51,199.1,12.51,166.5,-41.42,0.707,51.6,101,0.39,0,1
NEU-000130,TreatmentB,B01,95.67,-64.7,237.8,15.18,55.3,-43.12,1.841,40.6,76,0.431,1,1
NEU-000131,Control,B01,140.7,-57.62,125.6,14.21,141.0,-42.93,1.188,5.8,88,0.1167,0,0
NEU-000132,Control,B01,126.33,-48.25,127.5,6.5,61.1,-36.19,1.123,60.7,102,0.2427,0,1
NEU-000133,Control,B03,123.86,-60.17,195.0,5.25,143.4,-43.97,0.514,51.0,77,0.5267,0,0
NEU-000134,TreatmentB,B02,123.76,-67.72,81.7,17.41,140.9,-43.08,1.183,57.5,95,0.4227,1,1
NEU-000135,TreatmentB,B03,107.66,-57.86,158.6,13.02,122.1,-43.68,0.868,45.5,100,0.345,0,0
NEU-000136,TreatmentA,B01,89.05,-67.69,158.2,20.74,93.3,-45.45,1.286,66.0,89,0.4214,1,1
NEU-000137,TreatmentA,B02,109.53,-63.29,134.6,8.09,181.8,-44.19,1.655,49.4,81,0.4972,1,0
NEU-000138,TreatmentA,B03,88.7,-69.77,303.9,12.18,81.5,-43.05,1.508,57.1,78,0.3318,0,1
NEU-000139,TreatmentA,B03,109.05,-68.53,297.0,15.57,89.1,-43.67,1.26,46.8,89,0.3801,1,1
NEU-000140,TreatmentA,B02,104.59,-66.43,174.6,13.88,96.0,-48.9,0.903,57.0,88,0.5387,1,0
NEU-000141,TreatmentA,B01,82.96,-64.24,178.5,10.76,69.0,-35.7,1.607,39.3,74,0.5202,1,1
NEU-000142,TreatmentB,B02,86.48,-65.58,139.7,11.9,74.3,-41.48,0.886,65.1,91,0.4842,1,0
NEU-000143,TreatmentB,B01,121.3,-57.26,115.7,7.1,116.9,-39.42,1.628,82.4,76,0.3286,1,1
NEU-000144,TreatmentB,B01,101.2,-67.16,137.7,10.98,103.9,-48.16,1.368,42.8,98,0.5575,1,1
NEU-000145,TreatmentB,B01,105.87,-56.32,268.1,12.31,143.8,-44.74,0.64,50.4,76,0.4212,0,0
NEU-000146,TreatmentB,B03,91.97,-70.98,191.5,21.48,99.8,-46.4,1.263,55.2,88,0.4937,1,1
NEU-000147,TreatmentA,B02,111.56,-69.39,89.1,6.43,167.1,-45.08,0.817,37.2,88,0.4484,1,0
NEU-000148,TreatmentB,B03,87.89,-56.2,322.0,9.49,97.1,-41.95,1.052,73.9,85,0.3962,1,0
NEU-000149,TreatmentB,B01,116.66,-67.85,169.8,16.2,69.0,-45.55,0.721,37.7,84,0.2833,0,0
NEU-000150,TreatmentB,B03,75.9,-72.27,319.0,19.56,94.8,-38.08,0.719,82.2,84,0.5248,1,0
NEU-000151,TreatmentA,B01,108.59,-68.89,325.6,13.46,81.9,-38.86,1.371,64.5,81,0.3995,1,1
NEU-000152,TreatmentA,B03,83.17,-63.93,268.8,12.52,4.3,-39.19,0.846,85.7,72,0.5415,0,1
NEU-000153,TreatmentB,B02,111.09,-68.29,137.4,9.54,121.1,-41.25,1.0,73.7,74,0.5033,0,0
NEU-000154,TreatmentA,B03,115.02,-56.39,187.6,18.29,99.2,-40.99,1.169,27.7,93,0.3463,0,0
NEU-000155,TreatmentA,B02,111.74,-62.95,128.2,14.16,141.6,-46.37,1.444,51.1,70,0.287,1,1
NEU-000156,Control,B01,61.53,-66.04,179.3,15.24,194.8,-33.13,0.845,50.2,88,0.2147,1,1
NEU-000157,Control,B01,89.89,-71.89,255.0,19.21,127.4,-38.79,1.24,28.9,93,0.1939,1,0
NEU-000158,TreatmentB,B01,117.12,-64.42,120.7,6.94,41.1,-42.07,1.125,46.0,94,0.3255,1,0
NEU-000159,Control,B02,102.06,-70.36,105.5,12.19,152.8,-40.1,0.777,36.0,84,0.3284,0,0
NEU-000160,TreatmentB,B03,108.4,-66.89,140.9,9.6,54.9,-41.24,0.752,59.1,67,0.2463,1,1
NEU-000161,TreatmentA,B01,104.91,-67.4,213.9,9.83,98.1,-42.98,1.503,79.2,92,0.4208,1,1
NEU-000162,TreatmentA,B02,111.78,-71.71,389.2,7.91,124.8,-33.29,1.363,68.0,89,0.2876,1,1
NEU-000163,TreatmentB,B03,120.49,-68.31,171.3,13.63,104.1,-33.48,0.945,75.3,88,0.2402,0,0
NEU-000164,Control,B02,95.96,-55.7,133.9,7.59,186.8,-39.23,1.14,49.0,96,0.5286,1,0
NEU-000165,TreatmentB,B03,78.51,-64.13,174.5,12.29,82.9,-38.71,1.227,64.7,88,0.3837,1,1
NEU-000166,TreatmentB,B01,112.49,-70.91,109.3,18.78,101.1,-41.55,0.898,55.2,80,0.3792,1,0
NEU-000167,Control,B01,94.87,-58.09,166.6,6.85,113.5,-38.94,1.045,54.3,81,0.4091,0,0
NEU-000168,Control,B02,113.07,-61.43,229.1,11.36,173.7,-45.75,1.066,60.7,95,0.5245,1,1
NEU-000169,TreatmentA,B02,81.47,-63.84,123.1,20.2,118.6,-36.34,0.835,69.6,92,0.2713,1,1
NEU-000170,TreatmentA,B02,84.82,-63.42,248.0,30.22,110.5,-44.89,0.943,60.4,94,0.437,1,1
NEU-000171,TreatmentB,B01,81.03,-62.67,90.6,9.53,117.2,-35.85,1.098,76.8,83,0.2021,1,1
NEU-000172,Control,B01,79.32,-62.87,144.6,13.04,92.7,-42.2,1.583,51.1,90,0.3963,0,1
NEU-000173,TreatmentA,B03,93.56,-58.05,105.0,16.22,56.2,-45.5,1.215,35.6,67,0.5985,0,1
NEU-000174,TreatmentA,B03,76.77,-59.06,311.8,10.24,187.1,-40.94,1.024,75.8,85,0.392,1,0
NEU-000175,TreatmentA,B02,106.56,-61.05,166.9,9.38,53.5,-39.35,0.648,40.9,87,0.2875,0,1
NEU-000176,Control,B02,86.22,-66.77,148.6,11.38,179.0,-43.05,0.841,43.9,86,0.3227,0,1
NEU-000177,Control,B03,107.14,-56.43,100.6,12.71,123.4,-41.31,1.137,44.9,75,0.7069,1,0
NEU-000178,TreatmentA,B01,118.89,-68.95,309.2,26.79,114.4,-44.61,1.833,34.9,74,0.3633,1,1
NEU-000179,TreatmentA,B03,95.82,-59.71,180.6,19.69,202.5,-37.27,1.168,50.7,101,0.4512,1,0
NEU-000180,TreatmentB,B01,95.62,-68.95,159.2,21.74,93.4,-37.71,1.028,29.2,89,0.7883,0,1
NEU-000181,TreatmentA,B02,63.56,-56.75,172.4,11.71,123.8,-37.68,0.687,56.7,84,0.3925,1,0
NEU-000182,Control,B01,79.75,-65.78,274.2,8.01,161.7,-41.53,0.717,39.5,99,0.464,0,1
NEU-000183,Control,B03,76.14,-64.28,115.3,18.06,179.6,-36.37,0.503,28.5,90,0.4971,0,1
NEU-000184,TreatmentB,B01,90.14,-73.85,114.8,30.19,59.9,-44.62,0.568,60.1,99,0.7991,0,1
NEU-000185,TreatmentA,B01,78.81,-67.14,97.8,17.75,73.6,-51.38,0.991,45.5,85,0.3044,1,0
NEU-000186,TreatmentB,B01,107.69,-64.78,151.2,17.19,114.8,-39.0,0.78,50.6,71,0.1679,0,0
NEU-000187,Control,B02,88.96,-59.99,187.0,5.17,139.7,-42.35,1.361,24.2,89,0.1974,0,1
NEU-000188,TreatmentA,B01,102.69,-68.93,123.7,11.51,82.1,-40.15,1.578,43.4,89,0.0691,1,1
NEU-000189,TreatmentA,B03,89.16,-72.23,115.0,11.76,113.0,-46.5,0.406,50.6,85,0.228,0,0
NEU-000190,TreatmentA,B03,80.75,-67.65,259.4,13.0,150.5,-34.19,0.678,59.7,80,0.6806,0,0
NEU-000191,Control,B02,107.51,-68.71,302.8,13.46,54.6,-45.89,1.308,59.6,81,0.3005,0,1
NEU-000192,TreatmentA,B02,130.96,-68.26,122.3,15.69,141.3,-46.21,0.837,48.6,83,0.5129,1,1
NEU-000193,Control,B03,118.38,-63.53,105.8,19.07,229.7,-43.21,1.039,47.4,84,0.1467,1,0
NEU-000194,TreatmentA,B01,94.95,-67.97,156.7,5.93,87.5,-41.51,1.033,13.9,95,0.3175,0,1
NEU-000195,TreatmentB,B02,88.06,-69.89,245.6,18.07,166.7,-43.64,0.997,50.9,84,0.5063,0,1
NEU-000196,Control,B03,74.42,-59.97,158.8,19.57,102.3,-47.69,0.894,16.1,87,0.1754,0,0
NEU-000197,TreatmentB,B01,85.41,-61.63,166.9,10.58,126.6,-46.6,0.74,71.1,98,0.4235,0,1
NEU-000198,TreatmentB,B02,119.26,-60.85,204.8,9.28,100.2,-38.58,1.003,61.6,76,0.2838,1,1
NEU-000199,Control,B03,106.19,-64.74,84.1,8.74,129.9,-35.97,1.254,34.9,66,0.3159,1,1
NEU-000200,TreatmentB,B03,124.3,-76.04,318.9,8.27,113.9,-40.0,0.966,71.5,92,0.4032,1,0
NEU-000201,TreatmentB,B01,98.47,-72.94,343.6,13.23,121.7,-44.53,0.686,39.4,87,0.4518,0,0
NEU-000202,Control,B01,102.42,-69.31,244.7,11.9,155.5,-46.76,0.928,50.6,81,0.634,1,0
NEU-000203,TreatmentA,B03,113.93,-68.83,317.4,14.45,111.9,-41.54,1.436,47.0,91,0.4368,0,1
NEU-000204,Control,B02,93.62,-57.82,76.5,15.36,258.1,-38.33,1.108,50.9,80,0.2368,1,0
NEU-000205,TreatmentA,B02,101.84,-72.73,123.7,17.24,191.6,-42.38,0.717,58.5,83,0.3025,0,0
NEU-000206,Control,B01,115.38,-74.85,203.1,9.28,209.2,-39.71,1.544,2.0,90,0.54,0,0
NEU-000207,TreatmentA,B02,116.6,-62.64,89.5,15.54,131.2,-44.68,0.953,48.7,67,0.3741,0,0
NEU-000208,TreatmentB,B02,94.35,-70.31,238.6,16.97,65.4,-37.69,1.063,76.2,83,0.3145,1,1
NEU-000209,Control,B03,86.95,-64.6,148.1,7.76,109.8,-49.13,1.223,35.3,74,0.6109,0,0
NEU-000210,Control,B01,83.68,-72.4,263.1,16.31,66.8,-46.31,1.552,57.4,97,0.3486,0,0
NEU-000211,TreatmentB,B03,105.27,-61.52,135.8,20.32,61.3,-46.35,1.4,52.9,88,0.5321,0,1
NEU-000212,TreatmentA,B02,86.59,-62.22,149.0,8.76,136.5,-39.26,0.716,57.7,62,0.4761,1,0
NEU-000213,TreatmentA,B02,103.75,-65.88,646.6,10.83,47.1,-42.36,1.327,29.3,77,0.4592,0,0
NEU-000214,TreatmentB,B02,104.78,-69.09,508.5,12.73,17.5,-40.83,1.071,56.5,96,0.3077,0,1
NEU-000215,Control,B03,94.54,-67.13,196.4,22.66,146.2,-46.32,1.18,43.9,85,0.6585,1,1
NEU-000216,TreatmentB,B02,104.3,-63.81,74.0,17.83,89.0,-44.21,0.792,49.3,76,0.2537,0,0
NEU-000217,TreatmentB,B02,99.78,-59.18,148.2,7.02,110.0,-38.22,0.98,62.5,92,0.2637,1,1
NEU-000218,TreatmentB,B01,102.79,-67.28,161.3,8.98,69.3,-35.68,1.315,51.1,96,0.4631,1,0
NEU-000219,TreatmentA,B02,114.1,-62.28,174.2,17.84,196.2,-39.19,0.776,53.3,81,0.2477,0,1
NEU-000220,Control,B03,81.4,-54.25,262.6,14.4,94.1,-47.89,1.153,41.6,82,0.34,1,0
NEU-000221,TreatmentA,B03,79.05,-61.67,128.9,8.44,99.9,-37.07,1.665,56.9,83,0.331,1,1
NEU-000222,Control,B02,86.74,-65.94,182.0,10.16,125.3,-38.52,0.94,39.5,78,0.2044,0,1
NEU-000223,Control,B03,93.38,-62.92,127.8,10.22,129.5,-35.8,2.033,36.7,83,0.4192,1,1
NEU-000224,TreatmentB,B01,83.16,-66.88,271.1,20.76,80.5,-47.19,1.228,40.4,76,0.5984,0,1
NEU-000225,Control,B01,84.42,-64.48,137.5,9.98,134.8,-34.77,0.91,81.1,100,0.2354,1,1
NEU-000226,TreatmentB,B01,90.89,-62.27,127.5,15.8,22.5,-46.77,0.814,67.8,101,0.2433,1,1
NEU-000227,TreatmentA,B02,103.83,-56.6,241.5,8.27,128.8,-47.07,1.705,40.1,87,0.3933,0,0
