sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-505064,TreatmentB,B01,99.74,294,149.79,562.33,1495.9,887.2,0.9612,0.8965,31.44,1,0
IMG-507038,TreatmentB,B03,87.05,264,183.27,730.64,1854.5,1307.2,0.8123,0.7443,19.22,1,0
IMG-507897,TreatmentA,B01,86.59,249,140.23,700.85,1562.5,390.7,0.9018,0.7219,34.07,0,1
IMG-506208,TreatmentB,B02,120.66,261,140.7,792.61,1134.6,713.5,0.7829,0.9841,11.91,1,0
IMG-504555,Control,B02,95.84,244,204.67,542.49,1602.6,-61.9,0.5867,0.8608,24.52,0,0
IMG-502426,TreatmentB,B02,117.21,268,231.48,769.72,1117.2,1757.1,0.8578,0.9483,36.02,1,0
IMG-504331,TreatmentA,B03,104.28,260,213.06,893.22,1200.4,815.2,0.7191,0.939,26.73,1,0
IMG-503550,TreatmentB,B02,87.83,233,180.61,593.83,1064.6,1330.7,0.7381,0.9177,4.91,1,1
IMG-503283,TreatmentB,B03,89.6,248,165.47,787.04,1396.1,734.6,0.6926,0.8074,38.56,1,1
IMG-508167,TreatmentB,B02,107.42,263,188.78,652.8,1640.6,1257.7,0.7896,0.8332,25.35,1,0
IMG-504050,Control,B01,93.36,255,162.62,437.75,1405.9,133.2,0.9045,0.9736,16.14,0,1
IMG-503933,TreatmentA,B01,76.5,256,154.65,680.0,1602.4,620.9,0.9088,0.8654,37.41,0,0
IMG-505768,TreatmentB,B01,94.26,263,214.7,783.53,1338.7,790.7,0.742,0.9375,29.61,1,1
IMG-506320,TreatmentB,B02,99.0,218,203.09,792.71,1649.2,791.0,0.8485,0.8049,10.12,0,1
IMG-504723,TreatmentA,B02,95.27,253,231.1,929.09,1439.4,1069.4,0.8264,0.8356,22.69,1,0
IMG-504902,TreatmentB,B01,107.06,242,198.25,551.72,1746.9,1387.2,0.9254,0.8397,33.49,1,0
IMG-507662,TreatmentB,B01,74.63,234,168.04,712.03,1574.0,914.6,0.8609,0.9397,44.67,0,1
IMG-500895,TreatmentB,B02,59.31,240,194.04,777.96,1210.8,1223.0,0.7364,0.9661,14.63,1,0
IMG-503963,Control,B02,103.29,232,128.11,773.82,1218.8,256.1,0.9003,0.9406,14.84,0,0
IMG-504788,TreatmentA,B02,102.74,239,224.7,1181.74,944.0,443.0,0.7665,0.8749,20.55,1,0
IMG-509144,TreatmentB,B01,84.93,242,208.85,739.1,1653.7,1190.4,0.7697,0.9544,26.27,1,1
IMG-505465,Control,B01,111.53,236,203.2,917.69,1563.6,209.0,0.9638,0.881,47.75,0,1
IMG-508778,Control,B01,78.07,247,181.36,840.6,1635.7,1111.6,0.8098,0.9825,25.17,1,1
IMG-509319,TreatmentB,B02,82.84,273,183.77,519.81,1540.1,731.4,0.6303,0.953,18.45,1,1
IMG-502646,TreatmentB,B02,109.09,234,185.52,766.74,1610.9,927.2,0.7841,0.8368,15.01,0,1
IMG-500648,TreatmentA,B02,89.98,257,191.34,825.98,1487.7,898.7,0.5725,0.9082,15.2,1,1
IMG-505602,TreatmentA,B02,83.79,238,194.88,694.64,1161.7,518.5,0.8279,0.9328,26.21,0,1
IMG-509330,Control,B01,73.24,236,214.83,825.51,1173.7,-19.6,0.7946,0.9159,23.34,0,0
IMG-503366,TreatmentB,B01,108.33,237,159.33,683.73,1047.2,978.0,0.8769,0.8752,38.52,0,0
IMG-502161,TreatmentB,B02,87.14,249,213.64,681.98,1552.6,901.4,0.867,0.9373,25.5,0,1
IMG-500362,Control,B01,97.55,233,184.8,723.71,1425.9,45.1,0.923,0.9487,13.8,0,0
IMG-504207,TreatmentA,B01,120.65,234,199.34,716.36,1696.9,508.9,0.7967,0.9496,17.23,0,0
IMG-503088,Control,B01,119.97,219,121.49,677.5,1463.2,14.8,0.8423,0.8147,49.03,0,0
IMG-502752,Control,B02,87.55,225,153.25,526.64,1318.0,443.7,0.809,0.9164,18.25,0,1
IMG-507103,Control,B01,92.6,231,179.51,574.22,1354.9,-12.1,0.8183,0.9181,28.48,0,1
IMG-509326,TreatmentB,B01,100.41,266,110.12,424.05,1757.7,983.4,0.8952,0.9216,10.67,0,0
IMG-502799,TreatmentB,B02,114.65,219,230.11,828.79,1333.1,1134.5,0.7941,0.9846,30.73,1,0
IMG-504192,TreatmentB,B02,100.64,223,125.55,660.47,1913.4,1375.9,0.6808,0.74,27.71,1,0
IMG-500629,TreatmentA,B03,100.8,271,173.92,572.29,1459.4,1017.0,0.8397,0.9138,16.13,1,1
IMG-506967,TreatmentB,B03,110.62,261,134.87,889.79,1801.5,1123.9,0.712,0.9045,48.8,1,1
IMG-500973,TreatmentB,B01,93.66,274,170.87,820.06,1352.0,784.6,0.7885,0.7936,11.72,1,0
IMG-504081,Control,B01,86.91,224,79.52,932.77,1848.6,301.6,0.831,0.9209,13.69,0,1
IMG-506019,TreatmentB,B01,104.8,253,205.26,562.76,1392.0,932.3,0.8037,0.9872,16.85,1,1
IMG-504949,Control,B03,101.09,248,209.9,457.75,1445.5,214.2,0.9161,0.8498,18.9,0,0
IMG-501062,TreatmentA,B02,79.04,245,236.4,648.48,1272.2,363.9,0.7601,0.5876,26.46,0,1
IMG-503979,TreatmentB,B01,105.75,225,181.96,642.8,1113.3,869.0,0.7425,0.9613,10.78,0,1
IMG-506332,TreatmentA,B02,84.6,225,195.28,717.79,1491.1,560.6,0.703,0.9447,19.79,0,1
IMG-505909,Control,B03,80.04,245,108.15,503.86,1512.0,180.0,0.9391,0.9203,18.39,1,0
IMG-504854,TreatmentA,B01,100.19,228,144.02,580.29,1684.2,661.7,0.6726,0.8783,27.55,0,0
IMG-500938,TreatmentA,B01,76.8,245,158.94,896.45,1563.4,406.7,0.7404,0.9224,18.44,1,1
IMG-503531,Control,B01,113.32,209,203.13,692.95,1682.8,1058.9,0.9381,0.8496,34.5,0,1
IMG-509121,Control,B01,100.16,235,200.75,553.62,1454.7,219.3,0.6255,0.9638,30.16,0,0
IMG-502730,Control,B01,116.77,251,187.37,725.23,1171.8,95.5,0.8259,0.8945,21.97,0,1
IMG-502958,TreatmentB,B01,109.06,255,166.62,534.27,1501.1,1003.2,0.6766,0.9224,24.9,1,0
IMG-505998,Control,B03,109.14,209,156.88,784.53,1443.3,1507.3,0.7125,0.7193,63.84,1,0
IMG-508050,Control,B03,93.36,253,210.31,697.69,1699.1,397.8,0.847,0.8337,13.61,0,0
IMG-501203,TreatmentB,B02,110.78,243,142.68,586.02,1493.1,1249.8,0.9209,0.9124,35.26,1,0
IMG-509533,TreatmentB,B02,127.49,251,157.83,721.65,1180.3,1219.5,0.7632,0.9206,26.74,0,0
IMG-506327,TreatmentA,B03,74.09,244,178.22,837.24,1643.5,536.6,0.9416,0.8436,19.33,0,1
IMG-508188,TreatmentA,B02,112.47,226,228.72,666.31,904.8,916.3,0.6764,0.8535,19.56,1,1
IMG-509287,Control,B03,84.73,242,167.51,663.99,1282.2,487.9,0.7336,0.9255,18.48,0,1
IMG-504286,TreatmentB,B03,107.13,247,198.1,642.88,1065.1,650.8,0.8011,0.9277,31.57,0,1
IMG-508609,Control,B03,90.39,236,191.02,883.11,1326.3,1011.7,0.6617,0.9531,17.19,1,1
IMG-507812,TreatmentB,B01,97.56,256,201.38,359.41,1508.2,881.4,0.8194,0.936,25.37,1,1
IMG-500184,Control,B01,98.06,220,176.16,610.74,1412.4,340.4,0.8741,0.9006,21.6,0,0
IMG-504348,TreatmentB,B01,112.37,250,161.09,690.8,1655.3,1633.3,0.5838,0.9171,21.84,1,0
IMG-500793,TreatmentA,B02,102.43,257,186.79,315.44,1628.1,857.7,0.8404,0.9183,27.29,1,0
IMG-507039,TreatmentB,B03,122.28,259,129.43,615.41,1551.3,835.8,0.8103,0.9346,17.92,0,0
IMG-501643,Control,B03,116.81,242,183.34,817.81,1419.3,229.0,0.743,0.9467,31.97,0,1
IMG-504453,TreatmentA,B01,120.11,253,193.18,852.95,1696.3,775.7,0.8339,0.9154,15.35,0,1
IMG-503903,TreatmentA,B02,121.15,238,196.95,478.64,1343.3,365.4,0.9008,0.9044,13.68,0,1
IMG-503888,TreatmentB,B01,102.93,249,202.31,1059.23,1234.5,704.7,0.9084,0.9097,16.95,0,0
IMG-505750,Control,B01,112.87,208,194.79,834.84,1429.3,396.2,0.9142,0.9371,33.33,0,1
IMG-507079,TreatmentB,B02,80.5,239,223.03,723.26,1384.0,844.1,0.8945,0.7427,29.96,1,0
IMG-505655,TreatmentB,B02,82.2,260,161.29,729.09,1613.3,851.7,0.918,0.9379,29.76,1,1
IMG-509071,Control,B01,107.44,237,210.71,983.4,1672.6,571.7,0.9339,0.8106,36.08,0,1
IMG-506031,TreatmentB,B03,90.27,243,229.84,572.37,1873.9,958.4,0.8328,0.8421,41.95,1,0
IMG-509119,TreatmentA,B03,96.69,257,136.47,440.06,1704.0,338.9,0.7628,0.9381,37.67,1,0
IMG-502154,TreatmentA,B02,91.25,231,202.04,1127.89,1557.4,734.5,0.9121,0.9457,21.61,0,1
IMG-500959,Control,B03,114.12,230,189.24,606.6,1297.8,118.2,0.7124,0.868,20.38,0,1
IMG-504397,TreatmentA,B02,139.59,263,194.24,771.66,1566.2,341.1,0.855,0.955,16.98,0,0
IMG-506798,TreatmentA,B01,93.35,227,118.48,552.13,1316.8,416.9,0.8394,0.8348,21.65,0,0
IMG-506322,TreatmentA,B01,98.02,228,199.24,994.56,1773.8,289.5,0.8868,0.7279,28.75,0,1
IMG-503604,TreatmentA,B01,93.35,258,138.13,612.74,1504.0,410.9,0.8698,0.9341,17.09,1,0
IMG-501436,TreatmentB,B03,115.53,241,139.43,562.48,1315.8,1029.0,0.8113,0.9831,15.31,1,0
IMG-509350,TreatmentB,B01,66.62,245,140.06,895.58,1487.2,747.5,0.9117,0.9823,21.71,0,0
IMG-501750,TreatmentA,B03,85.35,246,182.96,634.35,987.0,978.5,0.7526,0.987,23.92,1,1
IMG-507728,Control,B03,77.51,246,210.31,793.25,1520.5,941.8,0.8319,0.9691,18.81,0,1
IMG-506226,TreatmentA,B02,94.84,229,140.09,462.73,1637.6,1097.3,0.872,0.7982,49.73,1,0
IMG-509423,Control,B01,100.2,248,181.94,755.2,1593.3,186.2,0.8125,0.9064,35.5,1,1
IMG-503223,Control,B01,75.64,258,190.36,855.1,1415.3,250.7,0.8962,0.8968,10.21,0,1
IMG-507960,Control,B02,117.82,215,130.47,449.69,1478.4,721.1,0.9166,0.9423,14.44,0,0
IMG-503433,TreatmentA,B01,110.14,250,168.47,867.36,1389.7,440.6,0.8651,0.9728,16.21,0,0
IMG-505000,TreatmentA,B02,95.87,230,130.38,267.87,1492.3,426.6,0.8459,0.7989,37.0,0,0
IMG-504484,TreatmentA,B03,118.23,259,205.28,635.94,1342.1,389.0,0.852,0.9492,20.84,0,1
IMG-503961,Control,B03,86.31,243,164.14,861.03,1495.2,351.3,0.6918,0.9913,17.61,0,1
IMG-504421,TreatmentA,B03,104.96,265,185.9,515.54,1175.8,686.2,0.9002,0.9259,20.42,1,1
IMG-503474,TreatmentB,B01,88.41,245,240.61,865.83,1557.6,1214.3,0.8368,0.8681,21.16,1,0
IMG-506465,Control,B03,90.82,233,237.07,750.45,1399.1,244.7,0.795,0.8154,24.1,1,0
IMG-508160,Control,B02,117.21,214,188.39,994.92,935.9,420.0,0.7934,0.9174,23.59,0,0
IMG-501198,TreatmentA,B02,86.72,248,221.3,884.88,1801.4,599.0,0.7733,0.921,16.89,1,1
IMG-502399,Control,B03,101.04,221,238.99,850.64,1558.5,1958.1,0.9739,0.9174,18.93,1,0
IMG-500274,Control,B02,104.83,228,190.35,711.58,1885.0,236.5,0.812,0.9247,25.53,0,1
IMG-502740,Control,B02,85.47,252,221.86,785.5,1365.4,856.4,0.8062,0.9059,23.14,1,0
IMG-502211,TreatmentB,B01,78.9,237,179.52,618.09,1909.8,1222.7,0.6897,0.9465,21.35,1,0
IMG-502591,Control,B03,87.73,241,163.2,1026.72,1992.3,584.1,0.7495,0.9368,33.8,1,1
IMG-501876,Control,B02,90.52,264,237.19,864.84,1554.7,169.6,0.9337,0.9243,26.45,0,0
IMG-508138,TreatmentA,B01,94.91,249,127.79,636.21,1604.3,1852.6,0.8571,0.942,32.93,1,0
IMG-507624,TreatmentB,B01,118.21,242,210.66,1088.3,1788.4,973.8,0.599,0.9325,40.37,1,1
IMG-508839,TreatmentB,B03,102.31,270,234.7,863.81,1679.5,746.4,0.9159,0.8154,35.89,1,0
IMG-500699,TreatmentB,B03,82.2,248,152.0,502.15,1057.1,848.7,0.8232,0.6963,30.38,1,1
IMG-507403,TreatmentB,B01,106.22,243,187.65,849.04,1255.9,728.4,0.6657,0.913,58.26,1,0
IMG-505141,TreatmentA,B03,73.36,240,236.41,517.03,596.1,517.4,0.8274,0.9564,16.93,1,0
IMG-508208,TreatmentB,B03,111.73,257,212.6,741.24,1715.8,938.8,0.7799,0.8843,22.29,1,1
IMG-507498,TreatmentB,B01,130.5,253,195.21,946.18,993.9,629.7,0.8374,0.8977,8.9,1,0
IMG-504547,TreatmentB,B03,93.95,263,136.15,694.91,1486.0,1411.7,0.9155,0.9168,16.13,1,0
IMG-503720,TreatmentB,B01,94.8,249,186.42,756.12,1253.6,825.5,0.6703,0.9468,45.2,1,1
IMG-507528,TreatmentA,B01,90.91,256,201.1,694.99,1889.4,339.8,0.7679,0.964,18.58,0,1
IMG-507495,TreatmentA,B03,143.92,229,196.3,1022.13,1238.9,631.5,0.8582,0.8904,60.91,1,1
IMG-500691,TreatmentB,B03,103.31,228,116.93,832.82,1053.3,815.2,0.8069,0.9557,15.13,1,0
IMG-502024,TreatmentB,B01,59.23,267,145.16,518.42,1153.5,785.2,0.6412,0.965,13.86,1,1
IMG-504481,TreatmentA,B03,99.07,255,201.35,753.46,1773.3,836.9,0.5707,0.8971,27.27,1,1
IMG-509075,TreatmentA,B01,68.44,253,157.12,693.01,1427.3,905.7,0.6417,0.9466,21.42,1,0
IMG-504644,Control,B03,80.28,222,172.07,923.37,1936.6,235.4,0.8843,0.8569,10.51,0,1
IMG-508605,TreatmentA,B03,104.42,254,177.33,434.72,1243.4,651.5,0.9568,0.9246,21.63,1,1
IMG-503922,Control,B03,111.37,240,180.41,738.48,1626.3,346.5,0.8837,0.9032,16.17,0,1
IMG-506194,Control,B03,124.5,246,197.26,650.3,1671.0,79.8,0.8702,0.8663,20.18,0,0
IMG-505937,Control,B03,110.64,237,154.66,691.32,1217.0,556.9,0.6137,0.9381,16.38,0,0
IMG-502640,TreatmentB,B02,111.58,245,193.8,739.26,1780.1,1474.2,0.7746,0.9185,16.99,0,1
IMG-507153,TreatmentB,B03,100.66,253,165.95,632.47,1048.8,990.6,0.8056,0.9436,19.98,1,1
IMG-505474,TreatmentB,B02,94.45,236,154.35,609.16,1321.5,914.9,0.7339,0.8491,10.2,1,1
IMG-505919,TreatmentA,B01,145.52,213,206.9,722.27,1762.5,1069.4,0.6839,0.9275,24.69,1,0
IMG-503718,TreatmentB,B01,126.19,261,168.08,767.41,1465.8,933.1,0.7844,0.9891,9.53,1,1
IMG-506724,Control,B02,96.42,229,214.32,706.09,1267.2,813.3,0.8269,0.9464,40.64,0,1
IMG-503745,Control,B03,90.95,228,175.83,561.96,1402.6,311.0,0.815,0.9719,28.44,0,1
IMG-502170,Control,B02,87.1,240,194.74,807.31,1212.0,778.2,0.7784,0.9519,27.76,1,0
IMG-507384,TreatmentB,B01,122.57,267,185.76,769.52,1674.1,1054.2,0.7783,0.9267,15.46,1,1
IMG-506390,Control,B01,101.36,228,138.28,565.95,1491.3,37.3,0.8857,0.8536,37.47,0,0
IMG-508098,TreatmentA,B02,93.39,255,200.26,894.95,1447.8,1034.5,0.6741,0.904,24.13,1,1
IMG-500846,TreatmentA,B03,120.31,234,186.68,495.88,1856.4,850.7,0.725,0.9327,23.99,1,0
IMG-506696,TreatmentA,B02,117.62,241,133.88,707.22,1269.9,409.5,0.9523,0.9611,29.89,0,0
IMG-509372,Control,B01,99.04,227,178.66,699.57,1379.0,31.1,0.7757,0.9031,28.97,0,1
IMG-504502,TreatmentA,B02,101.02,229,185.61,523.3,1872.0,871.4,0.6807,0.9665,18.03,1,0
IMG-509543,TreatmentA,B02,101.83,258,172.65,739.21,1442.4,692.4,0.7681,0.9544,14.03,1,0
IMG-506776,TreatmentB,B03,114.15,241,241.99,746.06,1531.1,629.3,0.8269,0.8326,34.28,0,0
IMG-506330,TreatmentA,B03,111.77,225,149.42,975.06,1700.0,733.2,0.9173,0.907,16.36,1,1
IMG-502762,TreatmentA,B03,112.94,233,234.5,715.09,923.0,317.1,0.9073,0.9169,11.86,0,0
IMG-509820,TreatmentA,B01,99.37,233,165.76,895.22,1300.2,488.3,0.8995,0.8006,44.73,1,1
IMG-508628,TreatmentB,B02,99.32,252,189.09,582.62,1092.5,669.0,0.8236,0.8788,17.05,0,1
IMG-503584,TreatmentB,B02,90.4,252,129.12,914.14,1601.7,844.4,0.8908,0.9401,22.04,0,0
IMG-502080,TreatmentB,B01,107.16,246,222.35,477.64,1311.4,836.3,0.6427,0.9697,20.54,1,1
IMG-502053,Control,B02,124.81,242,170.96,761.99,1415.6,609.6,0.7631,0.9244,44.37,0,1
IMG-507459,TreatmentB,B02,77.29,244,260.05,749.24,1170.2,767.3,0.7899,0.8793,19.25,1,0
IMG-506906,Control,B03,110.76,242,188.23,1084.05,950.0,364.0,0.7166,0.9075,16.07,1,0
IMG-509580,Control,B01,88.78,201,184.5,700.52,1377.1,361.7,0.8253,0.9477,15.83,0,0
IMG-506027,TreatmentB,B01,74.02,246,145.54,609.39,1592.6,818.1,0.7645,0.8273,36.84,1,0
IMG-500935,TreatmentA,B01,122.67,229,151.47,898.82,1507.3,638.1,0.7666,0.9773,23.27,0,1
IMG-507326,TreatmentA,B03,106.56,229,236.68,759.98,1334.4,635.5,0.7751,0.9509,27.2,1,0
IMG-500693,Control,B03,102.79,210,148.9,540.08,1737.0,55.7,0.9364,0.8945,16.19,0,0
IMG-509671,TreatmentA,B01,94.0,259,223.7,898.04,1554.3,725.6,0.8506,0.8364,25.28,0,1
IMG-504637,Control,B02,101.02,216,228.42,846.52,1663.3,275.9,0.793,0.9726,18.65,0,0
IMG-501144,TreatmentA,B01,114.86,232,160.02,891.02,1502.5,891.0,0.6075,0.921,29.91,1,1
IMG-503887,TreatmentB,B02,76.3,268,197.31,614.16,1436.2,809.0,0.7967,0.9657,55.87,1,1
IMG-502710,TreatmentB,B02,107.44,249,213.47,545.39,1648.1,951.4,0.9242,0.894,33.19,0,0
IMG-504181,TreatmentA,B02,101.08,225,134.4,758.06,1731.1,1079.0,0.7493,0.9314,12.36,1,0
IMG-505404,TreatmentB,B03,101.29,258,165.09,730.08,1703.7,2559.4,0.6196,0.9236,30.84,1,1
IMG-503612,Control,B02,94.94,264,223.4,763.56,974.0,434.7,0.7389,0.9321,16.11,0,0
IMG-501548,TreatmentB,B03,108.64,244,159.56,593.4,1653.2,1657.7,0.7934,0.9144,30.34,1,1
IMG-504349,TreatmentB,B02,121.8,218,195.4,580.1,1398.6,755.2,0.8553,0.8956,12.88,0,1
IMG-509454,Control,B03,123.94,221,215.11,820.02,1101.9,254.5,0.7703,0.6901,20.32,1,0
IMG-502166,TreatmentB,B02,122.48,299,188.55,575.52,1779.3,766.0,0.7644,0.9183,15.92,1,0
IMG-505698,TreatmentA,B02,108.41,268,113.01,557.21,1545.0,375.7,0.8102,0.9013,19.0,0,0
IMG-506237,TreatmentA,B02,102.72,231,159.64,734.71,1282.8,453.3,0.7476,0.874,40.14,1,1
IMG-509269,TreatmentB,B03,118.78,232,191.54,783.87,1688.3,1653.2,0.9235,0.8134,15.38,0,1
IMG-503965,TreatmentA,B02,83.74,234,143.9,461.92,1612.1,695.7,0.7516,0.9144,33.99,0,0
IMG-504374,TreatmentB,B03,122.27,248,177.5,850.25,1748.9,808.8,0.7667,0.9648,28.11,0,1
IMG-500870,TreatmentA,B02,97.1,251,248.18,889.51,1276.3,852.1,0.8081,0.9368,23.09,1,0
IMG-509032,TreatmentA,B01,89.98,252,136.44,740.45,1086.9,877.4,0.8965,0.9232,33.72,1,0
IMG-509130,TreatmentB,B03,103.54,254,177.28,870.29,1277.2,802.5,0.6766,0.8401,18.34,1,0
IMG-506377,TreatmentB,B03,95.29,226,215.22,335.85,1284.6,1298.1,0.7072,0.8291,22.85,0,1
IMG-507616,TreatmentA,B01,86.51,259,265.56,766.1,1116.0,561.1,0.6555,0.9078,18.63,1,0
IMG-507323,Control,B01,83.56,236,163.94,723.07,1260.3,182.2,0.8824,0.9626,23.07,0,1
IMG-503124,Control,B01,106.39,268,204.8,738.64,1358.2,924.1,0.7457,0.8539,32.88,0,1
IMG-500152,Control,B02,90.1,245,179.38,890.5,959.6,302.6,0.8873,0.8468,34.71,0,1
IMG-503119,TreatmentB,B02,89.59,247,203.35,917.58,1355.0,864.8,0.7293,0.8911,18.49,1,1
IMG-501762,TreatmentA,B01,102.16,226,185.49,764.41,974.3,284.6,0.8028,0.7618,18.47,1,1
IMG-506015,TreatmentB,B03,93.14,256,232.23,703.89,1911.8,978.6,0.7838,0.9402,19.04,1,0
IMG-507402,TreatmentA,B02,109.39,238,237.35,632.7,1570.1,1176.9,0.911,0.926,20.74,0,0
IMG-500347,TreatmentA,B03,108.27,235,146.3,1055.91,1309.7,328.6,0.5912,0.9338,25.63,1,0
IMG-509642,Control,B03,101.74,242,204.35,518.5,1389.2,427.8,0.6214,0.9263,11.64,1,1
IMG-504660,TreatmentB,B02,111.8,281,199.47,708.63,1560.1,695.1,0.9546,0.9105,29.27,0,1
IMG-505769,TreatmentB,B03,82.63,260,257.27,677.35,1136.5,1603.9,0.6811,0.9561,32.04,1,0
IMG-508920,TreatmentA,B02,81.62,220,196.32,611.62,1313.0,1063.8,0.8577,0.977,27.66,0,1
IMG-500410,TreatmentB,B02,120.23,260,200.03,655.54,1346.6,707.9,0.7425,0.9197,33.66,1,1
IMG-506547,TreatmentA,B01,94.02,226,184.23,748.73,1769.6,603.2,0.7992,0.8206,17.34,0,1
IMG-507588,Control,B01,82.67,242,232.45,578.79,1569.7,1132.3,0.8178,0.8985,15.32,1,0
IMG-500888,TreatmentB,B02,79.37,267,182.59,612.79,1321.9,847.5,0.7822,0.8956,32.27,1,1
IMG-505858,TreatmentB,B02,105.52,259,202.98,743.58,1350.8,1088.3,0.7602,0.9623,17.3,1,0
IMG-502701,TreatmentA,B01,109.75,221,170.77,661.26,1166.3,651.2,0.3991,0.7091,16.89,0,1
IMG-504663,Control,B03,106.53,243,149.16,914.94,1511.6,820.1,0.8381,0.8991,14.72,1,0
IMG-505179,TreatmentB,B02,93.15,266,136.56,593.55,1991.9,866.2,0.7243,0.9867,20.86,1,0
IMG-508293,Control,B01,91.06,239,159.07,908.74,1922.3,697.2,0.8978,0.9396,43.47,0,1
IMG-508413,Control,B02,116.26,222,181.38,567.54,1674.0,952.9,0.7492,0.953,18.56,1,0
IMG-507301,Control,B01,119.07,246,182.46,469.54,1412.7,298.5,0.7862,0.9396,21.46,0,1
IMG-507300,TreatmentA,B01,97.43,261,184.77,1232.36,1316.5,579.0,0.7099,0.9388,30.31,1,0
IMG-500692,TreatmentB,B03,85.58,229,266.96,672.26,1929.9,819.8,0.5814,0.8892,15.2,1,0
IMG-500068,Control,B01,133.18,246,175.6,778.26,2039.8,598.3,0.785,0.9616,49.49,0,1
IMG-503413,TreatmentB,B02,110.36,271,181.74,941.05,1694.5,889.9,0.8443,0.8997,25.37,1,1
IMG-502845,TreatmentB,B03,97.55,243,148.81,370.18,1404.0,651.7,0.7373,0.8681,19.29,1,1
IMG-506373,TreatmentB,B03,112.98,264,128.76,441.92,1464.4,651.5,0.7458,0.7459,16.75,1,0
IMG-506316,TreatmentA,B01,112.03,255,192.25,874.91,988.9,501.0,0.8656,0.8849,26.42,1,0
IMG-504372,TreatmentB,B02,97.14,248,190.01,848.89,1895.1,831.1,0.5724,0.9483,16.46,0,1
IMG-506741,TreatmentB,B02,113.54,218,120.0,775.13,1321.8,838.8,0.8097,0.8396,13.53,0,0
IMG-507677,TreatmentB,B03,104.05,267,161.54,702.74,1371.0,998.4,0.6805,0.6389,21.66,1,1
IMG-506697,TreatmentB,B01,78.05,250,218.19,772.67,1174.4,919.9,0.7422,0.9524,24.95,1,0
IMG-503717,TreatmentA,B01,70.51,248,121.79,650.81,1093.5,609.9,0.9101,0.9378,21.72,1,0
IMG-506261,TreatmentA,B03,96.6,237,154.63,737.16,917.9,958.8,0.8753,0.8939,11.69,0,0
