sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-000025,TreatmentA,B01,92.04,718259,12052,0.0627,0.0843,49.2,0.2041,2214,807,1,0
GEN-000026,TreatmentB,B01,104.64,2405916,16081,0.0431,0.1842,51.85,0.1514,1711,427,1,0
GEN-000027,TreatmentA,B01,101.5,1104824,15859,0.1069,0.156,48.16,0.1869,1330,699,0,0
GEN-000028,TreatmentA,B02,90.92,1253903,11717,0.0701,0.1575,44.46,0.049,2412,101,0,0
GEN-000029,TreatmentB,B01,87.83,2659493,14243,0.0281,0.1678,46.74,0.0759,1376,1526,1,1
GEN-000030,Control,B02,96.22,890977,13675,0.0483,0.1294,44.81,0.301,1087,49,0,0
GEN-000031,Control,B01,135.98,2714883,15830,0.0243,0.1158,47.66,0.2601,1015,65,1,0
GEN-000032,TreatmentA,B03,96.84,3278308,18814,0.1376,0.1088,47.22,0.2319,1551,769,0,1
GEN-000033,Control,B03,84.67,2228511,12400,0.0414,0.1051,49.82,0.1291,1999,-41,0,0
GEN-000034,Control,B03,95.99,1345190,13989,0.0544,0.1103,48.41,0.1723,1645,135,0,1
GEN-000035,TreatmentB,B03,97.33,2288501,16379,0.0618,0.0775,49.04,0.1443,2606,480,1,0
GEN-000036,TreatmentB,B01,105.29,1130897,14425,0.0114,0.0767,49.57,0.2508,943,622,0,0
GEN-000037,TreatmentA,B03,95.53,1506486,16752,0.041,0.1133,45.81,0.2527,4077,857,0,1
GEN-000038,Control,B03,94.54,4583580,16092,0.0448,0.3157,45.24,0.1158,2199,124,0,0
GEN-000039,TreatmentB,B02,104.45,738411,17626,0.0516,0.1525,46.5,0.2797,1451,922,1,1
GEN-000040,TreatmentB,B02,101.53,1234818,14380,0.0952,0.1256,46.05,0.1597,2341,621,0,1
GEN-000041,Control,B01,101.97,2595920,8857,0.1148,0.1535,49.58,0.2789,1577,543,0,0
GEN-000042,TreatmentA,B01,86.41,1135270,15154,0.0432,0.1028,48.12,0.1989,2455,254,0,0
GEN-000043,Control,B01,101.93,1618136,11818,0.1288,0.2112,45.97,0.4956,2035,305,0,1
GEN-000044,TreatmentA,B01,112.69,931269,12212,0.0228,0.1597,43.56,0.1895,2953,600,1,0
GEN-000045,Control,B02,99.76,1709242,14017,0.0578,0.211,45.89,0.1763,1636,-114,0,1
GEN-000046,TreatmentB,B02,110.81,1966289,15147,0.0637,0.0658,47.04,0.3015,2494,320,0,0
GEN-000047,TreatmentA,B01,127.06,1759664,14279,0.0739,0.0773,46.04,0.2347,1356,323,1,0
GEN-000048,TreatmentB,B02,99.2,763370,17817,0.1389,0.1158,47.72,0.0519,2431,1056,1,1
GEN-000049,TreatmentB,B03,99.27,273568,14577,0.0971,0.1472,45.47,0.1386,1984,709,0,1
GEN-000050,TreatmentB,B02,109.77,1232755,11900,0.0389,0.1269,48.53,0.1144,1513,801,0,0
GEN-000051,TreatmentA,B03,119.57,847489,16717,0.0722,0.1475,42.44,0.0488,1437,603,1,0
GEN-000052,TreatmentB,B02,120.12,2663552,15792,0.144,0.1261,48.0,0.2207,3295,1021,0,0
GEN-000053,TreatmentB,B01,89.86,1523380,15610,0.047,0.0712,46.25,0.2201,1976,494,1,1
GEN-000054,TreatmentB,B01,85.89,3061482,16786,0.0426,0.1081,46.49,0.1392,1454,878,1,1
GEN-000055,TreatmentA,B01,112.31,1911900,13056,0.0666,0.1179,46.79,0.3116,2052,419,1,1
GEN-000056,TreatmentB,B01,83.77,1020417,16089,0.0115,0.0595,48.98,0.0811,1085,327,1,1
GEN-000057,TreatmentA,B01,106.85,2361156,13573,0.0563,0.2554,48.65,0.179,1255,476,1,0
GEN-000058,TreatmentB,B02,117.15,3373221,13231,0.0082,0.1033,50.01,0.2609,1934,782,1,0
GEN-000059,TreatmentA,B02,80.23,2756294,15507,0.0188,0.0607,46.85,0.1576,1300,1039,1,1
GEN-000060,Control,B01,103.06,1042805,15457,0.0478,0.093,44.55,0.1757,2894,-3,1,1
GEN-000061,Control,B02,109.68,2684638,12086,0.0523,0.1856,47.78,0.1118,1408,-33,0,0
GEN-000062,TreatmentA,B03,110.06,2455809,16417,0.099,0.1107,46.55,0.0487,1431,424,0,1
GEN-000063,TreatmentB,B01,92.9,1755135,14119,0.0083,0.1882,45.69,0.2352,1661,624,1,1
GEN-000064,Control,B03,120.81,2136696,12347,0.0122,0.191,47.42,0.1505,1835,579,1,0
GEN-000065,TreatmentA,B01,95.29,3800160,14133,0.1006,0.0924,46.81,0.1066,2026,1209,0,1
GEN-000066,Control,B01,142.4,2547905,14626,0.045,0.1299,46.7,0.3724,1074,445,1,1
GEN-000067,TreatmentA,B02,103.8,1797262,15738,0.0472,0.1623,48.84,0.1701,2140,396,0,0
GEN-000068,Control,B01,93.59,2773791,15507,0.0268,0.2532,50.93,0.2687,1068,22,0,0
GEN-000069,TreatmentB,B03,99.51,1745407,19301,0.0883,0.0341,49.2,0.1138,1412,613,1,1
GEN-000070,TreatmentA,B01,88.41,3033827,14918,0.02,0.057,47.54,0.3052,1942,405,0,0
GEN-000071,TreatmentA,B02,97.82,1104081,13144,0.022,0.1058,45.37,0.0982,1812,666,1,1
GEN-000072,TreatmentB,B02,99.01,1796561,13959,0.0276,0.043,45.06,0.2161,1987,926,1,0
GEN-000073,TreatmentA,B03,91.96,1893189,16281,0.0112,0.1697,46.82,0.1388,2689,420,1,0
GEN-000074,TreatmentA,B01,79.65,475699,14196,0.0653,0.1119,45.22,0.0959,2020,189,0,1
GEN-000075,TreatmentA,B02,89.51,2231150,12920,0.0384,0.104,49.06,0.0743,2129,546,1,1
GEN-000076,Control,B03,111.37,2235265,15841,0.0431,0.1493,47.89,0.2254,2879,51,0,1
GEN-000077,TreatmentA,B02,100.07,1825016,13064,0.0416,0.0995,46.74,0.171,1844,210,1,1
GEN-000078,TreatmentB,B02,69.78,2347573,14742,0.0518,0.134,43.85,0.182,1107,331,0,0
GEN-000079,TreatmentB,B01,116.87,1497168,14189,0.0196,0.1528,48.84,0.1838,1690,574,1,0
GEN-000080,TreatmentA,B01,84.57,1957581,10240,0.0295,0.0849,44.94,0.1433,1824,188,1,1
GEN-000081,TreatmentB,B03,112.21,2767776,16940,0.1176,0.1117,49.5,0.203,1201,686,1,0
GEN-000082,TreatmentA,B03,91.11,1795275,16667,0.0913,0.1607,49.88,0.2603,2736,772,0,0
GEN-000083,TreatmentA,B01,94.18,195742,14263,0.0163,0.2158,47.24,0.1961,1329,446,0,1
GEN-000084,Control,B02,98.09,983583,14768,0.0767,0.0944,46.12,0.2708,1420,121,0,0
GEN-000085,Control,B01,91.14,390589,14476,0.0839,0.1067,44.57,0.0646,1023,288,1,1
GEN-000086,TreatmentB,B01,71.29,1564718,15032,0.0181,0.1242,45.54,0.331,1501,1218,1,1
GEN-000087,TreatmentA,B01,77.67,3491656,18959,0.0395,0.1026,45.71,0.1864,1432,665,1,0
GEN-000088,TreatmentA,B01,116.45,2115485,15095,0.0801,0.0813,45.09,0.1902,1463,514,0,1
GEN-000089,TreatmentA,B02,113.69,3003921,13726,0.0461,0.1675,46.34,0.1584,1299,411,1,1
GEN-000090,Control,B03,87.73,763006,11041,0.0265,0.1397,46.55,0.2904,1301,-151,0,1
GEN-000091,TreatmentA,B02,105.47,1210373,15885,0.1051,0.1406,44.06,0.1886,1516,353,1,0
GEN-000092,Control,B02,104.15,1789721,15570,0.0921,0.131,47.18,0.2001,1480,510,0,1
GEN-000093,TreatmentB,B03,84.49,1581909,15089,0.0476,0.1355,44.83,0.3014,1425,748,1,1
GEN-000094,TreatmentA,B01,106.67,1883226,16750,0.0411,0.0984,46.4,0.2336,1936,493,1,1
GEN-000095,TreatmentB,B01,79.64,1607769,18608,0.0243,0.1549,48.81,0.181,1190,1855,1,1
GEN-000096,TreatmentB,B03,108.11,2879862,16676,0.0523,0.0696,49.14,0.198,3101,431,0,0
GEN-000097,Control,B03,80.46,4520998,12223,0.0342,0.0745,45.23,0.2196,1621,-68,0,1
GEN-000098,TreatmentA,B02,86.75,2339402,13587,0.043,0.1242,46.76,0.1653,1658,558,0,1
GEN-000099,TreatmentB,B03,98.32,1701134,15411,0.076,0.1437,46.77,0.1571,1508,368,1,1
GEN-000100,TreatmentA,B01,85.78,967855,8330,0.0368,0.1083,48.74,0.1425,1088,99,0,1
GEN-000101,Control,B02,104.17,1619476,17587,0.1293,0.1971,45.58,0.1805,1805,-41,0,0
GEN-000102,TreatmentA,B01,121.28,2027540,11787,0.0509,0.1227,46.96,0.1731,1982,2302,1,1
GEN-000103,Control,B01,111.16,2279370,13360,0.1302,0.1259,48.43,0.1532,2738,-219,0,1
GEN-000104,Control,B02,99.08,1976694,16144,0.0935,0.3442,46.59,0.3823,1608,-184,1,1
GEN-000105,TreatmentB,B02,112.25,1316443,17776,0.0903,0.1327,47.4,0.2217,1879,1117,1,1
GEN-000106,Control,B02,107.91,1410224,11303,0.0143,0.2027,45.75,0.0637,1634,268,0,0
GEN-000107,Control,B02,93.94,1288870,13083,0.0226,0.0739,42.54,0.1549,807,316,0,0
GEN-000108,Control,B03,123.27,875930,13710,0.0065,0.0365,45.65,0.2195,1458,-98,0,1
GEN-000109,Control,B03,112.6,725968,14374,0.0101,0.2074,46.24,0.1622,1835,241,1,1
GEN-000110,Control,B03,108.77,2506097,9778,0.0275,0.1075,44.97,0.2204,1412,-117,0,1
GEN-000111,Control,B02,107.23,1718517,9011,0.0763,0.1527,46.48,0.0843,1468,125,0,1
GEN-000112,TreatmentB,B01,85.76,1703101,14542,0.1897,0.1802,46.57,0.0486,1378,448,0,0
GEN-000113,TreatmentA,B02,89.55,837365,14024,0.0262,0.1903,43.88,0.2817,3266,839,0,1
GEN-000114,TreatmentA,B01,119.63,3003495,14978,0.0094,0.1077,50.21,0.2565,1916,628,1,0
GEN-000115,TreatmentB,B01,85.02,963180,13221,0.0259,0.1083,49.87,0.57,1626,588,0,0
GEN-000116,Control,B03,105.61,2219367,16263,0.0116,0.0661,51.04,0.0964,3499,17,1,1
GEN-000117,Control,B03,108.53,2486032,12683,0.0555,0.1781,44.5,0.2567,2749,435,1,0
GEN-000118,TreatmentA,B02,103.98,1581441,15872,0.0215,0.1206,50.14,0.1608,1279,97,1,0
GEN-000119,TreatmentA,B01,88.9,2359227,15695,0.0266,0.1479,43.29,0.4987,1582,829,1,0
GEN-000120,TreatmentB,B01,69.72,1417277,11666,0.0453,0.1349,46.2,0.0835,4051,633,1,1
GEN-000121,TreatmentB,B03,97.48,2604425,15026,0.0608,0.0884,47.44,0.2365,2608,412,1,0
GEN-000122,TreatmentB,B03,100.28,418364,12028,0.0442,0.107,45.95,0.3719,2633,742,0,0
GEN-000123,Control,B02,104.24,1286510,18073,0.1131,0.0961,45.73,0.2025,1703,226,1,1
GEN-000124,Control,B03,69.02,1117653,14074,0.0497,0.0566,47.04,0.4903,2139,298,0,0
GEN-000125,TreatmentA,B03,90.75,907953,16544,0.1001,0.0953,49.28,0.2188,1739,514,0,0
GEN-000126,TreatmentB,B03,110.15,1574367,11410,0.0338,0.1535,44.49,0.1269,1214,1834,1,0
GEN-000127,TreatmentA,B03,89.0,1225516,18567,0.0242,0.1871,45.81,0.121,1838,599,1,0
GEN-000128,TreatmentB,B01,85.1,1644078,15031,0.0518,0.0772,45.87,0.0628,2118,621,1,1
GEN-000129,Control,B02,90.39,1893273,16202,0.0204,0.1383,48.89,0.2115,1560,220,1,0
GEN-000130,Control,B01,90.1,2197206,15909,0.0478,0.0677,50.05,0.1308,1651,346,0,1
GEN-000131,TreatmentB,B03,90.56,2922658,15612,0.1062,0.0923,46.78,0.2165,1042,861,0,1
GEN-000132,TreatmentB,B03,102.14,1480083,14104,0.0616,0.1117,47.05,0.2791,1718,948,1,0
GEN-000133,TreatmentB,B03,123.28,1540259,14105,0.0307,0.158,49.39,0.2656,1428,495,0,1
GEN-000134,TreatmentA,B01,98.82,1744775,11199,0.0819,0.1363,45.82,0.1885,2177,179,0,1
GEN-000135,Control,B01,91.75,3139774,16788,0.0078,0.1394,50.0,0.2635,1766,50,1,0
GEN-000136,Control,B03,112.3,3220524,14925,0.0983,0.0721,44.68,0.083,1827,-119,0,1
GEN-000137,TreatmentB,B03,89.94,496594,16542,0.1022,0.1909,45.76,0.2554,1899,453,1,1
GEN-000138,Control,B03,104.2,1240535,14502,0.0151,0.1458,46.15,0.191,2033,230,1,1
GEN-000139,Control,B02,155.48,2364448,12502,0.0304,0.2833,46.65,0.1939,1834,290,1,1
GEN-000140,TreatmentA,B03,97.36,1360753,19250,0.0169,0.2988,48.26,0.0715,853,301,1,0
GEN-000141,TreatmentA,B03,92.0,1523659,16164,0.1213,0.096,47.34,0.2179,1539,226,0,0
GEN-000142,Control,B03,98.24,699144,12740,0.0808,0.2681,45.24,0.0617,1500,16,0,0
GEN-000143,Control,B02,126.18,1304426,13592,0.05,0.192,44.94,0.2766,1546,526,0,1
GEN-000144,Control,B03,107.92,3117092,13370,0.0722,0.1269,46.07,0.147,1301,406,1,1
GEN-000145,Control,B03,89.66,2311710,12504,0.0638,0.2812,46.45,0.3342,2713,123,0,1
GEN-000146,TreatmentB,B02,125.66,2418141,15379,0.1133,0.0801,48.79,0.1571,1558,482,1,1
GEN-000147,Control,B02,94.23,2609321,11777,0.0623,0.1148,42.58,0.1216,1211,645,1,0
GEN-000148,TreatmentB,B01,82.28,7059815,13442,0.0255,0.1803,45.22,0.4167,1697,303,0,1
GEN-000149,Control,B01,98.03,2491208,12517,0.0328,0.1945,46.23,0.1642,1847,1091,1,0
GEN-000150,Control,B03,91.12,2006225,15146,0.0122,0.068,45.28,0.2023,1632,835,1,1
GEN-000151,TreatmentA,B03,129.68,1027453,13962,0.0391,0.2013,46.29,0.2717,1862,748,1,1
GEN-000152,TreatmentA,B02,109.99,519486,14362,0.0275,0.1523,44.48,0.2185,819,499,1,0
GEN-000153,Control,B01,86.15,1108126,14410,0.0952,0.0712,46.72,0.2255,954,-3,0,1
GEN-000154,TreatmentA,B03,87.16,1490644,15762,0.0439,0.0989,47.86,0.1544,1245,801,1,1
GEN-000155,TreatmentB,B02,87.73,1342727,17795,0.0445,0.1334,44.78,0.2198,1558,629,1,0
GEN-000156,Control,B03,79.33,724600,11115,0.0125,0.2749,51.89,0.1297,1676,124,0,0
GEN-000157,Control,B02,99.49,1155792,12182,0.058,0.1162,44.4,0.192,1944,1068,0,0
GEN-000158,Control,B03,95.45,2036692,13687,0.0398,0.13,48.05,0.4043,1175,302,0,0
GEN-000159,TreatmentA,B01,101.0,2914442,15321,0.0114,0.1824,43.43,0.0794,1385,239,0,0
GEN-000160,Control,B01,114.89,1624772,13070,0.0585,0.1779,48.96,0.1187,878,820,1,0
GEN-000161,TreatmentB,B02,86.93,182355,12546,0.0166,0.1079,48.9,0.199,1737,740,1,0
GEN-000162,Control,B02,81.8,1110505,11547,0.0703,0.2085,45.21,0.2003,2138,315,0,1
GEN-000163,TreatmentB,B01,99.61,2207919,15335,0.0216,0.0991,46.44,0.1539,1056,429,0,1
GEN-000164,Control,B03,90.19,1093756,11102,0.0097,0.1831,45.69,0.3071,2372,197,0,1
GEN-000165,Control,B03,106.49,675271,15908,0.0353,0.1941,45.5,0.1077,1972,408,0,0
GEN-000166,TreatmentB,B01,89.44,996988,17152,0.0205,0.2859,45.08,0.0954,1216,931,1,0
GEN-000167,Control,B03,106.3,3389580,11626,0.01,0.0798,48.36,0.3282,1371,-179,0,0
GEN-000168,Control,B02,82.01,2440750,11212,0.0131,0.2183,46.76,0.2973,1680,364,0,1
GEN-000169,TreatmentB,B02,121.33,599888,15798,0.0288,0.0934,42.53,0.2417,2308,394,1,0
GEN-000170,TreatmentB,B01,106.1,2123949,15061,0.0955,0.0405,46.22,0.1946,1616,872,0,1
GEN-000171,Control,B01,95.74,715869,12241,0.112,0.1019,42.76,0.2527,1530,464,1,0
GEN-000172,Control,B02,88.68,1059942,13640,0.0115,0.0751,49.19,0.24,1654,203,1,0
GEN-000173,TreatmentA,B03,115.51,1262004,17162,0.0371,0.0955,42.47,0.1879,1258,159,0,0
GEN-000174,TreatmentB,B02,108.11,913707,16320,0.0372,0.1236,49.92,0.4992,2141,895,1,0
GEN-000175,TreatmentA,B01,107.2,2906028,15105,0.0785,0.0569,48.36,0.2913,1109,542,1,0
GEN-000176,Control,B03,113.22,1507221,12637,0.0439,0.1153,46.85,0.1193,1378,-82,0,1
GEN-000177,TreatmentA,B03,96.76,891375,12747,0.0294,0.1624,47.17,0.1879,1236,55,0,1
GEN-000178,TreatmentA,B01,107.23,1515604,15561,0.0796,0.0941,46.0,0.0963,2035,753,1,1
GEN-000179,TreatmentA,B03,119.78,1439195,14498,0.0269,0.123,49.47,0.2013,1530,453,1,1
GEN-000180,Control,B01,81.19,2236710,12294,0.0737,0.1308,47.01,0.3015,1211,-137,0,1
GEN-000181,Control,B01,103.02,1209685,12538,0.0881,0.0767,43.89,0.0214,1508,-4,0,1
GEN-000182,TreatmentA,B01,77.19,1434174,13838,0.0568,0.1195,47.4,0.1547,809,767,0,1
GEN-000183,TreatmentB,B03,66.61,2042098,13641,0.0357,0.1335,47.5,0.3228,1500,776,1,0
GEN-000184,TreatmentA,B01,79.6,1712643,13042,0.0336,0.1155,47.65,0.1235,1861,419,0,1
GEN-000185,Control,B02,100.04,3077581,14339,0.0506,0.071,46.37,0.3135,1501,257,0,0
GEN-000186,TreatmentB,B01,103.29,1719720,13221,0.0007,0.2292,50.08,0.1149,2075,1241,1,0
GEN-000187,Control,B02,111.72,5095235,14772,0.0729,0.1464,47.61,0.2785,1706,70,0,1
GEN-000188,Control,B02,106.69,4594936,13974,0.0699,0.2014,47.3,0.2598,2147,-239,0,1
GEN-000189,Control,B03,107.24,1168301,16393,0.0084,0.0967,45.82,0.2098,982,64,1,1
GEN-000190,Control,B03,107.73,2153450,11550,0.0188,0.2644,46.62,0.2365,1562,746,1,1
GEN-000191,Control,B02,107.12,1331992,13869,0.0389,0.0968,46.5,0.1469,3253,65,0,1
GEN-000192,TreatmentB,B01,103.73,2959920,14020,0.0246,0.0691,50.01,0.4843,2179,1562,1,0
GEN-000193,Control,B01,137.94,674573,17365,0.0481,0.1978,47.1,0.3822,2911,371,1,1
GEN-000194,Control,B02,128.84,3126755,8474,0.0367,0.2301,41.17,0.2607,1495,278,0,0
GEN-000195,TreatmentA,B02,105.06,1050470,13104,0.0587,0.1749,47.23,0.0949,1617,401,0,0
GEN-000196,TreatmentA,B02,96.38,1936723,12559,0.0307,0.1218,44.75,0.2338,1791,299,1,0
GEN-000197,TreatmentB,B01,96.17,2283994,13073,0.0575,0.142,47.34,0.1899,2361,643,0,1
GEN-000198,Control,B01,115.96,1469546,14425,0.0494,0.0495,45.15,0.3614,1863,-94,0,0
GEN-000199,Control,B03,101.89,1433556,12545,0.0131,0.1923,47.34,0.2608,1378,-47,0,1
GEN-000200,TreatmentA,B01,115.89,2125636,10502,0.037,0.2597,40.99,0.1918,692,14,0,0
GEN-000201,Control,B01,89.15,2955511,11173,0.0146,0.1817,47.96,0.2904,1153,300,1,1
GEN-000202,Control,B03,94.39,1020124,10459,0.0254,0.2398,45.33,0.0919,1861,36,0,0
GEN-000203,TreatmentB,B02,113.14,1844796,12146,0.0576,0.3027,44.11,0.555,1010,478,0,1
GEN-000204,TreatmentA,B03,101.2,1370238,14131,0.0358,0.1468,45.76,0.2214,1250,508,0,0
GEN-000205,Control,B03,107.5,425903,11275,0.0745,0.0688,46.95,0.2026,3181,8,0,0
GEN-000206,Control,B02,112.66,2716551,12105,0.0103,0.078,46.19,0.2903,2258,-78,1,0
GEN-000207,TreatmentA,B03,93.13,572971,14574,0.0541,0.0542,46.38,0.2807,1792,791,1,0
GEN-000208,TreatmentA,B03,84.07,1151960,14089,0.0097,0.2416,47.07,0.1074,3193,964,1,0
GEN-000209,TreatmentA,B03,116.99,1601427,12621,0.0748,0.0732,46.69,0.3647,2084,101,0,0
GEN-000210,Control,B01,129.33,4822566,17279,0.1199,0.2199,48.38,0.1896,1138,326,0,0
GEN-000211,Control,B01,89.41,833739,14149,0.0246,0.071,44.78,0.1681,1459,-121,0,1
GEN-000212,Control,B01,79.27,1183005,16958,0.0323,0.0707,45.6,0.2767,1478,-135,0,0
GEN-000213,TreatmentA,B03,120.61,1992279,14925,0.0531,0.0995,46.87,0.2052,966,369,1,1
GEN-000214,Control,B03,97.25,1560070,11371,0.0499,0.2439,46.24,0.1555,1146,790,0,1
GEN-000215,Control,B02,97.96,1870115,7686,0.0599,0.1527,46.74,0.1356,2025,-21,0,0
GEN-000216,TreatmentA,B02,100.74,1024174,14795,0.0297,0.1018,44.93,0.1018,1779,583,1,1
GEN-000217,TreatmentA,B03,94.58,1103118,12897,0.0437,0.2249,50.16,0.3224,1538,246,0,1
GEN-000218,TreatmentB,B02,86.77,2685088,11723,0.0133,0.2164,44.2,0.2384,1723,357,1,1
GEN-000219,Control,B01,87.96,719018,12072,0.0216,0.079,44.66,0.1553,1015,10,0,1
GEN-000220,Control,B01,108.09,1000651,12743,0.039,0.0626,46.45,0.2192,1935,83,0,1
GEN-000221,TreatmentA,B02,84.23,2064700,15005,0.0325,0.1301,42.22,0.2809,1505,453,0,0
GEN-000222,TreatmentA,B02,120.61,1677944,15970,0.0604,0.1756,46.27,0.1652,1616,191,0,1
GEN-000223,TreatmentA,B03,114.44,3260457,17404,0.0363,0.0675,47.62,0.1416,1516,902,1,1
GEN-000224,TreatmentB,B02,95.31,1400444,16641,0.1487,0.1837,46.08,0.3497,1211,1561,1,1
GEN-000225,TreatmentB,B02,85.66,854312,16162,0.0266,0.1217,48.57,0.1538,1113,797,1,1
GEN-000226,TreatmentB,B02,128.03,1005349,16626,0.1558,0.0627,45.85,0.2021,1411,436,0,1
GEN-000227,TreatmentB,B02,101.91,2381192,12459,0.0564,0.257,47.11,0.0712,2394,632,0,0
GEN-000228,TreatmentB,B01,98.2,964096,16082,0.0207,0.0949,44.15,0.32,1336,2267,1,0
GEN-000229,Control,B02,102.27,3352039,14752,0.0649,0.0995,48.27,0.1766,2341,-181,0,1
GEN-000230,Control,B02,112.68,1287056,11057,0.0544,0.1231,43.59,0.0973,1082,-55,0,0
GEN-000231,TreatmentB,B03,130.71,1044946,14771,0.0312,0.0982,48.9,0.2286,3771,874,0,0
GEN-000232,Control,B01,83.55,1355813,11174,0.0236,0.1308,45.62,0.1669,1058,260,0,1
GEN-000233,Control,B03,109.11,2087845,15075,0.0286,0.1327,47.48,0.2324,1822,147,0,1
GEN-000234,TreatmentA,B01,132.09,1870099,13387,0.0771,0.1005,46.52,0.2627,1152,894,0,1
GEN-000235,Control,B02,106.85,1848643,11294,0.1179,0.1378,46.13,0.241,2330,1163,0,1
GEN-000236,TreatmentA,B03,83.02,1675371,15141,0.0156,0.1272,46.01,0.1066,1024,424,1,1
GEN-000237,TreatmentA,B02,112.66,2890404,14428,0.0337,0.0982,48.72,0.1582,814,1657,1,1
GEN-000238,TreatmentA,B01,121.81,1075324,13995,0.0623,0.2531,44.72,0.0717,2013,430,0,0
GEN-000239,Control,B03,110.27,1523211,10097,0.0096,0.0717,48.28,0.5486,1774,-119,0,0
GEN-000240,TreatmentA,B02,131.02,2478588,19920,0.0749,0.1687,45.93,0.258,2693,142,0,1
GEN-000241,Control,B03,97.52,836916,14138,0.0539,0.1873,42.37,0.0584,1370,16,1,0
GEN-000242,TreatmentB,B03,103.35,4240516,16328,0.0298,0.1031,45.28,0.1311,1456,465,1,0
GEN-000243,TreatmentB,B01,113.77,1591858,14919,0.0813,0.0746,45.01,0.3289,1748,661,0,0
GEN-000244,TreatmentA,B01,86.05,2212936,13640,0.092,0.1021,50.43,0.1977,1424,160,0,0
GEN-000245,Control,B02,90.44,1852672,16403,0.0206,0.0485,40.99,0.2135,1302,227,1,0
GEN-000246,Control,B03,91.48,2567027,12308,0.0438,0.1447,42.06,0.2779,1267,183,1,0
GEN-000247,Control,B02,126.22,945294,15503,0.0573,0.0914,46.1,0.1486,1794,392,1,1
GEN-000248,Control,B03,109.97,2555444,10847,0.0366,0.1542,48.97,0.2099,2188,133,0,1
GEN-000249,Control,B02,105.8,2029443,13452,0.0128,0.1164,49.72,0.2693,1164,75,0,0
GEN-000250,TreatmentB,B02,130.74,1161840,20668,0.0201,0.2028,46.94,0.1511,1960,588,1,1
GEN-000251,Control,B01,121.6,2041150,11803,0.0611,0.0799,43.95,0.2053,1746,-112,0,1
GEN-000252,Control,B01,110.65,1115953,14661,0.0632,0.2082,47.17,0.1471,1636,63,0,0
GEN-000253,TreatmentA,B03,103.14,3129994,10792,0.0348,0.2247,44.7,0.163,1567,246,1,0
GEN-000254,Control,B02,97.2,3975816,12713,0.024,0.0887,47.75,0.395,1247,-214,0,0
GEN-000255,TreatmentA,B03,101.38,2270112,14563,0.0862,0.2883,47.34,0.0688,1252,739,1,0
