sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-000098,TreatmentA,B02,86.26,2.03,0.2195,431,23.79,0.3785,0.3473,16.49,22.78,1,6.86,0,1
STR-000099,TreatmentA,B01,98.46,1.5,0.1786,676,29.24,0.3963,0.5198,39.67,29.85,1,7.23,1,1
STR-000100,Control,B02,103.33,3.54,0.2726,263,40.46,0.2872,0.2248,48.34,30.12,1,9.15,0,1
STR-000101,TreatmentA,B03,97.91,1.41,0.3094,156,76.36,0.557,0.1604,18.96,17.31,2,6.36,0,0
STR-000102,TreatmentB,B03,101.54,0.97,0.295,496,30.41,0.4284,0.5052,22.68,25.79,3,7.75,1,1
STR-000103,TreatmentB,B02,107.05,1.68,0.3203,86,78.11,0.4365,0.1765,24.84,17.33,0,9.58,0,0
STR-000104,Control,B03,101.37,1.56,0.2181,219,32.45,0.4976,0.2829,35.94,26.16,2,7.44,0,1
STR-000105,Control,B02,108.85,3.05,0.2543,467,28.33,0.4107,0.2787,26.29,23.52,2,7.46,0,1
STR-000106,Control,B02,96.57,3.02,0.2487,341,64.6,0.6217,0.5047,29.45,34.17,5,5.11,0,1
STR-000107,TreatmentB,B03,102.73,1.21,0.2268,253,32.56,0.6752,0.2586,27.11,34.55,0,6.23,1,0
STR-000108,Control,B03,96.64,4.56,0.2253,264,23.21,0.3242,0.2443,42.42,28.55,4,4.63,0,0
STR-000109,Control,B01,90.79,2.93,0.1613,267,51.96,0.3897,0.3389,34.02,28.08,4,6.41,0,1
STR-000110,Control,B03,96.46,2.22,0.2409,176,41.26,0.3477,0.3566,32.57,6.62,0,9.07,0,0
STR-000111,TreatmentB,B03,89.52,1.65,0.1973,384,15.75,0.5437,0.4523,63.12,31.71,1,7.99,0,1
STR-000112,TreatmentA,B01,118.93,1.88,0.178,662,35.21,0.166,0.2639,45.47,35.2,7,6.95,1,1
STR-000113,TreatmentA,B02,105.03,1.89,0.2347,198,33.03,0.4352,0.3858,26.32,23.77,2,5.87,0,1
STR-000114,TreatmentA,B03,100.73,1.43,0.2352,512,30.01,0.5306,0.1446,36.5,28.7,8,5.11,0,0
STR-000115,Control,B03,95.21,1.98,0.2587,202,67.45,0.3136,0.2857,33.45,25.47,4,6.52,0,0
STR-000116,TreatmentB,B02,85.04,1.47,0.275,427,63.4,0.2759,0.2692,66.79,32.11,5,6.01,0,1
STR-000117,Control,B03,88.2,3.74,0.179,540,37.81,0.4998,0.1792,55.65,30.85,1,5.57,0,0
STR-000118,TreatmentB,B02,100.87,3.25,0.1582,348,60.02,0.6408,0.1167,39.19,32.0,1,8.89,0,0
STR-000119,TreatmentA,B02,82.52,2.09,0.2115,299,42.37,0.4017,0.4732,29.13,21.17,4,7.05,1,0
STR-000120,TreatmentB,B02,79.61,0.85,0.2076,478,49.76,0.6863,0.1671,57.27,26.11,4,5.54,0,0
STR-000121,TreatmentB,B03,113.44,1.28,0.1652,68,49.39,0.201,0.3212,15.08,20.86,2,4.9,1,0
STR-000122,Control,B02,112.33,2.56,0.2621,263,46.86,0.4527,0.2952,35.5,22.33,5,3.73,0,0
STR-000123,Control,B02,126.01,1.63,0.2276,112,33.13,0.3153,0.2415,30.86,23.36,2,8.05,0,1
STR-000124,Control,B03,98.07,2.63,0.2132,287,26.17,0.4876,0.3342,78.4,25.26,1,7.78,0,1
STR-000125,Control,B02,81.87,3.14,0.248,102,20.34,0.4651,0.2243,35.14,23.63,2,7.84,1,1
STR-000126,TreatmentB,B03,110.96,2.31,0.204,287,32.74,0.3335,0.2855,30.0,32.18,3,6.57,0,1
STR-000127,TreatmentA,B03,104.64,2.46,0.1917,454,81.52,0.2022,0.5764,25.96,24.08,6,5.94,1,0
STR-000128,TreatmentB,B01,83.64,2.5,0.2227,371,35.9,0.3608,0.2034,22.33,23.52,2,5.19,0,0
STR-000129,TreatmentB,B03,90.25,1.17,0.2175,262,61.2,0.3716,0.314,7.49,32.31,4,6.55,0,0
STR-000130,TreatmentB,B02,79.81,0.79,0.2455,210,43.64,0.3329,0.2416,13.45,26.02,5,6.17,1,1
STR-000131,Control,B03,94.75,2.04,0.2723,106,17.25,0.3549,0.7032,28.48,23.88,0,7.69,0,1
STR-000132,TreatmentB,B03,143.18,2.5,0.287,92,9.52,0.2745,0.2729,6.91,25.82,5,5.99,0,1
STR-000133,TreatmentB,B02,97.31,1.26,0.1751,507,23.36,0.4086,0.5784,44.71,12.23,3,5.89,1,0
STR-000134,Control,B01,89.44,3.27,0.3322,470,88.46,0.3029,0.3305,52.53,13.82,5,9.5,0,0
STR-000135,TreatmentB,B01,122.64,2.06,0.2291,854,66.13,0.3927,0.3454,70.62,18.82,1,6.33,0,0
STR-000136,TreatmentB,B01,108.62,4.35,0.2121,343,52.44,0.4124,0.5091,30.06,30.4,3,6.63,1,1
STR-000137,Control,B03,83.92,2.02,0.2546,172,18.47,0.6726,0.2554,63.76,25.84,5,5.25,0,0
STR-000138,TreatmentA,B02,103.59,3.06,0.2051,1116,28.57,0.2825,0.418,17.29,29.34,3,6.05,0,0
STR-000139,Control,B02,74.76,1.71,0.2595,438,21.22,0.3416,0.2692,33.24,24.47,3,4.38,0,0
STR-000140,Control,B02,107.78,2.35,0.2533,477,38.09,0.5938,0.3834,63.14,18.71,2,6.44,0,1
STR-000141,TreatmentB,B02,116.75,2.38,0.2085,123,23.84,0.5023,0.2035,39.83,29.47,2,5.9,1,0
STR-000142,Control,B02,86.08,2.28,0.2733,451,16.11,0.4309,0.2523,31.04,26.07,1,4.65,0,0
STR-000143,TreatmentB,B01,95.99,1.48,0.2599,236,25.92,0.3473,0.2441,25.33,29.77,3,8.31,1,0
STR-000144,TreatmentA,B02,107.15,2.27,0.2401,248,120.41,0.3928,0.2133,25.62,29.37,4,6.7,1,1
STR-000145,Control,B02,118.2,2.95,0.281,681,13.44,0.2938,0.3626,29.92,21.03,0,5.14,0,0
STR-000146,Control,B02,109.1,3.31,0.2221,196,49.76,0.3344,0.2526,29.65,22.68,1,5.18,0,0
STR-000147,TreatmentB,B01,111.46,1.94,0.2344,322,58.39,0.5611,0.3645,27.32,12.26,2,6.17,1,1
STR-000148,TreatmentB,B01,103.39,1.0,0.2862,443,38.66,0.4094,0.4445,12.78,21.34,3,6.48,1,0
STR-000149,Control,B02,90.52,2.63,0.2686,86,21.27,0.4736,0.2822,52.18,33.42,0,7.21,0,1
STR-000150,TreatmentA,B03,117.84,1.68,0.1804,326,34.69,0.258,0.1947,43.15,30.58,3,7.76,1,1
STR-000151,Control,B01,110.88,2.21,0.2039,156,20.02,0.3063,0.282,40.19,27.62,1,7.08,1,1
STR-000152,TreatmentA,B02,103.06,1.25,0.2317,241,32.58,0.4786,0.4452,43.15,30.94,2,5.26,0,1
STR-000153,TreatmentA,B02,95.04,2.46,0.2496,266,80.2,0.34,0.4236,24.68,29.97,1,7.67,1,1
STR-000154,TreatmentA,B03,94.13,2.81,0.2386,235,33.68,0.2238,0.2673,46.3,20.81,4,7.96,0,1
STR-000155,Control,B02,110.23,4.08,0.2318,606,120.62,0.3894,0.3453,48.09,17.49,2,8.18,0,0
STR-000156,Control,B03,92.46,2.62,0.2861,176,30.56,0.3225,0.3319,66.81,27.86,2,7.05,0,1
STR-000157,Control,B02,77.54,1.59,0.2184,121,24.22,0.4542,0.4293,71.34,23.8,2,7.92,1,1
STR-000158,TreatmentA,B02,93.64,1.46,0.2327,522,42.59,0.3178,0.3737,23.97,22.48,2,5.37,1,0
STR-000159,TreatmentB,B01,122.44,1.56,0.1969,301,24.24,0.3586,0.3816,38.23,23.03,2,6.13,1,0
STR-000160,TreatmentA,B03,108.71,1.73,0.2329,1017,132.62,0.3962,0.2699,42.09,30.32,1,6.7,1,1
STR-000161,TreatmentB,B03,93.78,1.45,0.2314,914,40.3,0.5187,0.2763,7.84,22.14,1,7.67,1,0
STR-000162,TreatmentA,B02,113.24,1.76,0.2346,116,40.94,0.1416,0.4129,48.0,33.81,2,4.87,1,0
STR-000163,TreatmentA,B03,95.72,1.88,0.2514,590,23.47,0.2767,0.2182,18.82,22.57,3,8.15,1,0
STR-000164,TreatmentB,B03,105.67,1.38,0.2349,586,23.6,0.3015,0.5665,29.2,22.75,3,6.46,0,0
STR-000165,TreatmentA,B01,103.04,2.08,0.2714,354,72.27,0.511,0.2798,22.36,25.01,4,7.59,0,0
STR-000166,Control,B03,69.59,3.13,0.283,353,28.42,0.3902,0.2078,76.41,33.52,5,3.43,0,0
STR-000167,TreatmentB,B03,99.17,0.55,0.2185,445,18.74,0.4626,0.3038,84.68,26.42,0,5.26,1,0
STR-000168,TreatmentA,B02,107.51,2.5,0.2518,290,400.18,0.3358,0.296,44.17,31.47,0,6.69,1,1
STR-000169,TreatmentA,B03,104.03,3.24,0.1576,274,16.46,0.3315,0.2967,36.85,24.85,2,6.12,0,1
STR-000170,Control,B03,110.22,2.16,0.2823,708,21.6,0.6028,0.4771,42.08,20.29,1,6.36,1,1
STR-000171,Control,B03,120.47,1.26,0.2414,322,56.98,0.2545,0.2709,53.12,32.84,1,6.06,0,1
STR-000172,TreatmentB,B02,78.14,1.52,0.2462,149,13.62,0.2452,0.2709,13.32,20.93,2,7.25,1,1
STR-000173,TreatmentB,B01,105.76,1.74,0.2113,609,127.0,0.5921,0.1652,6.13,18.64,1,7.78,1,0
STR-000174,TreatmentA,B01,118.76,1.59,0.239,170,56.03,0.5114,0.4028,33.28,21.26,1,7.48,1,1
STR-000175,TreatmentA,B03,87.13,3.34,0.2612,331,18.66,0.3768,0.6048,29.4,19.23,6,7.48,0,1
STR-000176,TreatmentA,B01,76.27,1.89,0.2374,306,47.11,0.3837,0.1982,47.01,25.1,2,7.82,0,1
STR-000177,TreatmentA,B03,97.12,3.78,0.1977,598,74.97,0.1968,0.2249,22.93,33.91,0,8.19,1,1
STR-000178,Control,B01,85.47,2.08,0.2749,220,25.62,0.3092,0.42,42.39,30.53,1,6.89,0,0
STR-000179,TreatmentB,B02,102.25,1.03,0.2475,229,20.93,0.4791,0.394,13.77,25.28,3,6.43,1,1
STR-000180,TreatmentA,B01,101.0,1.09,0.2514,68,55.51,0.3967,0.2206,41.8,27.46,5,8.21,1,1
STR-000181,TreatmentB,B03,80.09,2.25,0.3015,302,87.9,0.3976,0.2683,27.91,31.69,1,4.67,0,0
STR-000182,TreatmentB,B03,92.58,1.58,0.2954,475,33.61,0.4376,0.4077,18.8,23.95,0,6.26,0,0
STR-000183,TreatmentA,B03,82.84,2.39,0.2917,168,14.45,0.5287,0.2072,53.0,27.92,1,6.06,1,0
STR-000184,TreatmentB,B01,127.01,0.76,0.249,277,21.49,0.3246,0.3531,11.56,32.61,0,6.54,1,1
STR-000185,TreatmentB,B02,113.56,1.97,0.2833,104,23.55,0.6953,0.248,10.06,18.95,1,3.46,0,0
STR-000186,Control,B03,63.17,2.58,0.2856,672,10.21,0.5082,0.3675,33.52,32.62,3,5.33,1,1
STR-000187,Control,B02,102.57,2.58,0.2319,362,24.73,0.5771,0.3745,68.16,27.39,3,8.82,0,1
STR-000188,Control,B01,86.81,2.69,0.2469,242,52.45,0.4454,0.4585,35.92,25.77,6,4.17,0,0
STR-000189,TreatmentA,B02,89.02,1.54,0.1968,145,54.41,0.3499,0.3033,55.34,22.68,1,7.58,0,1
STR-000190,TreatmentA,B03,86.25,2.12,0.2203,346,20.89,0.3929,0.0641,39.32,35.03,1,9.93,0,0
STR-000191,TreatmentA,B01,92.51,1.16,0.2214,177,40.81,0.2883,0.1798,37.82,13.38,7,6.95,1,1
STR-000192,TreatmentB,B02,99.0,1.14,0.212,206,31.33,0.251,0.3648,34.33,18.51,4,8.05,0,1
STR-000193,Control,B02,124.43,2.84,0.2512,437,50.59,0.5118,0.2647,27.95,16.22,3,5.94,0,1
STR-000194,TreatmentA,B01,88.1,2.49,0.2435,97,48.51,0.5092,0.2571,22.94,14.13,2,8.08,0,1
STR-000195,TreatmentB,B01,132.98,1.45,0.2817,786,18.3,0.3747,0.2632,12.59,30.47,2,4.52,0,0
STR-000196,TreatmentA,B01,132.68,1.73,0.2401,342,57.52,0.3129,0.2516,19.9,27.9,3,7.4,0,1
STR-000197,TreatmentA,B01,114.32,1.92,0.2439,34,65.03,0.3645,0.4433,49.44,31.07,1,5.97,1,0
STR-000198,Control,B03,91.43,2.76,0.1877,262,68.72,0.2619,0.2829,23.54,24.53,0,7.29,0,1
STR-000199,TreatmentA,B03,79.88,1.58,0.2378,193,22.76,0.2058,0.3458,20.15,19.7,1,7.85,1,1
STR-000200,TreatmentA,B02,137.03,3.32,0.2754,192,36.21,0.3164,0.3026,17.22,16.44,2,9.24,0,0
STR-000201,TreatmentA,B02,100.25,1.23,0.2677,111,6.52,0.6636,0.2268,36.79,19.97,1,7.14,0,1
STR-000202,Control,B02,86.33,2.35,0.2737,324,59.97,0.3609,0.1532,32.54,33.7,4,5.82,0,1
STR-000203,TreatmentB,B01,112.61,1.73,0.2654,145,26.14,0.7742,0.3639,38.81,18.68,2,8.83,1,1
STR-000204,Control,B03,78.11,2.58,0.2654,114,40.93,0.3763,0.3887,44.57,15.78,3,7.06,0,1
STR-000205,Control,B02,103.15,2.7,0.0881,360,19.87,0.7837,0.1845,26.04,19.74,3,6.02,1,0
STR-000206,TreatmentB,B02,101.86,1.85,0.2576,194,72.37,0.3885,0.2127,29.73,20.08,3,8.06,0,1
STR-000207,Control,B02,116.53,3.06,0.2432,153,21.0,0.2549,0.1396,26.13,28.97,5,5.93,0,1
STR-000208,TreatmentA,B02,80.17,1.3,0.228,152,16.02,0.5687,0.3203,41.07,23.25,1,6.69,0,1
STR-000209,Control,B01,124.82,1.6,0.1855,244,32.23,0.386,0.2159,51.53,11.87,2,6.56,0,1
STR-000210,TreatmentB,B01,108.16,0.76,0.3421,898,41.99,0.5797,0.249,11.24,21.15,5,10.33,0,0
STR-000211,Control,B03,85.05,3.16,0.2156,573,36.85,0.5843,0.2708,66.71,39.18,1,9.96,0,0
STR-000212,TreatmentA,B02,91.46,1.68,0.1839,595,6.96,0.3243,0.4088,15.75,24.62,3,6.79,0,0
STR-000213,TreatmentA,B02,102.79,1.92,0.1637,110,21.88,0.5207,0.3379,24.64,22.56,2,6.21,1,1
STR-000214,Control,B03,74.04,2.26,0.212,245,82.04,0.3719,0.3601,47.85,26.84,4,7.93,0,0
STR-000215,TreatmentA,B02,88.16,1.73,0.2826,405,57.33,0.4813,0.1663,49.68,26.29,2,6.48,1,1
STR-000216,TreatmentB,B01,97.47,1.83,0.2733,532,16.72,0.7064,0.321,44.41,27.67,1,7.28,1,1
STR-000217,TreatmentB,B02,100.04,1.67,0.2213,242,65.08,0.3216,0.4479,36.47,27.36,0,8.6,1,0
STR-000218,Control,B03,86.77,1.92,0.2836,645,24.92,0.3206,0.2055,29.0,29.67,2,7.97,0,1
STR-000219,TreatmentB,B01,68.29,2.82,0.2087,149,49.12,0.3316,0.2325,21.58,12.26,1,8.71,1,1
STR-000220,TreatmentA,B01,84.29,1.38,0.2486,470,28.61,0.5353,0.1233,16.07,30.98,2,7.19,1,0
STR-000221,TreatmentB,B01,105.27,1.01,0.2244,170,63.56,0.512,0.2424,63.48,32.39,4,5.45,0,0
STR-000222,TreatmentB,B03,103.76,1.68,0.2769,85,51.94,0.3325,0.5005,28.32,27.69,2,7.02,1,0
STR-000223,TreatmentA,B03,107.47,1.76,0.2039,141,21.3,0.337,0.4104,23.65,32.52,0,7.81,1,0
STR-000224,TreatmentA,B01,80.94,2.76,0.1911,373,39.4,0.2721,0.3124,47.84,29.89,3,7.82,0,1
STR-000225,Control,B02,98.94,2.85,0.149,151,21.09,0.5712,0.393,64.02,19.64,3,7.52,1,1
