sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-501529,Soldier,Colony-B,35.7,31,0.194,30.9,16.5,7.74,11.64,0.358,28,11,20.23,0,0
NMR-500193,Soldier,Colony-C,46.2,58,0.16,33.0,13.5,6.3,17.75,0.383,25,10,19.57,0,0
NMR-504494,Worker,Colony-C,35.3,38,0.25,31.5,14.7,4.83,12.42,0.179,22,15,16.37,0,1
NMR-507194,Worker,Colony-D,27.7,113,0.324,30.8,21.9,6.34,8.53,0.094,25,12,19.38,0,0
NMR-503775,Worker,Colony-A,34.3,41,0.426,30.6,13.2,6.91,9.11,0.238,25,7,17.43,0,0
NMR-509860,Soldier,Colony-E,40.2,47,0.226,32.4,19.2,7.19,10.72,0.408,26,6,21.0,1,1
NMR-507788,Soldier,Colony-D,35.7,47,0.404,32.2,20.5,6.96,16.39,0.394,15,9,16.41,0,1
NMR-509506,Worker,Colony-A,23.7,177,0.241,32.4,19.3,5.99,12.33,0.428,21,11,20.43,0,0
NMR-500443,Worker,Colony-E,31.9,107,0.232,31.6,30.3,6.37,15.49,0.322,16,11,21.36,0,0
NMR-502936,Breeder,Colony-E,30.3,127,0.383,31.9,41.1,7.93,2.81,0.355,24,8,22.76,1,1
NMR-501301,Soldier,Colony-B,28.3,59,0.309,31.9,24.1,5.75,9.96,0.249,24,7,18.78,0,1
NMR-506457,Soldier,Colony-C,38.4,60,0.211,32.1,16.8,5.82,6.87,0.471,30,8,18.8,1,1
NMR-507905,Soldier,Colony-E,36.8,54,0.256,32.0,51.4,8.43,22.97,0.234,21,13,21.7,1,1
NMR-508764,Soldier,Colony-D,23.0,30,0.329,30.9,30.2,7.08,15.53,0.185,17,10,24.43,1,0
NMR-502057,Breeder,Colony-B,38.2,107,0.307,31.9,13.0,6.17,20.47,0.576,16,13,18.59,0,0
NMR-508394,Worker,Colony-B,29.6,39,0.161,33.0,25.9,7.05,11.16,0.284,23,18,23.4,1,0
NMR-504402,Worker,Colony-C,38.3,94,0.218,32.8,22.9,6.48,11.31,0.181,24,12,20.87,1,1
NMR-506120,Breeder,Colony-C,41.7,108,0.324,34.1,27.4,9.09,12.76,0.284,28,14,16.7,1,1
NMR-503499,Worker,Colony-E,30.3,109,0.258,32.4,13.9,8.74,21.12,0.28,27,12,22.55,1,1
NMR-509710,Worker,Colony-A,36.4,95,0.259,32.7,14.0,6.35,12.46,0.202,25,12,22.17,0,1
NMR-509725,Worker,Colony-D,33.4,111,0.305,31.2,17.1,7.75,11.91,0.547,26,7,16.81,1,1
NMR-502439,Worker,Colony-E,22.6,35,0.257,33.0,16.0,6.24,12.56,0.099,23,9,13.77,1,1
NMR-501013,Soldier,Colony-B,26.9,68,0.227,33.1,44.5,7.02,7.22,0.38,25,6,15.93,1,0
NMR-504000,Worker,Colony-E,36.0,26,0.266,32.1,16.4,5.01,19.78,0.462,25,7,21.81,1,1
NMR-508619,Worker,Colony-E,26.2,79,0.219,32.1,23.6,7.53,11.1,0.148,31,11,18.44,1,1
NMR-508696,Breeder,Colony-E,40.1,73,0.193,31.9,22.6,6.25,17.01,0.34,21,12,20.76,0,1
NMR-509924,Worker,Colony-A,27.1,59,0.238,31.8,43.6,6.12,8.79,0.394,28,12,16.44,1,1
NMR-502088,Worker,Colony-B,22.2,34,0.19,32.4,27.5,5.43,9.38,0.179,24,17,18.71,1,1
NMR-508651,Worker,Colony-A,26.2,120,0.338,32.4,25.7,7.93,6.85,0.213,20,17,15.82,0,1
NMR-500792,Worker,Colony-E,36.9,125,0.13,32.0,40.7,6.32,10.37,0.132,29,8,16.46,1,0
NMR-509642,Worker,Colony-A,32.8,66,0.244,32.3,5.7,7.62,6.35,0.222,26,18,18.69,1,1
NMR-505797,Soldier,Colony-C,30.3,69,0.244,32.6,12.5,7.13,4.14,0.467,19,13,27.85,1,0
NMR-503539,Worker,Colony-C,25.9,34,0.175,33.6,11.0,6.88,7.34,0.385,35,14,14.45,1,0
NMR-507152,Worker,Colony-E,31.4,52,0.258,31.3,15.0,8.09,17.61,0.241,27,8,23.26,1,1
NMR-501809,Worker,Colony-D,28.7,60,0.302,31.7,23.2,5.7,24.47,0.245,19,9,16.95,1,0
NMR-502691,Worker,Colony-E,35.9,58,0.292,31.5,19.5,4.67,10.85,0.182,26,7,9.91,0,0
NMR-502504,Worker,Colony-E,32.4,43,0.328,33.9,18.5,7.26,14.01,0.3,24,10,14.37,1,0
NMR-507605,Worker,Colony-E,23.1,56,0.233,32.6,20.3,7.89,11.22,0.287,30,14,19.95,0,1
NMR-501329,Worker,Colony-B,34.7,30,0.198,31.4,12.6,6.02,9.99,0.345,26,12,18.83,1,1
NMR-508108,Worker,Colony-B,17.9,35,0.217,31.5,24.1,6.9,7.76,0.191,33,10,16.66,1,1
NMR-508836,Breeder,Colony-C,46.5,86,0.233,32.9,43.0,6.81,4.12,0.439,22,10,24.5,1,1
NMR-507222,Worker,Colony-A,22.0,36,0.281,32.7,28.8,4.53,18.57,0.295,27,12,18.28,1,1
NMR-507604,Breeder,Colony-E,40.5,31,0.22,33.7,10.4,7.18,7.05,0.129,22,10,19.62,0,0
NMR-503451,Worker,Colony-E,21.0,149,0.286,32.5,22.6,5.02,14.62,0.633,27,13,24.76,0,0
NMR-502265,Worker,Colony-D,34.3,58,0.328,32.4,8.3,7.91,20.43,0.307,25,14,21.86,0,1
NMR-500837,Soldier,Colony-C,34.1,106,0.177,33.2,7.5,6.07,5.19,0.169,24,12,16.4,0,0
NMR-506638,Queen,Colony-C,51.0,59,0.247,29.8,37.0,5.71,4.95,0.073,23,7,20.55,1,1
NMR-505308,Soldier,Colony-B,31.4,38,0.326,32.9,14.2,8.99,5.12,0.164,16,23,17.36,1,0
NMR-503919,Worker,Colony-C,41.3,62,0.267,32.0,18.0,6.48,9.88,0.06,25,15,23.22,1,1
NMR-500678,Worker,Colony-B,23.8,44,0.342,33.7,16.7,4.57,10.35,0.126,27,9,18.48,0,1
NMR-501819,Worker,Colony-E,34.0,60,0.308,32.9,22.5,7.78,6.11,0.272,19,8,16.79,1,1
NMR-507108,Soldier,Colony-E,39.0,63,0.356,31.7,15.2,6.38,6.36,0.429,14,14,16.93,0,0
NMR-506736,Breeder,Colony-D,42.4,32,0.303,34.3,22.3,6.79,6.89,0.334,23,11,20.93,0,0
NMR-501365,Soldier,Colony-C,30.4,19,0.183,32.6,7.5,6.1,10.4,0.203,27,14,13.72,1,1
NMR-508405,Worker,Colony-D,15.2,52,0.383,32.3,24.1,6.27,14.69,0.179,21,6,20.82,0,1
NMR-504392,Worker,Colony-B,19.5,56,0.368,31.3,28.6,8.25,8.36,0.192,21,13,20.47,0,0
NMR-500983,Worker,Colony-B,27.4,87,0.252,32.5,12.5,8.08,12.79,0.432,17,11,22.21,1,1
NMR-506091,Queen,Colony-D,48.5,90,0.242,30.6,21.4,6.76,9.85,0.389,27,10,16.88,0,0
NMR-503985,Worker,Colony-D,34.6,155,0.2,33.5,24.2,8.26,12.01,0.258,26,9,21.21,1,1
NMR-507786,Worker,Colony-B,32.8,52,0.343,31.3,43.1,9.76,9.83,0.172,19,8,21.69,1,0
NMR-504202,Worker,Colony-B,29.2,108,0.252,32.6,23.2,7.0,16.0,0.175,23,9,13.28,1,1
NMR-505995,Worker,Colony-D,25.7,62,0.266,33.4,13.2,4.82,5.51,0.24,27,9,20.58,0,0
NMR-507902,Worker,Colony-A,24.4,129,0.218,30.6,13.2,4.96,14.69,0.389,24,10,18.89,1,0
NMR-505703,Breeder,Colony-E,39.4,45,0.251,32.7,21.9,8.69,0.98,0.179,23,11,23.58,1,1
NMR-504545,Soldier,Colony-A,46.6,48,0.428,31.6,23.4,6.03,7.32,0.345,31,12,24.27,0,1
NMR-503643,Worker,Colony-C,25.4,33,0.241,32.8,28.4,4.86,11.43,0.565,26,17,16.48,0,1
NMR-503537,Soldier,Colony-A,39.6,49,0.26,32.4,16.6,6.12,9.57,0.203,31,14,17.46,1,1
NMR-507449,Soldier,Colony-A,35.4,123,0.203,34.0,26.6,8.84,9.71,0.131,19,11,16.25,1,1
NMR-509740,Breeder,Colony-C,49.4,104,0.301,30.4,17.7,7.16,15.83,0.361,24,10,17.49,1,0
NMR-504964,Worker,Colony-A,45.5,217,0.203,32.1,9.9,6.79,13.35,0.36,24,9,18.25,0,1
NMR-507625,Breeder,Colony-E,42.8,47,0.279,32.1,22.1,6.9,2.46,0.191,19,10,20.92,1,0
NMR-508751,Worker,Colony-E,39.3,55,0.289,33.0,8.6,7.68,17.99,0.111,29,10,21.72,0,1
NMR-503306,Worker,Colony-A,23.6,21,0.236,31.4,33.0,8.09,12.58,0.347,31,13,24.26,1,0
NMR-506909,Worker,Colony-D,29.8,105,0.237,32.9,9.4,6.73,20.95,0.128,29,9,15.27,0,1
NMR-506624,Worker,Colony-C,27.1,29,0.174,31.5,24.3,5.66,8.43,0.297,13,4,20.59,1,1
NMR-509029,Worker,Colony-E,35.4,92,0.213,32.3,13.6,7.3,12.74,0.162,22,11,21.46,1,1
NMR-504029,Worker,Colony-E,24.7,60,0.279,33.1,18.5,5.98,8.92,0.176,24,7,20.54,1,0
NMR-506729,Breeder,Colony-E,43.5,118,0.257,33.3,21.5,9.11,5.68,0.404,26,15,15.07,0,1
NMR-507810,Worker,Colony-B,30.8,25,0.219,32.4,18.0,9.85,20.86,0.512,24,14,16.29,1,0
NMR-508485,Worker,Colony-E,28.1,31,0.195,31.4,30.2,6.57,13.89,0.449,18,9,18.99,0,0
NMR-506316,Worker,Colony-D,21.6,92,0.124,31.3,13.6,8.43,12.13,0.164,27,9,23.17,1,1
NMR-508860,Worker,Colony-D,26.6,69,0.203,34.9,7.6,6.41,22.25,0.086,26,14,16.45,1,0
NMR-505932,Soldier,Colony-A,39.9,91,0.309,32.3,19.7,5.67,13.74,0.361,29,10,22.66,1,0
NMR-501675,Breeder,Colony-E,52.2,20,0.223,31.2,26.9,7.36,12.88,0.081,24,7,21.02,0,0
NMR-505940,Soldier,Colony-B,34.8,76,0.242,32.6,18.9,5.42,8.22,0.146,24,10,14.11,0,0
NMR-507031,Soldier,Colony-E,40.3,71,0.296,33.3,13.7,4.83,7.88,0.372,28,11,14.08,1,0
NMR-501868,Breeder,Colony-A,31.2,70,0.181,31.0,19.8,7.8,4.63,0.182,22,18,19.9,1,0
NMR-509959,Worker,Colony-A,36.0,57,0.178,33.0,12.6,7.11,10.41,0.204,27,9,13.98,1,0
NMR-505478,Soldier,Colony-B,38.8,53,0.317,32.5,12.1,8.72,7.27,0.374,32,16,13.35,1,1
NMR-506718,Worker,Colony-D,20.3,37,0.418,32.8,19.6,6.85,11.39,0.185,20,8,18.1,1,1
NMR-502487,Worker,Colony-C,37.4,41,0.305,31.9,24.7,8.0,10.19,0.407,24,10,16.56,0,0
NMR-502769,Soldier,Colony-C,46.5,44,0.256,32.6,10.6,6.79,7.88,0.066,24,9,16.71,0,1
NMR-504214,Soldier,Colony-E,28.8,45,0.227,31.9,15.9,6.47,10.85,0.53,24,9,21.33,1,1
NMR-504995,Worker,Colony-D,28.6,60,0.22,30.4,16.2,8.15,9.29,0.213,17,8,21.15,0,0
NMR-507016,Queen,Colony-A,54.0,63,0.234,31.3,20.0,7.66,31.47,0.413,33,9,21.96,1,0
NMR-505613,Worker,Colony-B,32.5,56,0.299,33.1,15.3,7.92,13.25,0.332,23,8,19.98,0,0
NMR-503045,Queen,Colony-D,41.9,49,0.166,31.8,9.1,6.2,6.03,0.28,26,11,23.59,1,1
NMR-509287,Breeder,Colony-B,41.3,30,0.337,31.1,7.8,6.57,2.87,0.378,19,9,19.58,0,1
NMR-506251,Worker,Colony-E,28.6,35,0.356,33.9,21.1,8.3,29.47,0.168,25,15,13.43,0,0
NMR-506162,Worker,Colony-D,15.8,39,0.327,32.2,22.4,7.06,14.47,0.397,24,6,16.91,0,1
NMR-508966,Worker,Colony-E,21.6,71,0.186,32.4,28.1,6.28,9.07,0.32,21,7,16.6,1,1
NMR-505486,Worker,Colony-B,31.8,23,0.253,31.8,22.3,6.46,9.78,0.274,21,13,19.83,1,1
NMR-501749,Soldier,Colony-D,43.0,33,0.172,33.2,16.2,5.98,4.12,0.143,22,10,20.63,1,1
NMR-500077,Worker,Colony-E,25.8,56,0.284,31.2,10.2,5.57,9.44,0.233,25,8,17.34,0,0
NMR-508972,Worker,Colony-C,33.9,72,0.188,32.3,32.0,6.59,7.14,0.565,31,18,23.54,1,1
NMR-502433,Worker,Colony-B,36.0,86,0.261,31.3,46.5,6.9,8.94,0.474,22,19,19.65,1,1
NMR-505976,Worker,Colony-B,30.3,42,0.444,31.1,24.6,6.36,13.19,0.149,22,13,15.66,1,0
NMR-506274,Worker,Colony-D,30.4,58,0.363,32.6,21.2,4.1,11.31,0.303,21,8,16.93,0,1
NMR-505544,Worker,Colony-D,30.7,111,0.186,32.9,29.5,7.65,9.22,0.545,25,12,22.31,0,1
NMR-509350,Soldier,Colony-A,40.4,67,0.263,31.9,14.8,6.5,5.84,0.261,22,10,17.94,0,1
NMR-507268,Soldier,Colony-C,40.6,129,0.208,32.3,8.2,7.1,6.76,0.362,33,12,12.52,0,1
NMR-504982,Soldier,Colony-B,26.8,72,0.297,30.8,5.5,7.79,7.89,0.238,26,10,23.22,0,0
NMR-503329,Soldier,Colony-A,28.4,44,0.294,33.0,22.4,7.18,3.6,0.382,25,14,16.87,0,0
NMR-501937,Worker,Colony-B,22.0,79,0.171,32.0,31.0,7.34,22.7,0.216,22,13,20.05,1,1
NMR-507498,Queen,Colony-A,38.7,55,0.23,32.2,8.0,6.62,4.73,0.238,13,8,23.72,1,1
NMR-507332,Worker,Colony-A,27.2,91,0.19,32.1,34.1,6.93,11.26,0.401,20,12,18.57,1,1
NMR-500383,Breeder,Colony-E,46.9,27,0.296,31.4,24.0,6.24,2.09,0.237,32,7,12.87,0,1
NMR-509017,Breeder,Colony-D,33.2,33,0.204,32.8,17.1,6.95,11.83,0.082,27,12,18.25,1,0
NMR-509311,Worker,Colony-D,45.0,38,0.275,33.1,13.1,6.61,14.78,0.419,28,10,18.67,1,0
NMR-504327,Worker,Colony-D,30.3,112,0.243,32.4,23.1,6.42,9.91,0.325,22,13,19.14,1,1
NMR-501043,Worker,Colony-D,33.1,79,0.274,32.8,10.5,6.35,10.92,0.349,28,12,23.44,1,1
NMR-502586,Soldier,Colony-B,33.7,85,0.246,32.2,25.5,6.44,4.47,0.284,25,14,15.55,1,0
NMR-500414,Worker,Colony-D,27.4,113,0.233,32.1,11.5,6.22,11.51,0.205,23,4,16.11,0,1
NMR-500684,Soldier,Colony-A,29.2,76,0.307,31.4,29.0,8.06,15.59,0.481,26,11,21.51,0,1
NMR-501026,Worker,Colony-B,21.6,35,0.249,32.1,12.8,7.43,8.49,0.346,25,10,21.17,0,1
NMR-508821,Worker,Colony-A,33.4,43,0.119,32.2,19.5,7.1,16.25,0.321,24,12,18.82,1,0
NMR-502116,Worker,Colony-B,33.7,59,0.207,32.2,26.1,7.43,11.17,0.272,20,10,22.96,1,1
NMR-502210,Breeder,Colony-B,29.3,96,0.253,31.8,24.2,4.82,5.93,0.463,24,12,24.16,1,0
NMR-504595,Worker,Colony-D,15.1,18,0.212,33.2,23.6,4.68,13.47,0.18,27,1,17.62,1,1
NMR-500028,Worker,Colony-C,29.6,60,0.222,30.7,11.9,7.1,9.21,0.168,22,12,13.96,0,0
NMR-502464,Worker,Colony-B,40.7,78,0.283,32.3,39.9,5.46,14.06,0.456,22,14,16.74,1,1
NMR-507602,Worker,Colony-B,23.6,35,0.24,31.7,27.5,6.99,11.49,0.104,22,9,26.06,1,0
NMR-502284,Soldier,Colony-B,41.6,27,0.268,31.0,18.9,8.04,20.98,0.227,18,11,21.29,0,0
NMR-503738,Worker,Colony-E,23.0,64,0.265,31.6,23.6,8.04,16.39,0.262,27,13,19.01,0,1
NMR-504506,Worker,Colony-E,39.8,61,0.208,31.6,8.2,7.25,9.4,0.109,29,15,17.01,0,1
NMR-505623,Worker,Colony-D,49.9,20,0.275,31.5,34.6,6.45,16.76,0.523,20,12,21.82,1,1
NMR-505830,Worker,Colony-D,28.7,49,0.143,32.3,18.8,7.62,7.6,0.418,25,15,19.35,1,1
NMR-505355,Worker,Colony-E,27.5,67,0.225,32.0,12.4,7.62,9.13,0.102,25,8,16.78,1,1
NMR-506668,Worker,Colony-D,31.9,51,0.286,32.7,19.9,7.11,10.06,0.424,21,8,18.25,0,1
NMR-500923,Worker,Colony-D,28.6,41,0.234,32.7,22.3,8.11,16.59,0.448,25,10,14.62,0,0
NMR-506195,Breeder,Colony-E,38.1,96,0.203,32.4,31.7,7.41,7.67,0.295,22,7,25.64,1,1
NMR-509135,Worker,Colony-D,21.6,67,0.244,31.4,16.9,7.26,9.11,0.437,21,19,23.62,1,1
NMR-504678,Worker,Colony-C,27.9,54,0.497,32.6,22.9,6.48,17.21,0.646,24,8,16.71,0,0
NMR-505690,Breeder,Colony-D,33.8,48,0.367,33.6,27.3,6.63,6.17,0.493,28,6,26.75,0,0
NMR-509355,Worker,Colony-B,36.0,52,0.183,33.0,6.7,5.8,9.32,0.381,26,12,19.38,0,0
NMR-500393,Queen,Colony-C,34.7,52,0.133,31.1,24.4,6.75,0.08,0.215,14,11,20.22,1,0
NMR-504868,Worker,Colony-D,24.1,89,0.242,31.7,45.6,5.97,11.32,0.232,22,11,19.14,1,0
NMR-504412,Soldier,Colony-B,28.6,29,0.202,31.5,12.4,6.39,11.84,0.139,14,17,21.14,0,1
NMR-500411,Soldier,Colony-A,25.4,41,0.332,32.5,9.7,5.71,11.68,0.326,34,7,16.1,0,1
NMR-508028,Breeder,Colony-A,40.4,118,0.257,31.3,15.8,7.17,3.28,0.173,26,7,20.66,1,1
NMR-504889,Breeder,Colony-E,28.7,41,0.254,30.9,24.4,7.01,1.68,0.343,28,14,18.06,0,0
NMR-504010,Worker,Colony-C,27.0,65,0.19,32.8,18.0,5.63,12.4,0.417,22,11,18.47,1,1
NMR-500626,Worker,Colony-B,26.8,44,0.119,31.6,23.4,8.02,8.79,0.189,21,17,20.46,1,0
NMR-501685,Worker,Colony-E,24.3,41,0.277,32.4,16.1,6.54,11.9,0.358,28,4,16.88,0,1
NMR-502844,Worker,Colony-A,42.4,97,0.22,31.5,18.0,6.09,13.85,0.443,22,11,15.14,1,0
NMR-501236,Queen,Colony-B,54.3,52,0.167,31.6,12.0,6.71,-2.99,0.352,23,10,17.67,1,0
NMR-505335,Soldier,Colony-D,34.8,30,0.199,33.7,47.6,6.77,12.96,0.256,19,6,19.19,1,0
NMR-509181,Worker,Colony-A,30.6,91,0.286,32.1,34.1,7.96,12.8,0.125,23,10,19.04,1,1
NMR-500934,Breeder,Colony-A,34.3,37,0.356,31.7,18.5,4.56,10.13,0.577,20,11,13.43,0,1
NMR-507619,Soldier,Colony-C,30.9,38,0.185,33.7,15.9,6.93,4.51,0.354,21,10,14.8,0,0
NMR-501943,Worker,Colony-D,33.8,167,0.305,31.8,28.1,4.57,14.66,0.162,16,8,18.49,1,0
NMR-500556,Worker,Colony-A,34.2,47,0.268,31.7,15.7,7.68,12.19,0.341,21,14,17.58,0,1
NMR-501826,Soldier,Colony-E,30.5,40,0.181,30.2,32.6,7.78,10.84,0.229,28,11,18.49,1,0
NMR-502698,Worker,Colony-A,16.8,42,0.213,31.6,27.4,6.17,8.9,0.305,27,8,23.25,1,1
NMR-508893,Breeder,Colony-C,38.8,89,0.337,31.6,31.3,6.89,3.65,0.546,24,15,17.99,1,1
NMR-507129,Worker,Colony-A,25.1,84,0.297,32.7,30.3,5.34,19.05,0.086,21,11,20.73,1,0
NMR-502219,Soldier,Colony-E,40.4,37,0.302,31.1,29.1,7.49,11.58,0.262,19,11,17.82,1,0
NMR-503000,Worker,Colony-E,30.7,112,0.155,32.1,33.4,4.72,14.07,0.099,30,10,18.91,1,0
NMR-501525,Worker,Colony-E,26.4,109,0.13,32.7,19.8,6.13,18.56,0.212,21,12,23.82,1,0
NMR-506633,Worker,Colony-E,23.9,85,0.279,31.6,15.9,5.53,14.29,0.234,17,16,16.89,0,0
NMR-506671,Soldier,Colony-D,36.1,57,0.155,32.0,7.4,7.89,29.15,0.104,25,16,16.69,0,1
NMR-508135,Worker,Colony-C,32.3,54,0.304,30.5,10.0,7.48,12.5,0.246,23,17,19.64,1,0
NMR-501057,Worker,Colony-D,31.0,60,0.269,31.9,12.5,7.22,16.14,0.336,31,9,22.77,0,0
NMR-501520,Worker,Colony-A,31.4,76,0.269,32.2,21.7,5.96,11.97,0.212,24,12,17.84,0,1
NMR-502866,Worker,Colony-B,33.8,50,0.268,32.8,15.1,9.74,21.48,0.374,24,15,14.11,0,0
NMR-502653,Worker,Colony-B,28.1,120,0.245,32.0,13.6,6.49,9.61,0.337,28,14,19.77,0,1
NMR-508791,Soldier,Colony-C,36.8,47,0.255,32.0,15.8,6.1,7.67,0.395,25,12,17.99,0,1
NMR-502362,Worker,Colony-C,32.5,55,0.306,31.6,25.4,7.3,17.91,0.377,21,8,18.39,0,0
NMR-506048,Breeder,Colony-B,44.0,48,0.25,32.6,29.9,5.8,6.41,0.624,16,12,21.27,1,1
NMR-505015,Soldier,Colony-C,39.3,34,0.15,31.5,28.9,6.95,11.5,0.211,18,9,17.94,0,0
NMR-502437,Queen,Colony-B,51.5,54,0.254,32.0,12.9,5.55,6.77,0.185,24,13,20.72,1,1
NMR-502344,Worker,Colony-D,21.8,75,0.162,33.8,19.8,7.4,12.63,0.333,17,7,22.03,1,0
NMR-504418,Soldier,Colony-C,39.4,31,0.184,33.1,22.2,6.69,8.31,0.238,26,12,17.66,1,0
NMR-505893,Worker,Colony-B,32.4,74,0.189,32.4,28.5,7.63,20.52,0.208,29,11,21.27,1,1
NMR-501447,Worker,Colony-E,33.8,45,0.178,32.4,17.6,6.02,12.74,0.252,18,8,19.69,0,1
