sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-000055,TreatmentB,B02,98.59,244,250.64,598.26,1502.9,818.3,0.8547,0.9831,17.63,1,0
IMG-000056,Control,B03,127.56,236,193.71,554.5,1304.1,43.0,0.8488,0.9518,24.52,0,1
IMG-000057,TreatmentA,B03,118.06,217,182.76,818.36,1535.7,747.3,0.7266,0.9629,10.98,1,1
IMG-000058,Control,B03,96.92,235,135.71,869.9,1060.2,520.2,0.8422,0.9972,33.08,0,0
IMG-000059,TreatmentB,B01,89.7,261,154.58,833.49,1615.6,787.8,0.939,0.9142,19.79,0,1
IMG-000060,Control,B01,102.95,238,191.81,689.53,1157.2,568.5,0.8123,0.9494,26.16,0,1
IMG-000061,Control,B01,88.21,261,183.26,427.11,1607.2,337.7,0.8118,0.8604,15.87,1,0
IMG-000062,Control,B03,82.64,211,197.27,590.64,1167.7,2.4,0.7869,0.9744,14.33,0,1
IMG-000063,TreatmentB,B01,117.35,275,107.49,669.56,1228.0,587.5,0.6032,0.868,19.48,1,0
IMG-000064,TreatmentA,B03,114.98,232,191.88,784.91,1960.3,477.3,0.6943,0.9408,31.42,1,1
IMG-000065,TreatmentA,B02,114.41,234,207.97,697.7,1618.5,286.2,0.8667,0.9209,18.73,0,0
IMG-000066,Control,B02,72.75,232,173.27,547.91,1499.1,609.3,0.8633,0.964,13.96,0,0
IMG-000067,Control,B02,110.53,241,184.06,812.3,1536.3,440.5,0.8021,0.89,48.75,0,1
IMG-000068,TreatmentA,B01,102.37,242,206.36,962.32,1689.3,1005.6,0.8359,0.9173,16.67,0,1
IMG-000069,TreatmentB,B03,74.85,234,218.52,646.79,1682.2,870.9,0.8799,0.8964,36.36,0,0
IMG-000070,Control,B03,96.52,217,169.47,743.78,1733.4,612.0,0.8454,0.9552,42.64,1,0
IMG-000071,TreatmentB,B01,126.7,253,208.47,695.34,1840.7,660.0,0.662,0.9863,22.15,1,0
IMG-000072,Control,B03,84.83,216,208.9,483.48,1271.4,-123.4,0.8021,0.9373,9.1,0,1
IMG-000073,Control,B02,101.28,211,254.83,773.22,1134.0,1250.2,0.6721,0.9433,25.63,1,0
IMG-000074,Control,B01,89.84,236,209.55,580.96,1918.0,179.5,0.8718,0.978,24.34,0,0
IMG-000075,Control,B01,92.2,194,257.18,841.24,1374.8,504.6,0.7425,0.9957,34.97,0,0
IMG-000076,Control,B03,98.95,236,225.77,757.47,1158.8,339.0,0.8277,0.9557,13.74,0,0
IMG-000077,Control,B03,109.67,237,175.26,534.68,961.7,626.2,0.8069,0.9451,12.98,0,1
IMG-000078,TreatmentB,B01,102.94,242,201.05,688.89,1878.1,597.5,0.9093,0.8024,16.03,1,1
IMG-000079,Control,B01,67.89,219,152.15,1008.22,1289.6,52.7,0.7883,0.9644,57.64,0,0
IMG-000080,Control,B02,122.08,242,191.44,539.68,1021.3,-50.5,0.7993,0.8644,13.73,0,1
IMG-000081,TreatmentA,B01,119.77,253,187.24,943.94,1106.0,373.1,0.6717,0.9535,24.51,0,0
IMG-000082,TreatmentA,B02,115.79,224,182.18,874.59,1205.8,494.7,0.9008,0.9439,10.21,0,0
IMG-000083,Control,B02,88.04,217,226.94,734.87,1659.9,1391.3,0.8443,0.8964,21.69,1,0
IMG-000084,Control,B01,105.19,225,199.16,641.78,1622.4,455.8,0.8414,0.9477,18.15,0,1
IMG-000085,TreatmentA,B03,111.54,260,217.89,632.8,1202.9,936.3,0.5227,0.9315,6.64,1,0
IMG-000086,TreatmentB,B02,69.81,246,177.87,588.11,1037.1,823.7,0.8229,0.8385,30.01,1,1
IMG-000087,Control,B01,125.26,220,180.8,551.58,1382.1,-27.3,0.9109,0.8943,26.83,0,1
IMG-000088,TreatmentA,B03,104.95,233,173.76,929.05,1200.1,1091.4,0.8918,0.8515,9.87,0,0
IMG-000089,Control,B02,106.64,236,183.11,466.04,1778.8,581.3,0.9381,0.9019,13.58,0,0
IMG-000090,TreatmentA,B03,111.96,248,157.89,755.26,1589.6,684.9,0.9147,0.9528,30.7,0,1
IMG-000091,TreatmentA,B03,107.59,234,207.82,1092.88,1421.7,1360.0,0.9542,0.9781,14.73,1,0
IMG-000092,TreatmentB,B03,71.53,244,164.18,756.07,1520.4,493.0,0.8038,0.9344,12.82,0,1
IMG-000093,TreatmentA,B03,102.89,229,182.17,1014.94,1549.8,739.8,0.7973,0.9797,17.24,1,1
IMG-000094,TreatmentA,B01,93.58,251,218.11,828.54,1192.1,351.9,0.8798,0.9088,14.28,1,0
IMG-000095,TreatmentA,B03,96.98,233,273.52,660.73,1208.0,281.4,0.6237,0.8318,16.94,0,0
IMG-000096,Control,B02,96.24,222,218.46,761.72,1607.9,-27.5,0.7734,0.8731,35.34,0,0
IMG-000097,TreatmentB,B01,103.26,256,196.31,613.96,1434.3,601.5,0.7451,0.9411,23.29,0,1
IMG-000098,TreatmentB,B03,86.62,229,156.9,734.74,1294.5,1092.6,0.7389,0.9387,31.86,1,0
IMG-000099,TreatmentA,B02,121.93,229,181.42,629.9,1642.6,303.1,0.8414,0.8751,20.68,0,0
IMG-000100,TreatmentA,B02,85.69,250,180.2,623.82,1434.2,667.4,0.7223,0.9323,19.15,1,1
IMG-000101,Control,B02,77.84,218,180.69,776.29,1581.4,262.4,0.9238,0.6841,20.19,0,1
IMG-000102,Control,B01,109.19,210,177.21,865.64,1804.7,951.1,0.8194,0.9036,45.98,0,1
IMG-000103,Control,B03,109.73,206,191.52,1059.81,1657.8,392.2,0.8997,0.9807,24.9,0,1
IMG-000104,Control,B02,102.45,230,222.31,553.14,1934.1,229.9,0.781,0.7808,16.37,1,0
IMG-000105,TreatmentA,B02,101.9,239,150.67,505.86,975.0,441.6,0.8374,0.9305,46.81,1,1
IMG-000106,TreatmentA,B02,118.65,228,156.2,796.62,1512.3,653.3,0.7319,0.7943,42.47,1,1
IMG-000107,TreatmentB,B01,96.9,268,150.66,549.21,1255.9,774.2,0.7269,0.8628,23.95,1,1
IMG-000108,TreatmentB,B02,83.12,267,181.6,778.0,1637.3,1839.6,0.7969,0.9431,27.1,1,1
IMG-000109,TreatmentA,B02,92.99,239,174.32,648.05,1895.6,227.8,0.7157,0.8329,28.81,1,0
IMG-000110,TreatmentA,B01,96.96,232,200.55,917.9,971.0,695.6,0.7687,0.8822,15.47,0,0
IMG-000111,TreatmentB,B02,93.05,228,204.49,803.29,1233.4,614.4,0.8694,0.7826,19.54,0,1
IMG-000112,Control,B02,116.63,234,171.05,816.06,1491.2,173.6,0.7845,0.9635,29.54,0,1
IMG-000113,Control,B01,102.39,252,175.41,732.78,1484.9,19.6,0.7336,0.9494,21.76,1,1
IMG-000114,TreatmentB,B03,120.54,227,163.41,498.51,1541.5,959.3,0.8631,0.8633,35.97,1,0
IMG-000115,TreatmentB,B02,104.32,253,154.45,423.98,1723.0,752.1,0.9396,0.8984,32.32,1,0
IMG-000116,TreatmentB,B01,106.02,266,163.8,341.97,1382.2,1333.7,0.8892,0.8331,27.2,1,1
IMG-000117,TreatmentB,B02,89.4,245,202.15,580.1,1526.4,1086.5,0.7422,0.8217,15.93,1,0
IMG-000118,TreatmentA,B01,72.76,251,205.92,997.03,1173.3,770.0,0.7075,0.7763,14.98,1,0
IMG-000119,TreatmentB,B02,89.9,268,145.91,910.77,1525.3,579.4,0.8377,0.8917,29.69,1,1
IMG-000120,TreatmentA,B03,91.51,247,187.84,810.25,1065.9,198.5,0.5874,0.761,19.3,0,1
IMG-000121,TreatmentB,B01,72.9,268,213.48,574.3,1256.1,688.4,0.6796,0.8467,42.19,1,1
IMG-000122,Control,B02,109.71,227,183.57,687.65,1948.3,593.6,0.8685,0.9711,19.1,0,1
IMG-000123,TreatmentB,B02,107.99,263,177.76,576.41,1609.7,682.0,0.7504,0.8198,15.7,1,0
IMG-000124,TreatmentA,B01,89.51,264,176.25,437.86,1907.9,485.1,0.8066,0.9215,25.25,1,0
IMG-000125,TreatmentB,B01,103.54,249,178.33,350.33,1535.9,454.0,0.7774,0.9218,16.9,0,0
IMG-000126,TreatmentA,B03,136.43,224,238.03,514.96,1572.4,545.0,0.9146,0.7651,16.03,0,0
IMG-000127,Control,B03,105.73,223,209.34,606.01,1036.6,417.9,0.9454,0.953,19.37,0,1
IMG-000128,TreatmentA,B02,65.54,228,188.41,763.8,1074.0,474.4,0.8406,0.9346,25.63,0,1
IMG-000129,TreatmentA,B01,89.22,266,193.38,829.86,1111.7,193.0,0.894,0.8797,27.38,0,0
IMG-000130,TreatmentB,B03,98.25,255,198.37,599.56,1513.0,674.5,0.8633,0.9718,18.8,0,0
IMG-000131,TreatmentB,B03,94.07,261,186.31,756.36,1363.3,678.7,0.8739,0.7613,22.4,1,1
IMG-000132,TreatmentA,B03,129.11,260,175.04,650.27,1615.7,179.8,0.6611,0.8631,20.31,1,0
IMG-000133,Control,B02,122.67,226,137.97,806.52,1251.7,-162.9,0.7695,0.8093,27.21,0,0
IMG-000134,TreatmentA,B03,101.92,237,146.06,1083.73,1301.4,543.2,0.8608,0.8974,28.51,1,0
IMG-000135,Control,B02,81.93,234,173.3,497.0,1190.4,256.1,0.8949,0.9761,11.29,0,1
IMG-000136,TreatmentA,B03,79.7,248,170.25,910.83,1650.9,228.7,0.7551,0.8933,52.36,0,1
IMG-000137,TreatmentB,B02,82.3,235,201.88,582.0,1529.5,680.7,0.9235,0.9126,15.95,0,1
IMG-000138,Control,B02,91.26,225,254.02,797.83,1161.4,-54.2,0.9329,0.9692,36.91,0,0
IMG-000139,TreatmentB,B03,73.5,250,188.14,920.81,1412.0,710.6,0.7426,0.9234,9.38,1,1
IMG-000140,TreatmentA,B01,103.12,279,201.45,604.81,1567.1,243.4,0.7078,0.9466,20.32,1,1
IMG-000141,Control,B01,96.22,264,152.7,644.6,1215.6,93.2,0.892,0.9946,22.3,0,1
IMG-000142,Control,B02,121.45,231,191.42,563.77,1335.0,153.5,0.9314,0.8756,15.36,0,1
IMG-000143,TreatmentA,B01,107.37,249,168.2,774.97,1026.9,291.9,0.839,0.9385,19.58,0,1
IMG-000144,Control,B02,108.54,228,183.54,549.05,1775.9,-141.9,0.9253,0.9655,25.0,0,0
IMG-000145,TreatmentB,B01,126.61,271,121.84,835.02,1524.2,676.4,0.7186,0.8799,9.67,1,0
IMG-000146,Control,B02,107.05,231,229.31,516.76,1331.8,398.4,0.6779,0.9348,19.85,0,0
IMG-000147,Control,B01,90.43,258,173.02,439.88,1185.7,498.1,0.7583,0.8061,16.38,1,1
IMG-000148,TreatmentA,B01,78.21,244,201.6,780.27,1341.3,474.6,0.8873,0.9553,53.62,0,0
IMG-000149,Control,B03,87.81,230,174.52,638.7,1118.0,58.6,0.8778,0.975,45.77,0,1
IMG-000150,TreatmentB,B02,101.9,214,204.57,931.52,1678.8,794.6,0.7024,0.9134,60.68,0,1
IMG-000151,Control,B01,123.27,225,202.08,639.18,995.7,-144.9,0.5956,0.9562,18.97,0,1
IMG-000152,Control,B01,96.88,257,243.17,358.96,1571.4,500.5,0.7332,0.9392,14.2,0,0
IMG-000153,TreatmentB,B01,91.35,244,183.56,920.93,883.8,1108.7,0.624,0.9695,27.35,1,0
IMG-000154,TreatmentA,B02,125.17,207,195.63,756.51,1141.4,157.6,0.5332,0.9746,29.2,1,0
IMG-000155,TreatmentA,B01,107.1,234,206.74,895.5,1432.4,439.8,0.6563,0.9926,18.39,1,1
IMG-000156,TreatmentA,B01,93.83,255,264.58,842.88,983.1,499.9,0.7542,0.8801,20.71,0,0
IMG-000157,TreatmentB,B03,118.38,232,163.05,841.06,1660.2,1386.5,0.8444,0.9616,7.36,1,1
IMG-000158,Control,B02,73.57,216,205.41,770.31,1068.0,77.2,0.7817,0.8953,15.88,0,0
IMG-000159,TreatmentA,B02,97.95,278,180.56,781.8,1081.5,908.5,0.7785,0.8944,22.86,1,1
IMG-000160,TreatmentB,B03,81.2,280,132.12,789.02,1186.8,737.0,0.7227,0.9389,28.64,1,0
IMG-000161,TreatmentA,B01,81.77,280,239.56,698.17,1745.0,332.2,0.7833,0.8136,9.4,1,0
IMG-000162,TreatmentA,B01,103.29,237,156.69,556.29,1273.3,824.5,0.8769,0.9746,23.1,1,1
IMG-000163,TreatmentB,B02,89.75,257,179.34,600.6,1408.0,1656.5,0.7058,0.9406,24.46,1,1
IMG-000164,TreatmentB,B03,104.86,234,102.56,694.66,1389.7,807.6,0.9124,0.9076,17.15,1,0
IMG-000165,Control,B01,70.84,269,222.97,598.02,1461.5,1004.3,0.8237,0.9004,27.18,1,0
IMG-000166,Control,B02,109.02,255,256.85,736.43,1594.2,38.9,0.921,0.963,25.06,0,0
IMG-000167,TreatmentB,B01,128.42,236,170.64,538.01,1710.2,796.5,0.7487,0.9014,20.75,0,1
IMG-000168,TreatmentB,B01,86.05,207,157.82,925.72,1491.5,1246.0,0.7351,0.8679,18.75,1,0
IMG-000169,Control,B03,87.73,228,133.32,676.38,918.3,136.2,0.8744,0.8458,26.91,0,0
IMG-000170,TreatmentA,B03,105.54,220,215.0,682.18,1180.6,219.2,0.7889,0.8903,34.82,0,1
IMG-000171,TreatmentB,B02,126.82,261,205.97,949.1,1775.2,1473.8,0.8619,0.9535,24.86,1,1
IMG-000172,TreatmentA,B01,125.51,215,243.62,1030.47,1405.0,214.5,0.8013,0.8799,10.24,0,0
IMG-000173,TreatmentA,B01,104.08,227,186.14,812.98,1474.5,517.1,0.8382,0.9926,22.8,0,1
IMG-000174,TreatmentA,B01,115.87,268,189.62,847.56,1371.8,471.5,0.6975,0.8551,17.98,1,1
IMG-000175,TreatmentA,B01,106.01,243,188.22,498.22,1344.7,195.1,0.979,0.7234,19.18,0,1
IMG-000176,TreatmentB,B02,84.08,260,172.06,788.18,1489.2,694.4,0.8387,0.8464,14.0,1,1
IMG-000177,Control,B02,114.01,230,140.65,592.01,1466.1,347.6,0.8743,0.8924,11.93,0,0
IMG-000178,TreatmentA,B01,78.33,251,182.42,373.37,1534.3,545.0,0.667,0.8725,32.34,1,1
IMG-000179,TreatmentA,B03,74.79,242,177.91,543.85,1320.1,254.9,0.6373,0.9545,29.1,1,1
IMG-000180,TreatmentB,B02,69.09,224,194.57,350.62,1011.6,1497.6,0.7896,0.9141,13.11,1,1
IMG-000181,TreatmentA,B01,79.92,246,229.72,552.03,1752.9,1214.5,0.8539,0.8937,20.28,0,0
IMG-000182,Control,B03,101.2,251,195.34,997.59,1082.0,168.1,0.9193,0.9168,18.15,0,0
IMG-000183,TreatmentB,B03,87.79,269,222.68,946.74,1262.8,567.5,0.7929,0.9052,38.01,1,0
IMG-000184,TreatmentA,B01,107.97,244,145.4,627.58,1709.1,696.0,0.7448,0.9206,17.73,1,0
IMG-000185,TreatmentB,B03,122.35,242,186.57,885.26,1481.3,752.9,0.7295,0.8515,9.9,1,1
IMG-000186,TreatmentB,B01,93.96,240,138.87,658.19,1497.5,767.5,0.8272,0.9708,20.22,1,0
IMG-000187,TreatmentB,B03,111.55,232,174.11,675.16,1176.4,859.1,0.7332,0.9511,32.29,1,1
IMG-000188,TreatmentB,B02,82.51,254,187.31,801.39,1660.5,876.4,0.7926,0.9799,21.64,1,1
IMG-000189,TreatmentA,B01,95.58,263,208.87,448.96,1322.6,621.1,0.8855,0.9437,18.95,0,1
IMG-000190,TreatmentB,B02,98.95,227,159.56,509.93,1163.9,683.3,0.6267,0.9462,11.02,1,1
IMG-000191,Control,B03,94.4,230,139.8,508.51,1443.4,162.2,0.7554,0.7976,47.1,1,0
IMG-000192,TreatmentB,B03,100.92,245,226.75,796.02,1600.2,1168.7,0.8485,0.9862,19.43,1,0
IMG-000193,Control,B03,93.25,247,154.94,775.9,1431.7,8.0,0.7953,0.9626,27.72,0,0
IMG-000194,TreatmentA,B03,111.63,219,230.48,811.49,1328.1,165.4,0.8263,0.9785,35.23,0,0
IMG-000195,TreatmentA,B03,118.22,252,153.67,693.97,1664.5,942.6,0.7002,0.9168,20.04,0,0
IMG-000196,TreatmentA,B01,89.8,262,217.59,847.3,1469.5,1049.2,0.8022,0.7625,24.02,0,0
IMG-000197,Control,B03,91.98,226,179.8,614.79,2070.7,1039.7,0.8375,0.7355,20.33,0,1
IMG-000198,TreatmentB,B02,108.21,262,190.81,742.29,1137.1,777.8,0.8931,0.9269,22.69,0,1
IMG-000199,TreatmentB,B02,113.81,232,267.22,1340.53,1512.2,1298.9,0.7606,0.6897,23.53,1,0
IMG-000200,TreatmentB,B03,74.17,241,203.36,873.59,1565.1,1319.8,0.8187,0.8583,24.17,1,1
IMG-000201,TreatmentB,B03,94.96,267,178.02,629.69,1324.4,607.6,0.7651,0.9528,32.82,1,1
IMG-000202,Control,B02,108.81,259,260.83,1154.73,1216.1,311.4,0.7498,0.9351,21.96,1,0
IMG-000203,TreatmentA,B03,87.57,229,213.01,740.56,1558.1,689.1,0.8802,0.8936,15.56,0,1
IMG-000204,TreatmentB,B01,99.26,228,176.56,824.98,1499.5,641.5,0.8777,0.9266,14.53,0,1
IMG-000205,TreatmentA,B01,116.57,242,212.41,987.83,1465.6,534.0,0.7361,0.8147,15.6,1,1
IMG-000206,TreatmentA,B03,84.99,239,192.69,778.36,1676.8,833.6,0.7016,0.9487,26.91,1,1
IMG-000207,TreatmentB,B02,84.0,246,212.8,678.95,1088.6,786.4,0.78,0.9453,25.3,0,1
IMG-000208,TreatmentA,B02,93.78,211,205.31,906.35,1191.7,392.8,0.8683,0.9474,17.17,0,0
IMG-000209,TreatmentA,B03,85.8,257,240.12,882.51,1438.4,435.5,0.8,0.9035,14.07,1,0
IMG-000210,TreatmentB,B03,119.31,258,270.94,621.89,1346.9,592.7,0.7768,0.9349,12.38,1,0
IMG-000211,TreatmentB,B01,84.21,244,154.39,708.95,1316.9,929.2,0.8194,0.9086,36.21,1,1
IMG-000212,TreatmentA,B03,91.29,228,181.54,472.27,1131.2,509.7,0.7739,0.8487,14.37,0,1
IMG-000213,TreatmentB,B03,109.31,233,238.56,521.15,1139.1,844.7,0.896,0.9455,46.8,0,0
IMG-000214,TreatmentB,B03,84.44,244,154.13,522.1,2003.1,483.2,0.7393,0.9019,24.59,1,0
IMG-000215,TreatmentB,B02,98.32,255,210.61,1000.3,1306.5,652.1,0.8652,0.911,20.98,0,0
IMG-000216,TreatmentA,B01,95.87,230,194.59,784.02,1611.7,160.5,0.7661,0.9089,18.18,0,1
IMG-000217,TreatmentB,B02,78.01,230,160.22,1003.29,1215.5,839.5,0.8388,0.7686,22.67,0,0
IMG-000218,Control,B03,110.57,234,185.15,665.45,1342.7,-141.5,0.9181,0.9378,14.85,0,1
IMG-000219,TreatmentA,B03,82.2,232,218.51,787.61,1387.9,369.8,0.8109,0.9763,29.61,0,0
IMG-000220,TreatmentA,B02,94.23,243,193.96,1013.4,1378.1,372.6,0.8124,0.9491,17.1,0,0
IMG-000221,Control,B03,110.2,243,162.56,771.75,1188.5,-102.0,0.8159,0.9853,22.56,0,0
IMG-000222,TreatmentA,B02,113.91,252,116.73,657.47,1551.7,2712.5,0.8667,0.9443,15.95,1,0
IMG-000223,Control,B01,92.56,225,124.71,687.81,1194.9,492.3,0.9719,0.8991,27.43,1,0
IMG-000224,Control,B03,133.39,198,156.18,525.31,1122.6,341.7,0.8505,0.9621,22.23,0,1
IMG-000225,Control,B02,122.2,190,171.85,794.15,1709.5,572.7,0.8496,0.9294,21.88,0,0
IMG-000226,Control,B03,98.26,223,185.65,601.9,1557.2,639.1,0.7973,0.8585,29.5,0,0
IMG-000227,Control,B02,83.84,218,202.27,678.75,1794.9,-98.8,0.7577,0.9076,27.07,0,1
IMG-000228,TreatmentA,B01,88.08,252,231.24,354.59,1667.1,419.5,0.9355,0.9142,29.45,0,0
IMG-000229,TreatmentA,B02,100.12,202,176.28,597.68,1506.4,206.6,0.9558,0.945,22.51,0,0
IMG-000230,TreatmentA,B02,100.72,252,171.63,586.12,1654.6,443.4,0.894,0.8344,11.93,0,0
IMG-000231,TreatmentA,B02,107.48,257,187.08,446.93,1363.5,489.1,0.8525,0.902,14.57,0,1
IMG-000232,Control,B02,101.04,230,111.36,763.46,1209.5,219.4,0.8623,0.8553,25.92,0,0
IMG-000233,TreatmentA,B03,108.69,233,189.11,753.14,1421.9,570.8,0.791,0.8987,28.04,1,1
IMG-000234,TreatmentB,B01,112.59,259,149.54,706.88,1468.4,1097.4,0.8596,0.9377,22.4,1,1
IMG-000235,TreatmentA,B01,118.58,236,171.11,853.11,1196.1,771.7,0.9109,0.822,30.57,0,1
IMG-000236,TreatmentB,B01,93.53,260,196.73,762.27,1073.1,439.7,0.8335,0.8585,13.04,0,1
IMG-000237,TreatmentA,B01,75.3,238,179.07,890.99,1329.5,272.9,0.8055,0.7689,15.42,0,1
IMG-000238,TreatmentB,B02,108.56,210,240.37,724.17,1323.0,1140.2,0.8281,0.9818,17.45,0,1
IMG-000239,TreatmentA,B02,90.23,242,198.3,658.54,1432.7,502.1,0.7265,0.8516,28.74,1,0
IMG-000240,TreatmentA,B03,99.69,250,132.82,478.06,1316.5,452.3,0.9092,0.9357,14.64,0,0
IMG-000241,Control,B03,104.22,231,164.09,665.64,1115.6,314.4,0.7441,0.8812,31.95,0,1
IMG-000242,TreatmentB,B02,138.19,241,165.29,966.08,1202.2,1113.7,0.8045,0.9339,27.51,1,0
IMG-000243,Control,B03,91.32,208,140.26,446.12,1502.6,83.2,0.8417,0.9166,28.05,0,0
