sample_id,group,batch,measure_1,resting_potential_mv,input_resistance_mohm,membrane_tau_ms,rheobase_pa,ap_threshold_mv,ap_half_width_ms,max_firing_rate_hz,spike_count,adaptation_index,target_a,target_b
NEU-000018,TreatmentB,B01,115.21,-60.51,181.6,21.44,77.8,-37.29,0.914,79.0,67,0.3911,1,1
NEU-000019,TreatmentA,B02,82.58,-69.57,345.0,14.27,108.8,-40.82,0.92,60.9,92,0.6233,0,0
NEU-000020,Control,B03,88.68,-55.95,142.1,12.78,197.3,-37.79,0.998,55.4,91,0.2296,1,1
NEU-000021,Control,B01,100.92,-61.91,210.4,14.63,105.1,-43.39,1.007,37.5,79,0.3762,0,1
NEU-000022,TreatmentA,B01,76.12,-75.02,118.6,19.63,109.5,-42.7,1.013,51.2,93,0.1787,1,0
NEU-000023,Control,B01,87.09,-69.94,187.3,13.7,82.8,-39.02,1.108,35.4,79,0.4778,0,0
NEU-000024,TreatmentB,B02,103.88,-60.18,179.0,20.06,152.4,-51.82,1.376,56.4,76,0.3698,1,0
NEU-000025,Control,B02,93.25,-63.38,220.9,10.56,117.4,-41.69,1.187,42.4,69,0.2467,0,1
NEU-000026,TreatmentB,B03,103.12,-56.43,233.2,13.63,127.9,-41.6,0.598,54.8,91,0.4162,0,0
NEU-000027,TreatmentA,B03,79.19,-65.9,195.5,10.82,99.4,-50.9,0.983,38.5,90,0.1552,0,1
NEU-000028,TreatmentB,B02,98.32,-65.89,334.0,26.28,92.5,-39.58,1.76,28.6,78,0.2959,1,0
NEU-000029,TreatmentB,B01,103.66,-64.81,188.0,14.97,5.8,-38.14,1.849,71.3,67,0.4278,1,1
NEU-000030,TreatmentB,B03,115.02,-54.11,186.4,11.28,35.5,-43.69,1.273,68.6,83,0.3681,1,0
NEU-000031,TreatmentB,B02,93.85,-65.25,78.4,11.51,49.8,-48.93,1.648,46.1,81,0.2773,1,1
NEU-000032,TreatmentA,B02,120.45,-67.0,291.3,18.77,189.8,-41.81,0.979,38.6,90,0.314,0,1
NEU-000033,TreatmentB,B03,98.16,-72.54,184.2,16.87,84.1,-38.73,1.057,69.5,96,0.3288,1,0
NEU-000034,TreatmentB,B01,81.77,-57.75,116.4,8.84,89.9,-47.39,1.544,57.0,102,0.3257,1,0
NEU-000035,TreatmentB,B01,124.24,-59.94,105.9,13.05,19.2,-41.66,1.8,44.8,106,0.6569,1,0
NEU-000036,TreatmentA,B01,102.81,-67.72,105.5,12.28,124.4,-47.2,0.818,41.6,89,0.3246,1,1
NEU-000037,Control,B01,97.28,-72.7,341.0,8.45,132.7,-47.86,1.028,35.4,82,0.3963,0,0
NEU-000038,Control,B02,134.53,-63.6,171.8,11.52,88.5,-36.26,1.68,41.6,78,0.3149,1,1
NEU-000039,Control,B02,123.87,-57.47,338.3,10.3,128.6,-37.9,1.436,36.3,82,0.2896,0,0
NEU-000040,TreatmentA,B03,123.39,-61.17,208.2,19.4,125.3,-51.62,0.797,40.6,76,0.2875,0,0
NEU-000041,Control,B02,105.71,-70.04,256.2,12.86,92.1,-44.75,2.254,23.8,94,0.2359,1,1
NEU-000042,TreatmentA,B01,90.76,-72.06,389.4,13.87,192.2,-43.18,1.274,52.9,75,0.5505,0,1
NEU-000043,Control,B01,109.63,-63.37,187.0,14.3,130.7,-45.5,0.854,33.6,82,0.3473,0,1
NEU-000044,TreatmentA,B01,109.09,-61.61,200.3,10.35,66.4,-41.25,0.744,55.3,81,0.2698,0,0
NEU-000045,Control,B02,95.29,-63.77,101.6,7.6,177.0,-47.36,0.844,61.8,99,0.41,1,0
NEU-000046,TreatmentB,B01,130.4,-61.63,242.8,7.96,44.7,-36.46,1.255,46.0,87,0.2254,0,1
NEU-000047,Control,B03,132.72,-65.89,175.6,17.25,151.6,-49.31,1.187,42.1,81,0.426,1,1
NEU-000048,Control,B03,108.61,-72.26,164.0,18.27,150.8,-53.4,0.519,36.0,95,0.4398,0,0
NEU-000049,TreatmentA,B01,100.88,-67.1,130.1,21.75,181.5,-46.4,1.095,47.7,82,0.6546,1,1
NEU-000050,TreatmentB,B02,94.47,-70.13,123.7,9.2,88.4,-44.88,0.967,62.4,98,0.3272,1,1
NEU-000051,TreatmentA,B03,85.42,-60.44,163.2,10.79,118.5,-40.29,1.285,24.8,87,0.3128,1,0
NEU-000052,TreatmentB,B02,102.98,-60.66,264.6,14.43,37.0,-44.83,0.708,48.2,89,0.2696,0,0
NEU-000053,TreatmentB,B01,101.1,-59.51,260.9,8.65,62.1,-40.81,0.969,73.9,94,0.2774,1,1
NEU-000054,TreatmentB,B02,112.92,-73.0,146.3,12.57,106.1,-43.22,1.112,74.2,95,0.4379,1,0
NEU-000055,TreatmentA,B02,115.43,-72.94,133.9,18.52,91.3,-45.39,0.649,79.0,76,0.4118,1,0
NEU-000056,TreatmentA,B03,101.65,-75.91,357.4,14.86,85.3,-41.01,0.789,60.2,83,0.5201,0,0
NEU-000057,TreatmentA,B01,68.88,-68.46,188.7,9.53,88.3,-46.75,1.132,48.1,88,0.5364,0,0
NEU-000058,TreatmentB,B03,93.1,-67.94,222.3,11.47,147.8,-42.45,1.138,78.7,93,0.5157,1,0
NEU-000059,Control,B02,104.21,-59.2,245.1,6.61,106.7,-48.59,1.403,24.0,99,0.4141,0,0
NEU-000060,TreatmentA,B01,83.04,-68.18,158.5,28.88,137.0,-43.2,0.645,54.3,86,0.4362,1,1
NEU-000061,TreatmentB,B01,95.22,-59.02,200.4,12.59,115.3,-49.39,1.395,41.2,96,0.4808,1,0
NEU-000062,Control,B02,96.62,-67.23,121.4,17.48,172.7,-35.78,0.73,49.0,90,0.5482,1,1
NEU-000063,TreatmentA,B01,99.51,-55.0,98.8,8.88,155.1,-45.93,0.902,46.9,69,0.3848,0,0
NEU-000064,TreatmentA,B03,98.06,-62.31,129.4,13.25,57.9,-39.14,0.939,39.8,91,0.3879,0,1
NEU-000065,Control,B02,76.13,-62.88,205.2,16.29,120.4,-39.71,0.773,41.0,87,0.3776,1,1
NEU-000066,Control,B02,86.53,-79.36,130.1,8.03,147.3,-46.15,0.776,13.2,88,0.3921,0,0
NEU-000067,Control,B02,133.69,-71.11,257.9,23.1,130.9,-38.11,0.71,31.4,83,0.3802,0,0
NEU-000068,TreatmentA,B03,86.17,-62.99,96.7,17.59,44.2,-41.75,1.839,45.1,94,0.2211,1,0
NEU-000069,TreatmentB,B02,114.41,-67.57,95.0,24.57,61.2,-44.02,0.968,39.1,84,0.3429,1,0
NEU-000070,TreatmentA,B03,87.8,-65.1,151.6,4.7,128.7,-39.93,1.003,30.2,79,0.1495,0,1
NEU-000071,Control,B02,94.04,-70.82,113.4,7.16,127.7,-42.51,0.882,15.9,96,0.5215,1,0
NEU-000072,TreatmentB,B01,102.72,-72.94,646.9,14.63,137.5,-46.15,0.852,74.0,86,0.3474,0,0
NEU-000073,TreatmentB,B03,105.36,-65.18,201.7,15.38,124.4,-47.92,0.945,56.9,111,0.4232,1,1
NEU-000074,TreatmentA,B02,122.92,-69.26,138.9,7.05,208.2,-38.92,2.017,54.2,65,0.3622,1,1
NEU-000075,TreatmentB,B01,98.67,-67.43,251.9,19.16,114.9,-43.18,0.557,52.1,76,0.5927,0,1
NEU-000076,TreatmentB,B01,101.86,-75.68,204.3,5.76,83.5,-39.48,1.931,70.0,74,0.3364,1,1
NEU-000077,TreatmentB,B02,127.04,-66.44,119.1,15.06,84.5,-45.38,1.391,48.3,90,0.5297,1,0
NEU-000078,Control,B03,115.8,-69.9,187.8,7.27,123.9,-43.82,0.682,24.8,104,0.4106,0,1
NEU-000079,Control,B03,109.42,-67.06,357.6,6.59,108.4,-39.79,1.433,54.8,84,0.4467,0,1
NEU-000080,TreatmentB,B01,113.75,-71.87,139.5,9.52,143.3,-42.18,0.703,74.7,77,0.5788,1,0
NEU-000081,TreatmentA,B01,96.81,-64.01,258.6,12.39,128.9,-32.97,0.874,20.6,89,0.5747,0,1
NEU-000082,Control,B02,77.08,-57.36,83.6,15.69,180.5,-45.6,0.901,50.0,94,0.3774,0,0
NEU-000083,TreatmentA,B01,74.86,-63.11,479.3,12.0,92.2,-48.89,1.12,37.5,97,0.2814,0,1
NEU-000084,Control,B02,92.71,-58.04,148.9,14.0,73.7,-38.83,1.321,24.1,88,0.369,0,0
NEU-000085,Control,B01,92.7,-63.33,94.4,11.36,138.8,-37.89,1.394,27.1,83,0.3659,1,1
NEU-000086,TreatmentA,B01,114.71,-57.61,224.8,12.51,147.2,-40.56,0.969,41.6,89,0.5169,0,0
NEU-000087,TreatmentB,B03,117.27,-74.18,175.6,19.28,78.1,-37.88,0.91,92.7,78,0.3795,1,0
NEU-000088,TreatmentB,B02,84.07,-63.06,106.7,9.32,95.0,-35.24,0.925,72.5,92,0.3643,0,1
NEU-000089,TreatmentB,B01,115.78,-61.65,310.9,9.31,41.9,-37.52,0.681,59.5,83,0.4928,0,0
NEU-000090,Control,B02,77.86,-61.46,379.2,15.0,105.9,-45.81,0.528,35.2,83,0.4926,0,1
NEU-000091,TreatmentA,B03,109.4,-62.59,81.4,8.97,78.6,-40.18,0.896,51.4,74,0.3772,1,1
NEU-000092,TreatmentB,B02,90.19,-67.89,130.3,24.26,29.0,-37.33,1.112,48.2,87,0.3623,0,1
NEU-000093,Control,B02,87.83,-75.05,367.8,29.78,117.1,-37.71,1.099,49.4,81,0.6013,0,1
NEU-000094,TreatmentB,B02,110.06,-67.58,119.3,21.82,70.1,-41.73,0.81,46.5,81,0.4442,1,1
NEU-000095,TreatmentB,B01,86.39,-64.35,118.0,17.53,83.8,-38.48,1.009,66.4,77,0.5733,1,1
NEU-000096,TreatmentB,B01,102.23,-69.1,91.6,11.08,115.0,-36.08,0.981,64.1,90,0.4971,1,1
NEU-000097,TreatmentB,B03,126.77,-65.64,392.1,8.42,35.7,-36.03,0.902,75.6,99,0.5154,1,1
NEU-000098,Control,B03,97.87,-51.21,189.0,9.44,140.8,-43.8,0.962,32.6,75,0.2284,1,0
NEU-000099,TreatmentA,B01,70.54,-63.78,101.4,10.15,124.9,-38.66,1.736,45.1,94,0.1264,1,1
NEU-000100,TreatmentB,B02,106.66,-70.33,157.3,16.4,42.2,-35.41,0.838,82.0,88,0.2142,0,0
NEU-000101,TreatmentB,B01,101.52,-67.5,169.2,15.03,119.0,-45.07,1.534,60.9,101,0.2269,1,0
NEU-000102,TreatmentA,B01,85.26,-69.06,182.6,10.75,63.6,-46.06,1.021,42.9,103,0.1523,0,1
NEU-000103,TreatmentA,B03,100.99,-71.72,233.3,9.4,168.8,-44.05,1.317,44.4,95,0.5662,1,1
NEU-000104,TreatmentA,B02,94.29,-60.5,178.5,23.69,130.2,-42.57,1.112,48.0,87,0.2759,1,0
NEU-000105,TreatmentA,B03,86.76,-71.0,142.9,17.14,105.7,-35.37,0.544,42.0,91,0.4174,1,1
NEU-000106,TreatmentB,B01,114.01,-62.87,145.6,17.58,133.6,-40.42,1.038,60.3,82,0.2427,1,0
NEU-000107,TreatmentB,B03,104.41,-75.97,160.0,16.34,158.7,-39.34,1.575,57.9,72,0.1336,1,0
NEU-000108,TreatmentB,B02,103.63,-69.06,159.6,13.25,47.9,-42.63,1.286,81.8,81,0.5775,1,0
NEU-000109,TreatmentB,B02,76.33,-69.07,112.3,18.65,25.7,-42.0,1.04,64.5,72,0.3413,1,0
NEU-000110,Control,B02,98.87,-67.36,149.1,11.5,126.0,-43.31,1.293,53.1,85,0.547,0,0
NEU-000111,TreatmentA,B01,106.87,-61.59,172.6,10.48,142.1,-39.65,0.606,83.0,90,0.3367,0,1
NEU-000112,TreatmentA,B03,92.39,-63.44,200.2,11.18,136.0,-44.45,0.851,24.2,92,0.3735,0,1
NEU-000113,Control,B03,111.72,-68.04,165.6,11.51,119.0,-35.71,1.005,39.6,79,0.7017,0,1
NEU-000114,TreatmentA,B02,92.64,-64.35,280.6,10.45,115.4,-42.68,0.668,63.4,74,0.4677,0,1
NEU-000115,TreatmentA,B02,103.59,-67.69,343.6,13.39,160.2,-46.38,2.002,54.1,92,0.5117,1,1
NEU-000116,Control,B02,118.83,-63.98,148.8,11.51,174.6,-48.87,1.998,37.2,91,0.6297,1,1
NEU-000117,TreatmentB,B01,107.16,-72.67,246.4,12.21,130.2,-39.29,0.865,58.7,83,0.3657,1,0
NEU-000118,TreatmentA,B03,111.27,-69.53,276.4,25.9,93.3,-45.68,0.945,50.6,97,0.2163,0,0
NEU-000119,TreatmentA,B01,109.08,-59.95,87.8,10.76,147.8,-41.57,0.825,44.8,83,0.4624,0,1
NEU-000120,Control,B03,93.35,-77.24,149.6,9.2,145.8,-36.25,1.484,29.3,80,0.4323,0,0
NEU-000121,TreatmentB,B02,91.33,-63.82,386.8,13.06,116.7,-42.59,0.999,36.8,98,0.1908,0,1
NEU-000122,TreatmentB,B02,128.19,-59.4,67.5,8.76,41.8,-38.79,1.264,58.8,90,0.3247,1,1
NEU-000123,Control,B03,86.97,-56.37,359.2,11.24,104.9,-39.38,1.232,48.5,86,0.461,0,0
NEU-000124,TreatmentB,B02,99.16,-63.16,149.0,21.41,94.1,-36.42,0.645,62.5,85,0.4686,0,1
NEU-000125,Control,B03,86.29,-63.14,206.5,15.32,133.6,-41.68,1.136,29.6,101,0.6447,0,1
NEU-000126,TreatmentA,B02,100.57,-72.2,195.9,8.34,99.9,-40.73,1.159,36.2,83,0.3149,1,0
NEU-000127,TreatmentA,B02,102.38,-69.56,216.7,19.98,99.2,-46.42,1.26,48.8,81,0.5742,0,1
NEU-000128,Control,B01,86.66,-58.16,161.0,10.69,197.6,-41.55,0.985,43.1,87,0.3202,0,0
NEU-000129,Control,B03,87.29,-70.22,77.1,17.26,192.0,-40.35,1.477,59.4,84,0.265,0,0
NEU-000130,Control,B03,102.74,-59.34,276.4,5.98,162.2,-37.32,0.839,44.4,90,0.2314,0,1
NEU-000131,TreatmentA,B03,112.11,-67.83,537.0,16.32,52.8,-32.43,0.895,49.2,76,0.5617,0,1
NEU-000132,Control,B01,104.09,-66.55,135.6,17.22,117.9,-46.85,0.71,47.9,89,0.205,0,0
NEU-000133,TreatmentA,B01,117.84,-59.55,117.3,11.27,122.4,-34.62,0.631,30.7,81,0.2246,0,1
NEU-000134,TreatmentA,B03,91.35,-63.23,152.4,32.48,168.9,-43.11,0.958,70.3,84,0.401,1,1
NEU-000135,TreatmentA,B01,87.15,-62.41,198.7,6.28,94.2,-40.39,0.64,52.2,93,0.1427,1,1
NEU-000136,Control,B03,71.35,-58.85,235.1,24.98,125.4,-44.3,1.507,52.0,94,0.3936,1,0
NEU-000137,TreatmentB,B02,119.95,-67.96,59.8,21.4,96.4,-42.05,0.564,54.2,96,0.6905,1,1
NEU-000138,Control,B01,82.77,-57.06,129.4,19.47,108.1,-43.69,1.138,20.7,97,0.8151,1,1
NEU-000139,TreatmentA,B02,129.45,-57.23,120.6,6.12,133.3,-42.64,1.31,27.3,86,0.6569,0,0
NEU-000140,TreatmentA,B02,117.5,-65.5,142.5,9.93,173.1,-43.19,0.982,28.8,101,0.6334,0,0
NEU-000141,TreatmentB,B01,109.66,-66.12,143.9,28.16,54.9,-40.12,0.717,55.5,101,0.5634,1,1
NEU-000142,Control,B02,102.89,-62.45,247.5,22.16,167.2,-39.92,0.793,6.4,93,0.33,0,1
NEU-000143,TreatmentA,B02,100.78,-68.27,59.8,10.65,157.6,-39.88,1.098,38.4,80,0.3316,1,1
NEU-000144,TreatmentA,B03,88.57,-68.12,243.3,11.05,90.6,-41.21,0.896,54.1,81,0.4565,0,1
NEU-000145,TreatmentB,B03,108.87,-56.6,236.5,14.46,60.0,-43.95,1.228,49.9,74,0.4868,1,0
NEU-000146,Control,B03,98.92,-67.25,166.9,10.45,144.8,-47.68,0.707,35.6,88,0.6169,0,1
NEU-000147,TreatmentB,B02,89.92,-64.51,167.7,9.68,91.4,-42.71,0.906,69.7,83,0.3032,1,1
NEU-000148,TreatmentB,B02,89.6,-65.38,158.5,15.49,79.6,-41.51,0.873,63.0,92,0.3057,0,1
NEU-000149,Control,B03,99.93,-65.0,180.4,21.19,145.1,-43.63,1.221,34.0,94,0.1921,0,0
NEU-000150,TreatmentA,B01,98.03,-66.35,428.7,13.91,153.9,-39.86,0.897,53.0,83,0.1583,0,1
NEU-000151,TreatmentA,B01,118.66,-59.76,194.6,7.7,81.1,-39.17,0.965,63.8,78,0.3752,0,0
NEU-000152,TreatmentA,B03,103.92,-55.73,184.8,6.78,120.4,-46.78,0.57,34.3,91,0.3636,1,1
NEU-000153,Control,B01,139.14,-66.75,180.9,9.63,167.4,-42.73,1.474,30.6,96,0.4729,0,0
NEU-000154,Control,B01,96.29,-68.73,245.4,14.85,117.5,-34.62,0.883,43.8,68,0.3767,0,1
NEU-000155,Control,B01,107.76,-58.97,196.1,17.75,113.1,-45.01,0.943,48.0,105,0.329,0,0
NEU-000156,TreatmentB,B03,90.2,-71.95,160.3,9.75,97.2,-44.27,0.971,47.5,98,0.732,1,0
NEU-000157,Control,B03,122.28,-69.59,60.4,6.9,121.6,-39.7,0.611,27.7,82,0.3707,0,0
NEU-000158,TreatmentB,B02,118.53,-63.77,199.4,12.07,124.9,-40.39,1.111,51.3,83,0.1635,1,1
NEU-000159,Control,B01,89.87,-58.84,107.4,9.29,198.3,-43.68,0.667,39.9,83,0.535,1,0
NEU-000160,TreatmentB,B03,122.46,-63.08,117.3,7.12,44.6,-42.41,1.283,32.7,91,0.3581,1,1
NEU-000161,TreatmentA,B02,89.84,-67.07,240.1,27.55,133.0,-46.3,0.816,61.5,85,0.3566,1,1
NEU-000162,TreatmentB,B03,80.18,-67.35,223.9,15.7,119.2,-39.19,1.498,68.4,83,0.246,0,1
NEU-000163,TreatmentA,B01,86.63,-64.77,277.2,8.92,54.4,-48.25,1.189,52.9,82,0.5019,0,1
NEU-000164,TreatmentB,B02,109.29,-60.57,176.7,4.56,7.1,-40.26,1.224,70.5,85,0.6062,0,0
NEU-000165,TreatmentA,B01,112.5,-70.42,102.2,8.4,84.7,-42.07,0.885,40.2,86,0.5078,0,0
NEU-000166,TreatmentB,B01,117.2,-60.6,193.8,23.77,83.8,-39.69,0.528,50.0,81,0.3107,0,0
NEU-000167,TreatmentA,B01,69.03,-67.63,166.0,8.55,112.4,-46.84,1.349,60.1,81,0.6564,1,0
NEU-000168,TreatmentB,B03,97.82,-59.47,207.6,14.13,110.6,-44.61,1.193,40.8,90,0.4208,1,0
NEU-000169,Control,B01,87.75,-72.29,225.7,9.86,133.2,-42.42,0.789,41.7,87,0.4003,0,0
NEU-000170,TreatmentA,B02,107.43,-70.5,263.8,18.18,86.6,-40.04,0.81,38.4,75,0.3541,0,0
NEU-000171,TreatmentB,B01,96.48,-63.88,236.6,6.25,101.4,-39.22,0.888,48.5,95,0.2722,1,1
NEU-000172,TreatmentA,B02,71.53,-49.12,320.4,15.38,91.7,-40.56,0.805,56.3,97,0.3746,0,0
NEU-000173,TreatmentB,B01,123.46,-68.69,169.3,10.98,73.8,-42.04,0.619,82.4,89,0.3365,1,1
NEU-000174,TreatmentB,B02,130.55,-68.4,147.7,8.56,92.9,-50.04,1.112,47.4,77,0.346,0,0
NEU-000175,TreatmentB,B02,107.73,-63.11,175.0,13.26,81.6,-42.91,1.481,43.5,99,0.3322,1,0
NEU-000176,Control,B03,101.44,-63.24,247.3,25.5,193.0,-37.92,1.19,35.2,81,0.33,1,0
NEU-000177,Control,B02,103.41,-69.93,219.4,30.69,101.5,-40.36,1.534,60.3,75,0.2374,1,1
NEU-000178,Control,B02,83.21,-54.92,99.1,10.48,123.0,-36.74,0.883,33.4,88,0.4791,1,0
NEU-000179,TreatmentB,B01,126.11,-66.26,500.8,17.34,94.3,-42.49,0.932,69.3,81,0.1577,0,1
NEU-000180,TreatmentB,B01,94.01,-60.48,274.4,13.34,145.4,-44.94,0.997,28.9,95,0.4275,0,1
NEU-000181,TreatmentA,B01,102.15,-66.97,409.2,22.74,114.4,-48.0,0.803,53.0,78,0.2908,0,0
NEU-000182,TreatmentB,B03,86.88,-56.08,541.3,15.42,74.8,-48.19,1.077,32.9,86,0.1134,0,0
NEU-000183,TreatmentA,B01,107.47,-71.35,311.9,9.9,87.7,-40.2,0.992,61.6,84,0.2521,0,1
NEU-000184,TreatmentB,B01,103.59,-60.17,164.0,16.83,104.2,-46.64,0.754,57.0,104,0.219,0,0
NEU-000185,Control,B01,103.88,-55.73,162.8,10.74,213.5,-44.57,1.589,51.9,98,0.2433,1,0
NEU-000186,Control,B03,98.75,-64.32,166.0,10.75,201.3,-49.69,0.812,2.4,82,0.4348,0,1
NEU-000187,Control,B01,111.89,-54.43,76.3,15.61,197.7,-43.69,1.276,34.1,89,0.4179,1,0
NEU-000188,TreatmentA,B03,101.58,-57.15,297.2,10.58,117.7,-41.66,0.535,38.9,65,0.3036,0,0
NEU-000189,TreatmentA,B01,111.02,-61.74,151.2,16.17,128.5,-45.04,1.006,58.5,90,0.3944,1,1
NEU-000190,TreatmentB,B02,95.65,-65.99,290.3,17.3,123.4,-47.04,1.178,42.6,85,0.5549,0,1
NEU-000191,Control,B01,98.1,-69.72,450.3,26.1,114.7,-43.38,0.996,41.7,90,0.4585,0,1
NEU-000192,TreatmentB,B01,72.31,-61.45,179.4,15.71,115.8,-41.87,1.283,61.0,88,0.2153,1,1
NEU-000193,TreatmentB,B02,94.35,-69.92,204.2,14.46,144.4,-36.32,0.766,91.6,94,0.5675,1,0
NEU-000194,Control,B01,89.28,-69.11,338.9,12.88,83.4,-39.82,0.612,41.4,75,0.4629,0,0
NEU-000195,TreatmentA,B01,94.5,-56.82,334.0,12.08,130.7,-40.3,1.048,48.2,80,0.3487,1,0
NEU-000196,TreatmentA,B03,88.85,-60.75,256.5,9.55,66.4,-39.55,1.235,44.0,97,0.4382,0,0
NEU-000197,TreatmentA,B02,106.97,-69.16,103.1,30.77,165.6,-43.75,1.044,46.1,85,0.3314,1,0
NEU-000198,Control,B02,93.44,-63.2,150.8,7.59,82.1,-50.32,0.467,30.6,90,0.5095,0,1
NEU-000199,TreatmentA,B01,96.18,-70.14,326.5,39.26,63.6,-40.6,0.964,61.9,108,0.4575,0,1
NEU-000200,TreatmentA,B01,97.98,-57.2,182.6,14.35,113.6,-43.3,1.397,63.8,90,0.2438,1,0
NEU-000201,TreatmentB,B02,114.78,-63.04,92.6,7.84,126.7,-43.78,0.663,73.2,85,0.3519,0,1
NEU-000202,TreatmentA,B01,103.39,-64.1,132.4,21.15,137.5,-42.99,1.467,47.9,119,0.8121,1,1
NEU-000203,TreatmentA,B01,103.83,-66.94,405.3,14.31,165.9,-48.19,1.398,82.5,87,0.1293,1,0
NEU-000204,TreatmentB,B02,82.68,-76.94,96.1,8.42,80.5,-40.0,0.771,63.5,88,0.3289,0,0
NEU-000205,TreatmentB,B02,120.44,-65.67,323.1,16.97,35.4,-37.58,1.267,70.6,79,0.2292,1,1
NEU-000206,Control,B01,118.31,-65.76,84.7,13.1,155.3,-49.8,0.753,30.6,78,0.1906,0,1
NEU-000207,Control,B02,127.2,-78.74,318.6,14.03,154.4,-35.42,0.518,34.6,66,0.3844,0,0
NEU-000208,Control,B02,113.1,-64.42,138.9,12.23,131.8,-45.82,1.119,31.7,84,0.3849,0,1
NEU-000209,TreatmentB,B01,79.1,-75.62,402.5,17.28,45.7,-40.25,0.953,57.1,92,0.3206,0,0
NEU-000210,Control,B03,86.43,-65.62,477.7,9.9,138.0,-41.24,1.346,34.3,98,0.4504,0,0
NEU-000211,Control,B02,110.8,-56.27,251.7,16.16,170.6,-44.75,1.36,45.5,93,0.3699,1,0
NEU-000212,Control,B02,116.66,-69.75,232.1,16.48,109.3,-48.62,1.117,59.8,82,0.4372,1,1
NEU-000213,Control,B03,107.01,-64.18,92.7,12.05,183.1,-37.9,1.07,38.2,86,0.3756,1,1
NEU-000214,TreatmentB,B02,88.17,-56.96,150.5,9.6,63.2,-44.72,1.236,56.5,81,0.5263,1,0
NEU-000215,Control,B01,123.52,-56.12,158.3,11.67,113.5,-33.37,0.963,32.0,73,0.3892,1,0
NEU-000216,TreatmentB,B02,109.89,-68.05,154.8,12.15,49.5,-35.21,1.209,44.9,88,0.2954,1,0
NEU-000217,TreatmentA,B01,102.32,-62.75,258.8,12.58,106.9,-34.18,0.875,64.3,74,0.1988,0,0
NEU-000218,Control,B02,101.58,-61.46,108.0,10.16,87.0,-42.72,1.139,15.3,88,0.5873,0,0
NEU-000219,TreatmentB,B03,102.07,-62.45,382.6,11.46,20.1,-39.52,1.34,77.5,80,0.2352,1,1
NEU-000220,Control,B02,107.84,-63.04,171.3,11.23,127.9,-40.53,1.095,48.8,85,0.1103,0,1
NEU-000221,TreatmentA,B02,126.56,-66.33,117.4,18.84,159.3,-35.87,0.77,50.7,91,0.4292,1,1
NEU-000222,Control,B03,114.06,-59.79,182.0,15.65,144.5,-44.36,1.14,12.2,82,0.7296,0,1
NEU-000223,TreatmentB,B02,107.7,-66.45,97.0,22.1,87.5,-43.01,0.902,60.2,91,0.3887,0,0
NEU-000224,Control,B02,101.2,-61.81,114.0,18.14,143.0,-41.1,1.055,69.5,80,0.6177,1,1
NEU-000225,Control,B02,95.36,-63.15,220.3,11.71,135.3,-40.72,0.57,46.0,76,0.276,0,1
NEU-000226,Control,B02,108.92,-66.98,106.5,12.98,200.9,-42.07,0.829,35.2,79,0.3602,1,1
NEU-000227,TreatmentA,B02,103.47,-62.77,172.6,15.84,99.1,-34.87,1.505,51.4,95,0.3499,1,1
