5,4,4,4,8,9,5,5,5,2,9,7,12,4,5,5,2,7,5,2,9,6,4,5,7,6,6,8,9,6
6,5,3,4,4,4,3,4,9,2,7,5,4,2,6,6,7,6,8,3,5,4,7,3,5,7,7,3,8,5
9,6,7,8,7,6,9,8,7,6,10,8,9,11,10,6,4,4,7,11,6,5,9,12,5,4,3,5,8,14
6,3,0,2,3,6,3,9,7,6,6,5,5,3,5,3,1,1,6,5,6,4,5,5,6,8,7,4,8,3
4,7,5,5,7,5,10,9,6,5,11,5,7,10,7,3,6,3,7,11,15,5,7,6,9,3,2,2,7,16
3,2,1,2,5,8,8,1,5,2,4,2,3,6,1,4,5,3,2,5,3,3,4,5,3,1,1,2,0,5
7,3,2,3,7,5,5,2,2,5,4,2,4,7,4,4,9,3,4,3,5,2,8,2,5,4,8,6,7,5
12,6,4,3,7,14,9,7,8,14,9,7,7,10,6,12,2,4,9,9,10,7,10,13,6,5,4,9,11,9
0,1,1,3,3,2,5,0,2,3,1,2,2,1,1,1,2,2,2,1,0,3,2,4,2,0,3,4,3,1
7,7,4,5,9,9,8,9,6,6,4,6,3,7,5,2,2,5,7,7,6,5,6,6,3,10,6,8,3,4
3,8,1,4,3,2,4,4,3,5,5,8,2,11,2,4,4,3,2,7,3,5,3,3,6,7,2,7,5,6
6,1,2,4,2,2,2,8,6,5,2,7,5,2,2,5,5,1,5,5,1,4,3,1,3,6,4,5,1,3
6,1,1,1,5,8,4,1,5,5,8,3,6,2,3,4,6,1,3,9,8,4,3,6,4,4,3,3,0,3
6,6,7,2,9,18,4,9,9,11,10,2,6,5,10,11,5,12,10,3,11,6,11,4,8,10,5,4,4,10
3,3,0,3,1,4,3,4,1,4,3,8,1,5,2,2,2,3,4,1,5,3,2,1,5,2,3,0,2,9
8,9,4,9,4,7,5,5,3,9,4,6,9,8,9,4,4,5,11,6,13,6,9,7,9,5,7,7,6,8
5,6,7,5,5,5,4,7,4,13,9,7,6,12,2,5,6,6,10,7,6,3,3,7,10,6,4,7,7,10
5,3,8,4,3,5,2,6,1,4,3,3,6,6,5,1,2,2,4,7,6,4,7,2,1,2,6,6,5,4
3,6,3,5,3,2,5,5,3,3,4,3,3,4,1,4,2,2,6,5,8,2,5,3,4,5,3,2,2,4
8,6,2,3,4,4,5,8,2,8,5,8,11,3,9,5,6,6,6,4,11,9,9,12,5,8,5,5,5,4
0,3,2,6,2,7,5,5,3,9,5,8,6,2,2,1,5,4,4,2,5,0,3,3,3,4,6,5,4,6
4,5,4,3,2,2,2,4,3,2,1,5,4,4,3,4,4,2,4,4,6,4,1,4,1,1,3,5,1,7
5,9,3,3,7,4,4,6,8,2,7,2,6,2,6,7,3,5,11,5,11,2,10,5,5,6,8,3,8,6
3,8,1,2,1,7,4,3,2,5,4,2,4,5,5,0,6,3,8,4,5,3,2,7,2,2,3,4,5,4
4,3,3,4,4,4,6,3,6,5,3,3,6,4,2,4,2,7,5,3,4,2,5,6,4,9,2,7,3,4
5,3,5,8,7,7,7,4,4,4,5,4,2,6,8,5,3,4,4,4,11,4,4,3,7,4,2,4,7,6
6,4,10,6,3,6,2,10,5,7,6,3,9,14,7,4,10,4,10,4,5,4,6,11,7,9,8,4,4,12
11,12,8,10,9,15,13,8,9,10,12,11,5,5,9,15,7,9,9,17,13,7,11,14,11,10,11,10,11,13
4,7,7,4,3,5,4,7,5,7,4,1,1,7,6,4,6,4,4,11,4,10,6,5,3,5,4,9,4,11
5,9,4,2,3,4,2,3,5,5,2,5,6,8,3,7,2,5,8,6,7,5,5,4,2,4,3,9,5,4
4,3,8,1,6,10,13,6,6,10,10,6,3,2,10,10,5,3,5,4,6,3,7,13,6,4,9,5,5,4
12,5,3,2,5,5,5,6,5,7,7,5,7,7,4,2,7,8,8,4,5,5,7,6,3,4,7,5,6,5
1,1,3,3,1,1,3,6,3,2,4,1,7,4,3,3,3,4,2,2,4,2,2,4,6,2,5,4,1,3
2,3,4,3,5,1,3,8,5,5,1,8,2,4,1,1,5,4,4,3,8,4,3,5,6,7,5,2,3,4
4,2,5,3,0,5,5,7,3,1,2,5,2,3,2,7,1,4,5,4,1,3,2,5,3,4,5,2,3,3
8,9,9,5,5,5,6,5,7,6,7,4,7,1,6,6,6,8,12,9,2,3,3,13,5,1,7,7,10,15
8,5,7,8,3,5,8,4,7,16,6,5,7,13,10,9,4,14,6,6,7,8,8,7,12,8,14,4,3,3
7,3,6,2,4,7,4,10,8,3,5,4,1,7,9,6,5,14,8,2,10,3,3,4,4,4,7,3,9,5
3,1,2,3,4,5,9,2,3,3,6,4,6,4,3,3,1,6,6,4,3,3,2,7,3,3,2,1,2,3
7,7,6,5,7,10,6,7,10,4,8,4,12,11,4,7,8,5,3,10,8,5,5,5,7,4,4,7,8,9
4,3,1,2,5,5,3,2,1,1,3,3,6,0,4,7,3,2,8,4,4,1,5,3,6,1,4,2,8,6
5,4,3,3,8,5,4,4,6,5,5,7,5,6,6,4,9,7,7,6,5,6,8,7,7,5,2,10,6,7
1,5,5,5,1,2,2,6,8,6,0,1,1,2,4,1,4,4,1,2,1,0,2,5,1,0,4,2,4,2
4,2,5,0,1,2,3,4,5,4,3,7,7,6,6,3,1,2,3,1,1,1,3,5,6,1,1,3,2,3
3,5,1,2,2,1,1,3,7,4,3,2,4,1,1,4,4,4,0,3,4,3,2,2,2,4,5,2,2,2
6,4,2,1,4,9,5,8,5,4,6,5,8,6,5,3,0,3,3,2,2,6,11,4,7,4,6,3,6,12
5,2,4,0,2,10,6,4,1,6,4,4,6,2,3,3,7,4,4,4,6,8,5,4,3,4,2,2,4,7
3,5,5,5,9,11,4,11,5,12,4,2,8,4,4,7,5,6,8,12,6,6,8,5,6,7,3,6,4,4
4,4,3,2,0,2,4,2,2,4,3,2,5,4,5,4,2,2,5,6,5,5,5,1,2,4,0,3,4,1
8,6,5,6,9,6,5,7,7,7,6,5,7,5,5,7,7,3,6,7,6,3,6,4,6,3,4,5,4,5
3,2,5,4,1,7,3,4,5,2,7,3,4,6,2,1,3,3,5,6,9,1,4,2,4,3,3,3,3,4
11,9,5,8,5,8,7,12,5,10,6,10,8,6,6,9,6,5,12,14,8,4,4,12,3,6,15,11,6,5
13,13,4,9,4,9,8,11,6,10,8,4,8,4,9,12,7,3,5,7,14,10,9,6,8,4,7,5,3,2
4,3,3,5,3,7,0,4,5,6,8,1,3,5,3,7,5,5,6,6,4,4,2,10,7,6,5,10,2,5
4,7,3,5,2,6,5,9,4,11,3,5,8,8,5,2,5,5,5,4,11,4,6,9,5,2,3,6,2,5
5,9,5,5,4,10,5,5,5,4,7,5,4,4,6,5,3,2,5,7,7,4,9,6,4,4,4,5,6,9
4,1,8,7,5,6,7,10,10,10,7,6,4,8,4,9,9,4,8,10,5,5,5,12,5,3,5,6,6,5
10,4,4,1,5,6,7,5,6,4,5,2,5,3,1,7,5,6,2,8,2,5,6,4,7,4,5,4,3,8
4,4,5,1,6,13,2,10,7,13,7,12,4,4,6,8,10,12,11,10,4,6,11,11,8,9,5,3,9,8
3,2,0,5,8,4,5,4,4,4,7,2,3,3,5,3,7,6,2,1,11,7,6,6,1,2,4,2,8,8
6,0,1,0,4,4,3,1,3,4,2,6,4,5,3,2,2,1,2,3,3,1,2,2,1,4,4,1,3,2
3,4,1,6,4,6,0,3,9,4,4,3,7,2,3,2,6,6,0,2,6,5,1,6,3,5,9,5,4,6
4,10,4,2,6,9,4,10,8,4,2,7,2,3,7,4,6,2,6,2,7,5,4,5,2,10,4,2,2,8
4,7,6,5,3,13,8,10,9,3,3,8,8,4,5,5,2,8,5,5,10,8,7,7,4,3,2,9,10,7
9,7,7,9,4,5,6,6,7,6,8,7,5,10,9,9,7,8,6,5,8,8,7,8,12,5,5,9,2,3
8,6,4,2,4,3,6,6,6,3,4,5,6,4,4,6,5,4,5,6,6,5,3,5,4,5,5,6,3,4
5,12,6,8,2,6,5,3,8,8,2,9,5,3,1,5,4,5,4,8,12,3,1,10,1,6,1,8,4,6
11,6,5,5,9,6,3,9,3,4,9,6,3,7,3,0,7,10,6,3,3,4,8,9,9,10,5,7,4,6
4,7,3,6,5,3,6,2,6,10,1,4,6,7,4,2,7,1,5,1,4,3,7,6,1,6,2,0,3,2
1,4,4,2,2,6,1,3,5,2,7,2,3,2,7,2,4,3,3,4,1,1,5,4,5,0,3,6,6,2
18,15,16,18,10,15,17,13,18,24,21,18,16,14,12,13,16,15,10,18,22,13,14,17,18,15,19,13,18,20
11,15,12,7,15,10,14,14,10,18,12,5,16,9,13,6,13,14,13,14,14,8,7,15,10,6,11,13,13,10
9,9,2,3,5,9,5,3,4,9,3,3,3,1,5,8,5,5,6,5,5,4,8,2,10,4,2,4,9,8
11,9,7,16,14,16,11,14,10,13,12,7,10,12,13,8,13,10,12,8,12,5,8,5,8,9,6,8,6,13
17,18,16,17,10,22,17,18,15,18,21,13,15,20,14,24,11,17,21,19,19,21,17,20,16,11,12,13,29,18
23,21,26,17,24,30,16,31,29,23,23,22,18,28,14,28,31,24,24,20,26,16,25,34,25,25,18,19,24,28
16,11,6,7,9,12,7,13,10,11,5,10,11,8,10,3,9,14,8,10,7,8,8,9,13,10,6,8,9,13
20,6,8,13,11,14,8,11,12,10,14,14,9,10,11,12,10,9,12,12,10,16,11,21,10,9,11,10,6,12
10,11,6,5,14,19,9,14,7,13,13,15,20,9,10,11,13,6,10,14,15,10,10,12,7,6,12,10,14,11
22,13,16,12,12,15,22,23,22,22,18,12,21,23,14,21,14,27,7,21,28,16,19,22,21,14,14,19,22,15
13,9,9,12,9,15,7,13,12,24,13,13,14,17,12,5,13,10,13,12,12,11,9,12,10,14,9,8,10,10
15,20,22,16,17,20,14,23,21,20,15,15,28,21,25,19,21,20,24,26,27,19,10,23,21,16,21,19,23,27
36,21,20,21,21,23,29,22,19,26,19,14,22,19,13,21,17,19,21,25,23,27,21,27,23,17,18,30,20,35
3,5,4,5,6,4,5,10,6,4,15,2,7,9,2,7,6,10,4,9,12,6,10,5,10,9,6,5,10,8
8,12,12,15,13,19,14,18,20,15,21,8,16,21,13,22,15,16,22,18,13,14,15,18,18,18,11,13,11,20
17,16,16,20,8,23,22,24,21,22,28,23,20,11,25,24,17,18,19,24,16,11,14,28,15,10,24,25,17,24
19,14,14,9,16,11,10,13,21,15,22,8,14,12,9,13,15,13,12,21,24,16,15,16,10,12,15,13,21,19
16,8,12,9,15,10,6,11,13,9,13,15,10,10,14,14,16,13,14,15,20,11,17,12,9,10,17,7,6,16
38,39,33,26,30,27,31,43,35,35,31,32,37,19,34,29,35,34,31,35,40,37,36,35,36,24,25,39,22,54
20,19,20,12,29,23,22,33,25,19,16,19,28,28,19,22,28,20,27,27,23,12,29,28,25,20,13,24,17,31
5,13,8,8,12,18,9,15,9,19,4,8,12,12,9,12,8,12,19,15,14,9,8,13,8,11,10,12,12,16
10,15,10,12,6,11,11,15,17,11,7,10,9,14,12,9,5,11,16,17,21,5,10,16,13,8,6,7,11,14
13,6,7,4,1,10,9,5,10,9,7,3,5,5,4,4,6,8,5,9,7,4,5,8,9,6,10,7,5,4
31,28,32,26,40,36,26,34,32,32,39,34,31,41,20,28,23,30,35,32,40,20,41,35,23,21,41,22,31,43
13,10,7,7,8,15,11,17,17,12,14,10,15,17,17,9,14,7,10,11,9,9,8,14,9,10,12,11,13,11
16,12,17,11,15,15,20,10,11,10,11,14,14,10,16,13,14,16,14,16,12,9,13,17,7,15,7,11,9,20
8,10,12,11,13,6,7,9,6,17,7,10,13,8,7,12,9,15,10,4,15,9,13,14,11,11,13,13,10,11
10,13,8,10,10,18,8,11,12,10,9,8,5,9,9,11,6,12,4,11,10,14,8,9,9,9,10,5,7,14
14,14,6,11,10,6,10,17,7,10,10,9,13,17,12,6,15,7,10,7,11,8,6,8,10,12,7,9,8,15
21,23,20,20,20,23,30,28,20,22,23,36,31,24,21,30,24,20,20,21,22,21,20,31,23,13,23,23,21,28
51,50,51,46,31,53,35,66,48,47,47,50,47,47,51,48,41,41,45,36,62,56,56,57,60,46,51,36,45,44
40,29,21,36,35,31,34,38,42,33,33,36,37,29,29,37,23,30,46,38,33,32,40,37,23,32,24,31,37,41
16,25,16,16,13,19,29,24,21,29,14,18,18,17,14,16,28,16,22,35,24,18,12,25,19,18,20,12,17,26
18,13,11,10,18,21,15,19,15,18,18,16,22,19,11,11,21,17,20,18,11,14,9,19,10,17,19,12,12,19
27,14,22,21,29,26,31,18,19,21,23,24,28,20,15,13,25,22,20,24,32,15,24,34,26,22,33,33,26,24
16,9,15,7,17,20,13,13,11,18,14,15,12,9,11,13,12,10,16,12,17,12,13,26,17,7,9,15,18,17
8,8,12,11,18,17,10,10,9,15,11,13,13,10,15,10,14,13,14,11,11,10,8,8,20,9,10,12,10,16
27,24,25,30,35,25,27,35,27,39,30,20,33,34,22,44,19,38,24,32,34,24,29,35,34,36,29,30,21,30
10,13,14,12,13,18,19,23,19,18,13,9,13,10,14,9,25,10,12,21,13,14,16,23,15,18,10,13,11,15
38,32,28,28,30,30,37,31,41,40,26,36,41,35,33,29,26,31,34,36,38,22,33,36,29,32,22,32,31,31
13,15,10,10,14,16,14,17,8,15,8,16,14,11,12,11,12,10,16,14,18,7,11,15,12,16,14,13,12,12
12,11,6,5,7,10,16,11,12,5,12,9,7,14,9,6,10,8,12,10,12,7,4,17,5,12,10,7,6,10
14,12,11,13,13,9,13,12,12,15,14,8,8,13,7,6,9,6,9,12,19,11,15,9,9,10,13,9,13,22
13,10,17,6,9,19,14,22,10,15,16,16,18,17,9,12,19,20,24,17,15,13,10,20,11,14,11,13,12,21
21,20,20,9,11,18,23,17,16,18,13,24,19,20,11,14,14,18,18,21,19,10,17,22,14,17,17,8,14,21
15,23,16,24,27,34,17,27,27,25,18,24,21,31,20,17,16,23,36,22,27,14,19,31,19,21,22,28,17,17
29,20,25,23,30,31,28,35,28,32,30,27,16,22,31,27,33,21,25,29,33,25,26,35,28,28,24,27,26,41
61,37,51,46,51,59,52,54,53,64,43,40,66,50,43,56,41,47,55,55,55,51,53,62,56,59,54,46,43,62
7,9,3,4,10,10,3,5,8,12,8,3,9,4,8,6,7,8,6,8,8,8,5,12,9,8,5,7,11,5
14,6,11,9,13,10,11,14,8,22,15,14,11,10,10,6,13,10,12,12,10,9,10,10,10,6,4,15,16,15
13,11,9,12,12,9,15,15,12,20,16,14,11,12,11,7,16,8,15,17,14,8,14,10,13,14,11,10,9,22
8,9,13,5,11,10,9,13,11,15,9,13,8,8,9,7,11,9,10,8,10,3,13,7,3,7,8,6,11,7
9,10,18,8,15,15,10,7,11,22,20,9,9,9,7,12,13,9,20,13,16,10,11,17,13,11,13,14,15,10
10,10,7,6,9,9,4,12,14,7,6,2,7,6,6,7,8,7,7,5,7,4,7,7,4,3,5,10,9,8
17,16,10,8,13,6,9,18,11,13,7,8,10,14,13,12,11,7,8,17,19,11,12,16,14,12,6,14,9,11
31,41,29,25,29,21,35,34,35,32,32,36,42,24,27,29,37,31,34,34,42,31,38,38,33,30,41,32,34,37
22,29,20,17,13,18,21,21,22,21,13,17,22,15,14,18,10,20,8,20,18,16,9,29,27,17,19,25,11,15
14,18,15,16,6,19,22,12,21,11,12,11,18,10,16,17,11,17,10,13,24,10,15,16,19,13,13,13,12,15
29,20,18,20,23,19,21,22,17,23,23,24,21,14,19,11,21,19,21,22,23,13,18,36,16,19,15,27,18,26
17,21,20,16,19,12,19,27,12,18,19,14,15,18,14,16,14,15,17,15,16,13,15,20,12,17,12,19,18,17
61,41,40,38,39,47,41,37,46,54,43,40,36,45,37,44,35,45,43,41,48,41,30,42,45,45,43,44,41,51
9,5,2,10,7,4,11,13,9,7,8,8,10,7,7,6,11,9,14,8,6,6,9,16,10,5,9,12,8,5
16,18,16,14,15,10,15,17,23,15,18,18,18,15,12,10,15,17,13,19,13,22,26,22,12,10,15,15,16,27
12,15,16,13,21,20,14,19,16,33,17,21,18,14,20,14,9,20,22,19,23,22,13,14,20,11,11,10,15,23
25,26,15,19,18,15,10,12,21,16,19,14,28,19,20,19,17,19,32,18,23,18,19,21,14,20,24,23,9,30
17,21,15,17,17,19,9,10,13,15,12,16,11,19,14,16,16,22,15,19,9,14,14,9,15,12,14,9,12,20
18,15,12,21,16,14,19,18,20,21,18,18,19,22,13,16,15,14,24,12,15,14,19,24,19,10,15,17,22,21
11,13,7,5,8,3,6,4,5,9,3,3,4,4,12,7,7,5,5,10,8,3,8,7,3,7,6,4,7,9
15,22,17,13,11,21,15,13,17,17,19,13,13,11,20,21,21,17,14,12,23,12,21,15,18,20,17,14,19,21
35,26,21,37,20,29,29,26,17,38,26,37,28,31,37,33,19,37,26,35,39,28,38,26,25,23,34,35,30,33
10,10,5,10,10,6,7,15,10,13,12,11,12,8,9,7,12,12,16,7,8,10,16,13,9,10,5,10,12,9
18,19,11,13,12,18,20,18,18,14,8,16,22,13,8,16,11,15,12,15,20,15,13,17,21,9,14,15,16,21
12,8,9,8,8,6,9,8,6,10,8,9,9,7,5,15,6,6,6,7,4,6,5,11,3,10,9,8,8,9
28,37,23,24,19,27,19,36,36,26,28,24,41,19,21,31,24,17,36,31,30,20,34,41,30,35,33,30,26,35
18,21,11,15,20,18,19,24,15,20,17,9,8,16,9,12,13,17,11,10,21,10,7,11,11,8,15,10,14,13
13,23,14,15,16,28,23,28,23,29,27,18,16,17,22,20,24,16,23,22,25,16,22,25,13,14,19,23,20,25
14,7,5,12,13,16,9,13,15,9,13,14,10,13,11,7,7,11,7,7,13,10,11,13,8,10,12,10,12,16
33,19,19,22,18,19,19,27,21,24,22,15,22,20,20,16,21,20,27,15,27,10,14,22,22,21,12,9,16,25
13,12,10,7,9,16,10,17,9,13,17,7,9,6,17,6,6,13,13,7,12,12,13,16,15,10,17,10,13,12
42,24,31,24,29,27,26,30,31,41,22,34,37,34,24,32,21,41,37,25,30,30,26,47,28,20,34,44,34,43
10,9,9,5,6,8,13,7,12,12,7,7,10,6,7,9,6,11,10,11,13,6,9,10,6,5,6,14,6,20
30,17,11,13,17,13,20,19,25,26,20,17,15,22,15,16,17,31,21,21,28,24,21,23,24,18,12,23,17,25
38,32,44,39,35,61,36,53,56,54,45,53,53,43,33,47,36,39,48,48,56,34,53,55,48,42,35,47,39,52
24,22,13,10,13,11,13,26,9,12,12,11,9,13,12,11,13,22,19,14,18,13,18,24,18,20,19,20,17,22
36,28,28,23,28,28,24,33,26,30,30,23,35,27,20,21,28,30,24,29,38,20,31,46,31,32,30,30,25,34
17,26,14,19,13,18,13,24,17,19,20,18,18,25,14,14,29,16,21,20,18,12,14,23,19,14,20,12,20,16
25,19,13,8,21,18,18,16,21,27,14,17,16,16,15,17,15,20,23,25,23,17,12,19,15,17,15,13,11,20
15,7,7,13,16,16,23,16,16,20,14,11,20,15,10,10,11,12,14,17,14,12,8,19,15,13,16,22,21,16
15,13,9,14,15,15,10,18,25,11,12,19,12,13,11,14,7,17,17,12,7,17,15,9,9,10,21,8,11,12
9,8,6,6,5,8,11,9,9,7,10,6,10,8,11,12,9,6,5,7,16,5,12,12,22,4,10,4,9,9
44,34,36,27,23,47,47,51,35,39,43,34,48,32,30,33,45,39,33,40,39,39,32,54,36,44,31,32,25,38
11,8,7,14,16,13,10,18,13,14,17,12,12,17,12,17,10,17,12,14,14,12,14,7,10,13,9,10,15,18
5,12,7,9,9,6,10,7,5,14,8,12,8,6,8,16,6,12,7,8,9,12,6,11,7,11,14,8,2,16
14,10,9,10,9,11,4,12,8,6,11,8,12,12,10,4,11,11,8,17,21,9,18,11,10,7,12,7,13,8
14,13,13,20,13,12,18,16,18,18,20,19,21,14,17,15,9,17,14,8,17,7,6,25,18,15,14,12,8,13
22,15,10,14,22,25,15,23,25,16,18,17,26,19,13,23,22,17,27,17,18,20,17,27,22,16,8,9,15,26
14,15,12,9,7,12,9,15,14,8,7,11,10,14,11,14,12,12,12,14,14,16,12,9,13,14,9,12,13,13
37,41,31,33,43,38,36,42,36,36,31,33,37,34,30,26,34,33,48,39,53,28,41,45,34,22,30,34,35,47
21,17,11,15,18,18,16,14,17,17,10,13,13,15,13,13,17,18,17,18,25,13,21,14,19,14,19,16,11,25
7,10,9,9,5,2,11,9,16,12,8,11,16,9,6,8,8,8,8,9,7,7,7,10,8,9,12,11,9,14
32,26,17,19,17,18,18,27,19,19,17,15,21,21,20,15,21,16,20,21,16,11,16,23,16,15,17,21,19,25
10,14,22,10,15,14,9,24,23,19,20,13,19,9,20,16,22,14,14,19,14,10,14,18,16,12,15,15,17,17
14,31,18,18,20,17,26,23,25,22,17,10,18,21,18,19,20,19,28,31,25,17,28,21,25,16,17,18,13,22
17,11,13,12,16,23,10,17,11,15,13,11,11,11,12,12,12,10,11,10,16,15,8,19,11,10,9,10,13,16
18,22,9,10,17,16,25,13,13,16,14,13,8,13,12,19,12,12,19,19,20,16,17,14,21,12,18,13,22,21
18,8,13,9,8,14,13,7,13,14,14,11,15,12,7,10,14,12,7,11,10,6,15,9,6,13,15,16,14,9
46,43,44,52,48,49,62,49,54,66,52,40,44,42,54,55,44,57,51,67,61,38,50,67,46,41,54,45,51,55
27,25,18,29,14,28,22,32,18,22,29,21,23,19,21,21,19,20,20,12,18,17,26,16,24,16,22,27,18,26
15,9,11,16,14,15,17,16,14,16,19,13,13,11,11,14,8,17,18,14,15,7,11,12,18,9,20,11,15,13
27,30,28,18,25,25,24,30,23,34,31,26,29,28,21,23,25,23,32,33,22,23,31,21,21,21,27,27,24,30
40,41,42,29,35,36,41,29,41,33,37,30,40,33,35,31,35,39,36,36,40,24,29,41,25,30,22,37,43,28
24,25,25,19,32,32,35,34,29,30,29,29,33,27,27,26,36,26,42,34,35,25,32,30,27,19,30,22,32,37
16,13,8,8,15,13,10,21,13,8,17,7,14,19,11,19,16,12,16,19,27,15,8,26,15,14,18,13,8,18
12,13,11,14,20,8,12,10,9,6,9,5,8,14,11,6,11,13,15,14,11,9,11,20,9,4,10,6,6,14
10,8,13,13,7,12,17,22,12,12,13,9,15,18,15,15,10,8,11,12,13,12,11,18,10,8,11,18,16,11
18,13,10,15,10,16,19,15,12,22,15,13,17,19,14,11,12,15,22,10,20,15,20,19,16,14,12,17,8,22
11,10,7,3,8,10,11,13,6,7,6,11,18,15,8,9,11,5,13,7,6,14,12,18,11,11,9,7,15,17
17,22,21,23,27,24,27,31,22,23,24,24,33,25,22,32,20,35,29,29,28,23,18,28,23,26,20,14,22,28
14,19,8,13,9,24,14,16,13,9,19,14,8,12,12,9,10,12,9,17,15,18,13,21,11,16,5,13,16,11
37,33,34,29,31,48,38,43,42,47,51,33,46,30,24,43,23,45,26,40,39,32,43,49,31,27,22,41,36,37
14,6,12,9,12,7,13,11,7,4,10,8,7,12,5,11,6,6,8,11,7,3,7,13,7,12,9,8,12,13
11,10,7,17,11,17,16,15,14,15,14,12,13,9,10,10,11,8,13,19,12,10,13,22,10,9,13,10,9,12
22,10,12,10,9,10,16,11,8,12,13,10,19,16,12,15,16,17,10,15,14,11,12,21,19,11,15,15,12,15
14,13,14,14,15,20,16,16,9,16,22,14,10,12,13,15,15,16,15,15,15,12,12,18,11,8,15,17,18,16
28,19,19,16,27,18,28,24,29,23,21,20,16,24,16,18,28,21,19,24,33,26,22,22,20,20,16,24,27,25
21,22,10,17,13,22,15,24,13,13,27,22,22,16,13,18,12,23,16,19,25,10,22,22,17,13,16,17,11,13
34,22,19,23,30,36,33,30,22,45,29,20,41,20,20,22,25,30,30,29,30,21,40,27,40,35,28,29,24,21
32,22,25,17,18,21,22,35,21,29,34,19,28,24,36,22,18,19,30,26,26,24,32,31,24,23,21,17,17,29
22,16,10,14,17,17,16,18,16,17,20,11,14,12,14,17,13,18,15,21,26,17,10,16,10,13,28,22,11,19
12,11,13,9,15,17,17,17,15,16,12,11,13,15,12,16,20,16,20,16,15,13,10,17,13,15,17,14,19,17
26,31,17,24,17,24,22,30,22,29,24,28,27,26,26,35,25,31,31,26,36,25,23,39,23,25,30,27,28,28
13,11,10,11,4,13,13,9,10,7,9,7,7,11,3,3,7,5,12,12,15,8,10,6,13,6,16,8,4,11
23,16,11,9,12,19,9,15,14,27,13,9,16,17,15,10,13,15,20,16,25,13,10,18,17,16,11,9,16,10
20,20,20,17,22,18,22,20,15,17,12,20,24,18,19,20,17,19,17,24,27,19,11,27,22,21,16,21,26,29
